Date,ODA/GMB_LE_Value,ODA/GMB_LP_Value,ODA/GMB_PPPGDP_Value,ODA/GMB_BCA_NGDPD_Value,ODA/GMB_TX_RPCH_Value,ODA/GMB_TXG_RPCH_Value,ODA/GMB_TM_RPCH_Value,ODA/GMB_TMG_RPCH_Value,ODA/GMB_GGXWDG_NGDP_Value,ODA/GMB_GGXWDN_NGDP_Value,ODA/GMB_GGXCNL_NGDP_Value,ODA/GMB_GGXONLB_NGDP_Value,ODA/GMB_GGR_NGDP_Value,ODA/GMB_GGX_NGDP_Value,ODA/GMB_NGSD_NGDP_Value,ODA/GMB_PPPEX_Value,ODA/GMB_PCPIPCH_Value,ODA/GMB_PCPIEPCH_Value,ODA/GMB_PCPI_Value,ODA/GMB_PCPIE_Value,ODA/GMB_PPPSH_Value,ODA/GMB_NID_NGDP_Value
2007-12-31,,0.028442146089205003,0.063746958637469,0.20034717199479002,-0.7535005834305699,-2.4092786222652003,-0.99471336527342,-1.5465641952984,-0.56664129035012,-0.56664129035012,-1.0856197703833,-36.763779527559,0.054468231647822,-0.20521230387376999,-0.3784266298088,0.015984797674939,1.6118677042802,13.231678486998,0.053698954749075,0.060199548937096996,0.0,-0.21361782757342
2008-12-31,,0.02828409805154,0.078225068618481,0.4766208724994,-3.3431952662722004,-1.4334434815138,188.53125,-4.6443341604632,0.04946723801080301,0.04946723801080301,-4.0227272727273,-0.56010568031704,-0.049042020465926,0.04846085210796299,-0.7500231631613101,0.00044009241940802995,-0.17113594040968,0.13538205980065998,0.044508283207924,0.06834995052896,0.0,-0.216856110209
2009-12-31,,0.028117359413203,0.07254985150615201,0.0058761119725781,-0.7568181818181801,-2.4270713463751,-0.22407254740313,-0.75828415796641,-0.020947404649416,-0.020947404649416,0.99473684210526,-0.78128128128128,0.17096903439985997,0.22924312536567001,1.7012601927353999,0.04387990762124701,0.023140867220848998,-0.60234089246525,0.045542692818168,0.027178075165365998,0.0,0.31181860745101003
2010-12-31,,0.027348394768133,0.078322784810127,0.29931034482759,-1.3104880581516,-0.90867856062897,-2.6583085422864,8.559624413145501,0.11274627294952,0.11274627294952,1.0358085186580999,-6.7826086956522,-0.078502297389774,0.04941369910432299,-0.25782107574094,0.030446691951117,0.10869565217391002,1.1298749080206,0.05049489938045,0.057883767785249,0.0,0.092183755672258
2011-12-31,,0.027777777777778,-0.023110785033015,-0.40096165854877003,41.056856187291004,18.198675496689,-0.39313172731932,-0.6576957076908001,0.10963684142506,0.10963684142506,-0.12423625254582,-0.5749901068460601,0.12635264162954,0.07050674143404902,-0.32797189868737003,0.016153767508435002,-0.050108932461874,-0.24304715840386998,0.04796031056046599,0.043823734769539005,0.0,-0.10316978665795
2012-12-31,,0.02759009009009,0.07172361997746901,0.61993119983321,-1.1747117296223002,-0.72984937334713,1.0327280405405,-6.678335724533699,-0.0012811553692057,-0.0012811553692057,-0.071670190274842,-0.36312849162010996,0.19675991334652,0.14790278473212,0.6660247592847299,0.026360800885401,-0.031484570475396004,0.12003651300776,0.046450844167699006,0.04907484172445,0.0,0.20087449898496
2013-12-31,,0.027945205479452003,0.079187105816398,-0.40238095238095,-6.4492489758762,-0.1387529261545,-0.83421626674977,-0.65435342867249,0.060835762876579,0.060835762876579,0.92393532225006,5.5029239766082,-0.27837242247757,-0.10123141965574001,-0.7245706737120201,0.039996078815802,0.12831001076426,0.13590057049715,0.052414578378527,0.055753624359769,0.0,-0.22058951018639003
2014-12-31,,0.027185501066098,0.09155844155844199,0.14697964897168,-0.29168058803876,-0.0069187052137385,2.8057644110276003,0.07733918128655001,-0.020153902528399,-0.020251618419445,-0.44969223484848,-1.136690647482,0.26938597447921997,0.042596878966624,3.2482014388489002,0.033556414365162004,0.0089677542453731,-0.10313901345291,0.052875428631259,0.04999943292012099,0.0,0.19059006729325
2015-12-31,,0.027503892060197,0.08982748364069,0.086556515208412,-0.21356132075472,0.15103259517293,0.014323345406651,-0.19812728999864002,-0.062179007728745996,-0.06304542961152901,-0.451710045171,1.2532894736842,0.00966577884698,-0.067139327532495,0.0081851538244425,0.027906976744186004,-0.05446293494705,0.0,0.04999903316786701,0.050000270038183,0.0,0.040452167414051
2016-12-31,,0.027777777777778,0.075054585152838,-0.29030585795749,0.040485829959514004,0.011024643320363,-0.01428339555267,0.50346928414283,-0.059057316035729,-0.060035925753443,-0.31973322871714,0.23065693430657,0.0064247117389269,-0.025487486565331,-0.11618141097424001,0.028923786709254,0.0,0.0,0.050001710044803006,0.049998199745907,0.0,-0.0055670288228429
2017-12-31,,0.027518427518427997,0.077176948464077,-0.18663257852447,0.035019455252918,0.10498182595681001,0.0026346122180142,-0.14261593876632,-0.058116374012911996,-0.059128292966040996,-0.021337946943483004,-0.18742586002372,0.0029593303458189,0.0012604380022058,0.087583148558758,0.027334655514357,0.0,0.0,0.04999837138855401,0.050000612332373996,0.0,0.013724604966139997
2018-12-31,,0.027737924438067996,0.077539476785293,-0.19967070797785,-0.07811194653299901,0.0,0.16932172770570003,0.0052514113167914,-0.057967754030746,-0.05917311106430301,-0.2121390689452,0.11240875912409,0.0066177710335525,-0.007946498819827,-0.046017183631862996,0.026691287560853,0.0,0.0,0.050001431748547,0.049998950287970995,0.0,-0.015275674712746
2019-12-31,,0.027454630060492997,0.07720909886264199,-0.10379652141388,-0.18411116145597,0.0,-0.11474719101124,-0.022201906751992,-0.05495940136920901,-0.055586650248669,-0.06357516828721,-0.06758530183727,-0.0010468573342824,-0.0043619636767388,-0.020912837734696998,0.027223675604971,0.0,0.0,0.049999772738636,0.050001888372734005,0.0,-0.0019447333906199998
