Date,ODA/LTU_LE_Value,ODA/LTU_LP_Value,ODA/LTU_PPPGDP_Value,ODA/LTU_BCA_NGDPD_Value,ODA/LTU_TX_RPCH_Value,ODA/LTU_TM_RPCH_Value,ODA/LTU_GGXWDG_NGDP_Value,ODA/LTU_GGXWDN_NGDP_Value,ODA/LTU_GGXCNL_NGDP_Value,ODA/LTU_GGXONLB_NGDP_Value,ODA/LTU_GGR_NGDP_Value,ODA/LTU_GGSB_NPGDP_Value,ODA/LTU_GGX_NGDP_Value,ODA/LTU_NGSD_NGDP_Value,ODA/LTU_PPPEX_Value,ODA/LTU_PCPIPCH_Value,ODA/LTU_PCPIEPCH_Value,ODA/LTU_PCPI_Value,ODA/LTU_PCPIE_Value,ODA/LTU_PPPSH_Value,ODA/LTU_NID_NGDP_Value,ODA/LTU_LUR_Value
2010-12-31,,-0.020866266202972,0.028367173728537,-0.9898657208006101,-2.3771971496437003,-1.6378630078554999,0.29888296608154996,0.32595410060259006,-0.23496340299141,-0.33783457921389,-0.0071795167522058,-0.22556513254188001,-0.055838944433108995,0.14591850191217,0.011318242343542001,-0.7142170989433199,2.0937766410911998,0.011897455266513,0.036287120851199,-0.04,0.51421572915755,0.29184798375398996
2011-12-31,,-0.022279625443977998,0.082388978827413,-93.375,-0.1889157180637,-0.23677904708832997,0.024545169385194,0.12009282537227,-0.23793677204659,-0.32155863073562,-0.051375134318822,-0.22238555228895002,-0.083681506026989,0.0090338914782208,0.031599736668861,2.4655462184874,-0.043538164783687,0.041244809406056,0.034709983909279,0.027777777777778,0.22797388641747002,-0.13603188861442
2012-12-31,,-0.013210039630119,0.055207707083889,-0.93667117726658,-0.16515452225688002,-0.5521320093457901,0.04482714631968401,-0.0018703959484348,-0.39082969432314,-0.6304347826086999,-0.012980651481754,-0.35700783148798,-0.067451062603181,0.032561587591241004,0.0082961072112317,-0.23205625606208,-0.15730337078651999,0.031664948992547,0.029250592417062,0.0,-0.13846153846154,-0.13152251608292
2013-12-31,,-0.0053547523427042,0.047886384480698,-7.2179487179487,-0.19120393954831,0.60580371698728,-0.040413166634108,-0.057485513304696,-0.34259259259259,-0.6862745098039201,-0.012344913151365,-0.29735405291894,-0.043386629949139,0.10095543160104,0.0025316455696203,-0.63309125355226,-0.8205128205128199,0.011618479535551002,0.0052521764155694,0.0,0.0081913499344691,-0.11964085297419
2014-12-31,,-0.0050471063257066,0.04701092722257599,-0.37113402061856,-0.53264749107705,-0.41766497461929003,0.016871516909687998,0.02795705502707,-0.019082235347569,-0.19907407407407002,0.013629797123296003,-0.25224148236701,0.011514848867609,0.029194883370956,-0.0069444444444445,-0.7736660929432,0.013333333333333,0.0026261744438163,0.0053177784139708,0.0,0.06174845628859299,-0.065102838687744
2015-12-31,,-0.0050727088265133,0.052588248704926,-0.8579234972677601,0.2470799640611,0.17677824267782,-0.011061061061061002,-0.0032136162109084,-0.23390458545623,-1.5982658959538,0.0004957243772462,0.07753796962430098,-0.014200667925076,-0.0017546424915922,0.0025429116338207,3.9277566539924003,2.406015037594,0.012960874716302001,0.018125769775669997,-0.013513513513513998,0.038210386695235,-0.027272727272727
2016-12-31,,-0.0047586675730796,0.056085674748812,-3.9538461538462,0.13184438040346,0.042074074074074,-0.016751859911938997,-0.009254007582316,-0.0,-0.41545893719807,-0.0096618357487923,0.015578635014837,-0.0091910681670888,0.012450563937308002,0.00570703868104,0.52777777777778,0.16832229580573999,0.019798492214472,0.021166500010488996,0.0,0.037786840941477,-0.018691588785047
2017-12-31,,-0.0051229508196722,0.058371123214001,1.0651041666667,0.065085932527053,0.04847881717372799,-0.020460160592959,-0.013528578745969999,-0.04836759371221299,0.3801652892562,-0.00028142589118199996,-0.0087655222790358,-0.0026164000713564,0.0071373456790123,0.0063051702395965,0.13939393939394001,0.08691544638639599,0.022557689650407997,0.023008025418389998,0.0,0.026657196969697,0.0
2018-12-31,,-0.004806041881222,0.058413805725113,0.78814627994956,0.015688032272523997,0.016677966101695,-0.022174929718084,-0.015729993891265,-0.04002541296061,0.5688622754491,0.0009070720340308401,0.05379513633014,-0.0010433434686698,0.00067036966098445,0.0075187969924812,0.018617021276596,0.0,0.022985709942232004,0.023012664328362,0.0,0.030207997048378996,0.0
2019-12-31,,-0.0048292514660228,0.058129481767787004,0.40550070521862003,-0.00073551044424829,-0.015737530008001998,-0.026090227584168,-0.020449961210241,-0.10456651224355001,0.4618320610687,0.00053125000000009,-0.0,-0.0042075736325387,0.0010048808498421,0.0080845771144278,0.0034812880765883,0.0013037809647978,0.023057058128092004,0.023031524399020998,0.0,0.02762109409974,0.0
