Date,ODA/SWZ_LE_Value,ODA/SWZ_LP_Value,ODA/SWZ_PPPGDP_Value,ODA/SWZ_BCA_NGDPD_Value,ODA/SWZ_TX_RPCH_Value,ODA/SWZ_TXG_RPCH_Value,ODA/SWZ_TM_RPCH_Value,ODA/SWZ_TMG_RPCH_Value,ODA/SWZ_GGXWDG_NGDP_Value,ODA/SWZ_GGXWDN_NGDP_Value,ODA/SWZ_GGXCNL_NGDP_Value,ODA/SWZ_GGXONLB_NGDP_Value,ODA/SWZ_GGR_NGDP_Value,ODA/SWZ_GGX_NGDP_Value,ODA/SWZ_NGSD_NGDP_Value,ODA/SWZ_PPPEX_Value,ODA/SWZ_PCPIPCH_Value,ODA/SWZ_PCPIEPCH_Value,ODA/SWZ_PCPI_Value,ODA/SWZ_PCPIE_Value,ODA/SWZ_PPPSH_Value,ODA/SWZ_NID_NGDP_Value
1991-12-31,,0.027149321266968,0.05135045015005,-0.10349402919062,2.8481572481572,8.368210862619799,-0.41526547129003005,2.4607093184978996,,,-0.30892051371052,-0.29283827870126,0.0046330768594358,0.10270475776667001,0.0035838623796846,0.052685950413223,-0.31759853345555,-0.13008648156577,0.089355801546452,0.095562740136819,0.0,0.035208522801091005
1992-12-31,,0.024229074889867995,0.054551221059309,-1.7602368031573998,-0.09909334695441199,-0.40071617358684003,1.0477270015511,0.8927961418667701,,,-1.3945253641386002,-1.2205623901582,-0.053487606028164,0.20957493966408997,-0.15860626466687,0.088321884200196,-0.15401835683904003,-0.10349518627041,0.075575499989213,0.085666018005688,-0.09090909090909101,0.26035391566265
1993-12-31,,0.022580645161290002,0.055037593984962004,0.51232965606749,0.72515946137491,0.99245980936122,-0.31843607971099,-0.63952439089124,,,1.0337364735837,1.7270916334661002,-0.082176882585809,-0.010790781008225,-0.19511307827563,0.14788097385032,0.5907647525800501,0.54067935099802,0.12023107473824,0.13198999389391,0.1,-0.08434154841921801
1994-12-31,,0.023133543638276,0.04561003420752599,-1.0276764642781,0.17114452386820997,-0.033202427704391003,-1.2715226126357,-0.50110440288617,-0.1312963069324,-0.1312963069324,0.12582159624413,0.15887509130751998,0.0086264100862642,0.024039846869468997,0.30824858757062,0.086410054988217,0.1452216584879,0.046670202288052,0.13769517261137,0.13815903949887,-0.09090909090909101,-0.038932086346582004
1995-12-31,,0.024665981500514002,0.071155943293348,-14.472868217054,-0.80566858425705,-1.003988183161,-4.5170025188917,3.4805194805195,-0.05963636363636401,-0.05963636363636401,-0.9783152627189301,-1.1137724550898,0.029417293233082998,-0.11629215741448,-0.18356653423159,0.14172089660158999,-0.10748783499164999,-0.26644951140065,0.12288709118952,0.10133007185446001,0.1,-0.076718528995757
1996-12-31,,0.026078234704112007,0.05319419699669099,0.8527042577675501,-3.9859205776172995,66.37037037037,-0.74306177260519,-0.94571805006588,0.05413766434648099,0.05413766434648099,6.6025641025641,-1.2631578947368,0.052360083995253,0.07555494905385698,-0.030890753931871,0.06143128562381299,-0.47717470908943,-0.43132030787447995,0.064250273315953,0.057636247536023,0.0,0.065506464856915
1997-12-31,,0.028347996089932,0.050507491541807996,-0.9506211180124201,-3.2390279289082002,-6.770753161077501,1.9693379790941,9.183252427184499,-0.16187554191956,-0.16187554191956,-3.4907251264754997,-21.684210526316,0.051837071097037,-0.036963417212941004,0.23309802780001,0.09307875894988099,0.23657587548638,0.34582682630573996,0.07944159093902299,0.07755610972568598,-0.09090909090909101,0.0084541062801931
1998-12-31,,0.0038022813688213,0.038647342995169,36.327044025157,-0.37993412171284,-0.45360579213109004,0.12978174137526,-0.056250744845668006,0.45487824287761,0.45487824287761,-0.049424509140149,-0.019847328244275,0.03963213460904,0.045408633788591,-0.21972379603398998,0.051310043668122,-0.054751415984895996,-0.3677153171738,0.07510797686732901,0.049038356131013,0.0,0.12124322783005001
1999-12-31,,0.0037878787878788,0.04296788482835,-0.61668070766639,-0.71636331968998,-0.38976549559759005,-1.831740756128,-1.2843793408258999,0.04436057324144,0.04436057324144,-1.5484330484330002,-1.0482866043614,0.052243246459598,0.14664986347406,0.09159670221617099,0.04101765316718601,-0.21944074567244,0.8552202283849899,0.058625933407475996,0.09098403483309099,0.0,-0.12786735160979
2000-12-31,,0.0037735849056604,0.043746018262901,0.32131868131868,6.239484187903,-0.74342857142857,-1.2385114885115,3.9853463587922002,0.12229612947153,0.12229612947153,0.71428571428571,6.9462365591398,-0.018359345547764,0.0023080304806566,0.08404933481153,0.073815461346633,0.22824974411464002,-0.29358100681467997,0.071995197461515,0.064271346622535,0.0,0.08788709395229499
2001-12-31,,0.010338345864661999,0.034587995930824,-1.2208915502328999,-1.2630730734976001,3.6074610244989,-2.9204188481675,-1.5941035004898998,0.085075602016054,0.0096135896957252,0.88787878787879,1.2178619756428,-0.0019970044932602,0.040937168756168,0.52732502396932,0.065025545750116,-0.17472222222222,0.67792126964369,0.05942000000000001,0.10784,0.0,0.24536292484185998
2002-12-31,,0.0065116279069769,0.033431661750246006,3.0753012048192994,-1.2934064162502,-0.52302114803625,1.4839149400218001,-2.2142428785607002,-0.086748957034106,-0.063141351576223,0.6878009630818599,0.79255643685174,-0.00011544233655276001,0.060114470311458,-0.08001673990374601,0.07108591365024,1.0228879165264,0.065096439169139,0.12019784410338001,0.11485413056037,0.0,-0.17050492875898998
