Date,ODA/MUS_LE_Value,ODA/MUS_LP_Value,ODA/MUS_PPPGDP_Value,ODA/MUS_BCA_NGDPD_Value,ODA/MUS_TX_RPCH_Value,ODA/MUS_TXG_RPCH_Value,ODA/MUS_TM_RPCH_Value,ODA/MUS_TMG_RPCH_Value,ODA/MUS_GGXWDG_NGDP_Value,ODA/MUS_GGXWDN_NGDP_Value,ODA/MUS_GGXCNL_NGDP_Value,ODA/MUS_GGXONLB_NGDP_Value,ODA/MUS_GGR_NGDP_Value,ODA/MUS_GGSB_NPGDP_Value,ODA/MUS_GGX_NGDP_Value,ODA/MUS_NGSD_NGDP_Value,ODA/MUS_PPPEX_Value,ODA/MUS_PCPIPCH_Value,ODA/MUS_PCPIEPCH_Value,ODA/MUS_PCPI_Value,ODA/MUS_PCPIE_Value,ODA/MUS_PPPSH_Value,ODA/MUS_NID_NGDP_Value,ODA/MUS_LUR_Value
2005-12-31,,0.008110300081103,0.047115675022652,1.8457598178713999,2.5149732620321,-4.6589895988113,-0.17525252525253002,-0.21912531157942,0.035456602897654,0.035456602897654,0.02285092491839,0.14321926489227,0.020393337138706003,-0.30017452006981,0.020866504650968003,-0.21947340519526,0.010322108345534,0.046353391452265,-0.30295297119942,0.04921256616574599,0.038241091987344,-0.045454545454545005,-0.070717008977986,0.13960690887432997
2006-12-31,,0.0080450522928397,0.07730025959042401,0.8178,-0.7427354328312801,-0.20263959390863,0.2890385793019,0.25507835171213,-0.047001681300205,-0.047001681300205,-0.067021276595745,-0.35476718403547997,-0.030461757526444002,-0.34788029925187,-0.03747332129371201,-0.0030563731039166,0.035214839504384005,0.8146718146718102,2.0371338912134,0.089294639510184,0.11613788481943,0.0,0.17796011999294,-0.05079962370649099
2007-12-31,,0.0095770151636074,0.08688085676037499,-0.40257454065354,0.7202838557066801,-3.8105423987777,0.17042755344418,0.071560693641618,-0.073136785980319,-0.073136785980319,-0.25359179019384,-2.2628865979381003,0.025281930238657,-3.3307839388145,-0.026907168137818998,0.22027932326557997,0.051725344718975,-0.011534154535273998,-0.25977268813501,0.088269454123113,0.085970166322395,0.0,0.008313983971238002,-0.061557097235987
2008-12-31,,0.0031620553359684,0.07587141273555902,0.8550644567219201,-0.13887933997937,-0.88511370843526,-0.7796042617960401,-0.7594130974215101,-0.068798511092782,-0.068798511092782,-0.14573785517874,0.49387755102041,0.076431165907812,0.50205086136177,0.044566170026293,-0.19866009118824,0.04498868627712,0.10241305086666001,-0.21205071536582998,0.097302923699224,0.0677320205085,0.0,0.013853810726488999,-0.15254635062192
2009-12-31,,0.0070921985815604,0.038008013737836,-0.26466792415367996,-4.2754491017964,8.5875394321767,-6.8259668508287,-7.0878923766816,0.18369293663411,0.18369293663411,0.27610872675250003,-0.80783242258652,0.082172900527541,-0.9322774440196601,0.10492092125687,-0.19350905712959,-0.0083428862565278,-0.7414448669201501,-0.7837319161499899,0.025161499483682,0.014652217866213001,0.047619047619047006,-0.21976774004469,0.014677374688452
2010-12-31,,0.0039123630672926,0.05371126061541901,0.39503172674496995,-2.5183424741012,-1.8873899810808998,-1.6741741741742,-1.6940925162051002,-0.0025135269964312,-0.0025135269964312,-0.10229820627802999,-0.54028436018957,-0.037549407114625004,-8.8548387096774,-0.046320905156047996,-0.04160967532935,0.0042386487701497,0.16414944356121,3.178156996587,0.029287575766448998,0.061201057076031,0.0,0.11024509343599999,0.064410480349345
2011-12-31,,0.004676539360873,0.06044588653966901,0.33717216684409,-0.3472467490769,-0.62597330367075,-0.5253780330559099,-0.5312533163536,0.0024044472656626,0.0024044472656626,-0.0,-4.4845360824742,-0.022085329682866,-0.69609856262834,-0.019269050083605,-0.08795913768496999,0.019441069258809,1.2280641857288999,-0.20486848554158,0.065266619631762,0.048677860532748994,0.0,0.097817812737884,0.012820512820513002
2012-12-31,,0.0054305663304888,0.05053545871786,-0.47260620974162,-0.39559763895721,0.1090458488228,-0.6470733514448,-0.62983925741453,-0.012108535462081998,-0.012108535462081998,-0.42428972837963996,-3.9260355029586,0.0011665344594279,-1.5743243243243,-0.054152796947309005,0.43946631526931,0.013236308889028,-0.4097456328532,-0.34867474830490996,0.038520085244115,0.031700712952146,0.0,-0.045957086174352,0.012658227848101002
2013-12-31,,0.0046296296296296,0.04735284445906,0.35501578152874996,-0.053306205493388,1.0661452513966,0.5164450664800599,0.12599388379205,0.045706182863580996,0.045706182863580996,0.9013015184381801,-1.9969666329626,-0.0047539149888143,-14.076470588234999,0.06699570815450599,-0.23601098523859,0.017644873699851002,-0.095794392523364,0.11072555205047001,0.034828403766734,0.035213689685643,0.0,-0.062141645804732006,0.0
2014-12-31,,0.0053763440860214,0.050549450549449995,-0.065120518533522,0.37180313776058005,-0.7468094311053399,0.4370096908168,0.42151004888647,-0.0068544042798232,-0.0068544042798232,-0.2093553907587,-0.96348884381339,0.018216727545191002,-0.11111111111111001,-0.013917380636338,0.045607728600315006,0.01764312222425,0.07349985644559301,0.19284294234592003,0.037388611954615,0.041999754656417,0.0,-0.0014638136651311,0.0042500000000001
2015-12-31,,0.0053475935828878,0.058662795662198,-0.0037915718773697,0.52232492558358,1.4498077744553999,0.32337829158638,0.48184944593045004,0.0030487234639483,0.0030487234639483,0.27056277056277,21.722222222221998,-0.039598951386653,-0.42257085020242996,-0.0045686314501326,0.014682710213436,0.023375381120344,0.15538914148167998,0.19047619047619,0.043193729818812004,0.049999754734844,0.0,0.0073297977838140006,-0.063853622106049
2016-12-31,,0.0045592705167173,0.061017906113889006,-0.11439756415833,-0.087784295564475,-0.13461203138622002,0.11016743508857,0.14956162970603,-0.010684716938913002,-0.010684716938913002,0.01419647927314,0.0097799511002445,-0.0099128435973566,-0.10692375109553,-0.0063926566405769,0.087103832850992,0.03142890524594,0.16041666666667,0.0,0.050126291618829005,0.050001401515505,0.0,0.0077900954500707,-0.016753091344236002
2017-12-31,,0.0037821482602117,0.062108023870159006,-0.088531434184676,0.049187725631769,0.26576667338303,0.02448087431694,0.023553162853297,-0.012986523419093001,-0.012986523419093001,-0.067749160134378,-0.36561743341403996,-0.0046432889963724,-0.29244357212954,-0.013939868849755,0.059411726511265,0.029678296329860004,-0.00019948134849398,0.0,0.05011698335993701,0.050000667387445,0.0,0.0082820131662772,0.0037863421230562
2018-12-31,,0.0037678975131877,0.061661238950720995,-0.099016570119898,-0.0062365591397849,-0.06717605858007,0.010454448474504,0.0092044707429324,-0.0042011992514227,-0.0042011992514227,0.10870870870871,0.35687022900763,-0.0045191700276981,0.13869625520110998,0.011292818603873002,0.057734738906595,0.029097909790979,0.0,0.0,0.050119729307652,0.049996821966567004,0.0,0.0087194608256108,0.0
2019-12-31,,0.0045045045045045,0.06188903121418499,-0.066088516746411,0.04620212075308401,0.026109215017065,0.0044341216216216,0.013680781758958002,-0.0085145552870786,-0.0085145552870786,-0.056067172264355,-0.28973277074542997,-0.0048813824074979,-0.36540803897686,-0.012696968443691002,0.038359021902886,0.029557966753968996,0.0,0.0,0.050118972081217995,0.050001210683067,0.0,0.0091869545245752,
