Date,ODA/AZE_LE_Value,ODA/AZE_LP_Value,ODA/AZE_PPPGDP_Value,ODA/AZE_BCA_NGDPD_Value,ODA/AZE_TX_RPCH_Value,ODA/AZE_TXG_RPCH_Value,ODA/AZE_TM_RPCH_Value,ODA/AZE_TMG_RPCH_Value,ODA/AZE_GGXWDG_NGDP_Value,ODA/AZE_GGXCNL_NGDP_Value,ODA/AZE_GGXONLB_NGDP_Value,ODA/AZE_GGR_NGDP_Value,ODA/AZE_GGX_NGDP_Value,ODA/AZE_NGSD_NGDP_Value,ODA/AZE_PPPEX_Value,ODA/AZE_PCPIPCH_Value,ODA/AZE_PCPIEPCH_Value,ODA/AZE_PCPI_Value,ODA/AZE_PCPIE_Value,ODA/AZE_PPPSH_Value,ODA/AZE_NID_NGDP_Value,ODA/AZE_LUR_Value
1993-12-31,,0.0038033143167617,-0.21268272596253,-0.26503193155802,,,,,,,,,,-1.9449303820064,,,,11.320512820513,13.532994923857999,-0.25233644859813004,-0.04774897680764,
1994-12-31,,0.014614343707713001,-0.17961745367603,-0.55234035576687,-0.87179487179487,-0.7214428857715401,-0.41310248697821,-0.62043014860374,,,,,,-1.3517521488618,31.0,0.47295742232451,0.32751111111111,16.643080124870004,17.921760391198,-0.2125,-0.9170487106017199,
1995-12-31,,0.011603094158441999,-0.11215846994536,1.4107306354148001,-0.508375,-0.52791485819609,-1.5050416666667,-1.0760869565217,,,,,,-3.6466165413533997,2.40625,-0.70564182692308,-0.9527966565112099,4.8979652020053,0.84593801340151,-0.15873015873016,12.253310305124,
1996-12-31,,0.010151615029664,0.04400677027235,0.9668818837827601,0.37147215865751,-0.96335012594458,2.5684349476116,28.219576719577,,,,,,-0.7826704545454499,0.22935779816514001,-0.9595865352420899,-0.92107098528282,0.19795,0.06677000000000001,-0.018867924528301997,0.21784457669085,
1997-12-31,,0.0096580527277473,0.10749201670350998,-0.10751525449911001,-6.4653318502039,-29.147766323024,-0.32575775090745,-0.74121774558624,,,,,,4.1932773109244,0.044776119402985,-0.81439757514524,-0.94174030253108,0.036737760340582,0.0038902481322121,0.03846153846153799,0.22110857468968,
1998-12-31,,0.0095656670113754,0.071596504458147,0.37961921246214003,-0.12907055630936,1.4493956781834,-0.20498576963961,1.9575789381615,,,,,,-0.74982020855807,-0.021428571428571,-1.2103973870441003,-20.519280205656,-0.0077216657541306,-0.075934710342509,0.037037037037037,0.012560245362933,
1999-12-31,,0.013060179257362001,0.13097652854244998,-0.5894363767525,-1.1892891918208,-0.33624084134975,-1.785292214794,-1.4154196486662,,,,,,2.7064319080129,0.0072992700729927,10.028460543338,-0.93849598314237,-0.08525037123591099,-0.0046584478577203,0.071428571428571,-0.23565556036348,
2000-12-31,,0.015293225480283,0.08645364371728699,-0.72964094728801,-1.8551440329218,0.037320717879402,-1.3694732795078999,-1.6152915213213,,,,,,0.5914687348521601,0.15217391304348002,-1.2117302052786,-5.7152034261242,0.018042951805626,0.022020528127189,0.016666666666667,-0.21973128019323998,
2001-12-31,,0.010083405950455,0.089141933093016,-0.74399547894886,6.8801732435034,1.4125524829883,0.13661364649917998,-1.3059122989703,0.05985900074440599,-0.98453608247423,-0.6602809706258,-0.12026956972525,-0.10417166722672999,0.20431286549707997,0.031446540880503,-0.14293628808864,-0.38692098092643,0.015475101293948,0.013489887551158,0.049180327868853,4.8369933249551e-05,
2002-12-31,,0.0094897707665763,0.09796158248012599,12.608167770419,-0.6975267175572499,-0.75320310859063,5.2830238032958,-10.732980332829,-0.05581722029416599,-62.5,-1.3383458646617,0.46268816628274,0.48293231873962,-0.0063732928679819,0.042682926829268004,0.7912087912087901,1.4755555555556001,0.027715567911722,0.033422852998255,0.046875,0.67235792019347,
