Date,ODA/NOR_LE_Value,ODA/NOR_LP_Value,ODA/NOR_PPPGDP_Value,ODA/NOR_BCA_NGDPD_Value,ODA/NOR_TX_RPCH_Value,ODA/NOR_TXG_RPCH_Value,ODA/NOR_TM_RPCH_Value,ODA/NOR_TMG_RPCH_Value,ODA/NOR_GGXWDG_NGDP_Value,ODA/NOR_GGXWDN_NGDP_Value,ODA/NOR_GGXCNL_NGDP_Value,ODA/NOR_GGXONLB_NGDP_Value,ODA/NOR_GGR_NGDP_Value,ODA/NOR_GGSB_NPGDP_Value,ODA/NOR_GGX_NGDP_Value,ODA/NOR_NGSD_NGDP_Value,ODA/NOR_PPPEX_Value,ODA/NOR_PCPIPCH_Value,ODA/NOR_PCPIEPCH_Value,ODA/NOR_PCPI_Value,ODA/NOR_PCPIE_Value,ODA/NOR_NGAP_NPGDP_Value,ODA/NOR_NID_NGDP_Value,ODA/NOR_LUR_Value
2001-12-31,0.0039665050683120005,0.003999111308598,0.043143163445657995,0.08146557509059199,-1.2495628861173,-1.3616898148148,-0.9574268762360799,-0.82899408284024,-0.033036090436736,0.24864492936782,-0.12281948572167,-0.16207681574501998,-0.0036396253428320003,0.044776119402985,0.039769384633486,-0.0044796008051941,-0.0053124563120368,-0.022359040829553,-0.31082887700535,0.030167679578238,0.020617170791323,-0.53732912723449,-0.067357258579213,0.035026269702277
2002-12-31,0.0035118525021949,0.0061960610754591,0.030600151843416003,-0.21537602382725,4.752919196637099,2.5768,-34.60391198044,-9.4250288350634,0.24975492865701002,-0.039608191540806,-0.32275171245489004,-0.37835232252409995,-0.033932343062913,0.54964285714286,0.05481498246011099,-0.10115911485774001,-0.032607167955025,-0.57308584686775,0.33608147429679996,0.012888857298552001,0.027552926525529,-1.8795454545455,-0.0042638311312312,0.096728708403835
2003-12-31,-0.0074365704286964,0.0057180558610074,0.029947624224021002,-0.025939106366153,0.025736786555168,0.06426601058674401,0.029540162980209998,0.15688958860976002,0.26006623670908,0.16520099766976,-0.20609026644916,-0.23544339489638,-0.010680620766281,0.09356994699239399,0.027849893792778004,-0.036659167960458004,0.008862414644777,0.92158385093168,-0.77277676950998,0.024747959112067997,0.0062577931082702,3.2170542635659,-0.043825333051385,0.15556698380046
2004-12-31,0.0030850594975759,0.0056855455937021,0.06819777660507,0.030364536819031,-0.5159886021845801,-0.66556917688266,0.024381625441696,0.037749245606769,0.026283026698022006,0.08907916026008197,0.51712328767123,0.6832011801585799,0.01387530340905,-0.0037934668071654,-0.062811815050621,0.08535061176161,0.030529953917051003,-0.8121212121212099,0.7028753993610201,0.0046565774155995,0.010654313839027001,-1.0275735294118,0.12279537789572999,-0.005117935024477
2005-12-31,0.0057117750439369,0.0071754729288975,0.058895339816924006,0.29485462138523,-0.1653311529027,-0.19606200251362,-0.10914108313210999,-0.25691316494669003,-0.031877611537942996,0.14212289265578,0.36261851015801,0.44160823838738,0.013399556921318001,-0.07700444256399401,-0.07270135424091201,0.14827722052182998,0.055477920626048,2.2731182795699,0.73076923076923,0.015222775089178001,0.018448493182078998,11.888888888889001,0.056677171558007,0.032431223439946
2006-12-31,0.032328527741372,0.0086355785837651,0.05442045721821,0.0006085316132174,-1.0695532915361,-1.3676393955185,-0.25873151088051005,-0.12851991099517,0.24617705070194,0.11172872920589,0.21383606122855,0.22653697089444,0.027414407108352995,-0.16983726793491002,-0.040185434281322,0.041090467644885,0.055871839004369005,0.53219448094612,0.21571815718157,0.023319830808137005,0.022434743474347,0.87586206896552,0.07209096416422,-0.25628249566724
2007-12-31,0.034278459585273,0.010702054794520998,0.053846013200958,-0.23134464513775,-31.704225352113,-8.756909992912801,1.1286042624321,0.75030815284381,-0.059827945776851,0.046765308643769994,-0.055355388142811,-0.10786864931846,-0.013024006040119,-0.043898398674765,0.0063815410796065,-0.025830819539152002,0.0035109717868339,-0.6873927958833601,0.24164065983057997,0.0072936030617824,0.0278517507758,1.1102941176471002,0.12105537685821001,-0.26798718322167003
2008-12-31,0.032733224222586,0.013765353663701999,0.020306048093271998,0.27106574887254,-0.62678899082569,-0.5818181818181801,-0.6102576687116601,-0.6598591549295799,-0.037353191657919,-0.1016266653707,0.085644937586685,0.095076046947705,0.015734204944539,0.021079988449320998,-0.014323369970656998,0.055451470205568995,0.08784205922779,4.1659807956104,-0.23339317773788001,0.037658629786032995,0.021347893581714003,-0.47473867595819,-0.050211314024272,0.032630322323916
2009-12-31,-0.0063391442155309,0.011698349697096001,-0.0088796838546874,-0.25782757547463,-4.4697640117994,-4.1007209962858,-3.7073416446291,-4.1614906832297995,-0.10990638823165999,0.23123826304686,-0.43947620568508,-0.48528665651953007,-0.033377265802851996,0.6665723981900501,0.159064534033,-0.15707206429822,-0.060992419021364,-0.42458842272969,-0.058548009367682,0.021666352813173,0.02009455025734,-1.9087893864013001,-0.090994448073155,0.21657032755299
2010-12-31,0.00039872408293457,0.013421432996077,0.017057210797753002,0.0013419441415751,-1.3171803046405,-1.0529875986471,-1.6253314107633001,-1.5461221816821,9.2457758361762e-05,0.058598678140358004,0.05460588793922099,0.10731887629374001,-0.0083933915322366,-0.02443577125403,-0.022832640445770002,0.029979526177244996,0.050030581039755,0.10706045223812,0.37213930348259,0.023992135740398,0.027580254017839,0.16879562043795998,0.045313692908789005,0.13525498891353
2011-12-31,0.013551215623755,0.013243683781581002,0.034331752147421006,0.13409833319373,0.58789367880277,5.9893617021277,-0.10919369235347001,0.03169164882227,-0.33082950054314003,-0.033956491577581,0.20567312021612,0.25503505062869003,0.018643190056965,-0.16663767611759,-0.027620617454447997,0.059037342041743,0.04531686859273099,-0.45769070446019,-0.94452501812908,0.013009999999999999,0.0015300000000001,-0.29508196721311,0.020536174600447,-0.08482142857142899
2012-12-31,0.018875344081792998,0.013070581138146003,0.047436541434805995,0.072451994091581,-1.3716415810944,-1.6040715372907002,-1.122578490314,-1.2059775840598002,0.019445307912824,0.057846928128644004,0.031144969751287995,0.057451901764341,-0.0031730448959556,0.09517845961177199,-0.013698630136986,0.056738349332331996,0.0095843084809984,-0.45503458877785996,8.0065359477124,0.0070877878796853,0.013788902978443,-1.1771871539313001,0.047823524459037994,-0.017987804878048998
2013-12-31,0.0073330760324198,0.011512504962286998,0.021465428919317,-0.22890985469320002,0.60787282361847,0.77070866141732,-2.2574931880109,-1.5425231761387,0.0,0.20126483130748,-0.20252064319861,-0.22947933260669,-0.028542787802047002,0.029921860110538996,0.02724358974359,-0.045166201471707995,0.013467270118115,2.0070521861776998,0.47968069666183,0.021319558121526,0.020387259440187,-1.775,0.062032944957814,0.087550450170754
2014-12-31,0.0080459770114942,0.010989010989011,0.035071673770022,-0.049834777172457,-0.33757062146893,-0.42725008893632005,-1.9122426868906,-2.5690936106984,0.0,0.022222329553137993,-0.019436875567666,-0.023068552774755,-0.0027878853708430003,0.13545521835677,0.0013565760021706,-0.0042785011958544,0.0044657444722797,-0.06191369606003799,-0.019127023050515,0.020001151697794997,0.019999227829041,1.4193548387097,0.014980706665658,0.05623751070511
2015-12-31,0.0079817559863171,0.011063664596273,0.037441313862594,-0.037879499953003,-0.77043354655295,-0.67080745341615,-1.4311163895486998,-1.2097537878788,0.0,0.013947884429115,-0.08503149314560901,-0.10091334372911999,-0.0061541254424979,0.051988265971317005,0.013095802569487,-0.00088072806853669,0.0050965083495989,0.0,0.0,0.020004140085436002,0.020004542185548,-0.0,0.013790532985464,0.021621621621621998
2016-12-31,,0.010942599347284001,0.039116486386735996,-0.04347401328644,-1.2182662538700002,-0.74150943396226,1.2603305785124,2.2957110609481,0.0,0.0085788710932584,-0.07957076331241099,-0.09588701684836501,-0.0048040039454938,0.021068938807126,0.011633867480889,-0.0024842397692059997,0.0047470061495307,0.0,0.0,0.019999262019852002,0.020001855459689997,,0.012941176470588001,0.0052910052910053
2017-12-31,,0.011014052411698,0.04162750540971799,-0.044428556837912005,2.8226950354610003,-1.4014598540146002,0.16575258988422,0.14794520547945003,0.0,0.0020652565630804,-0.09007919049713999,-0.11057824061386999,-0.0046436503129417,0.005310271582461,0.012447401467251002,-0.0036954717082185,0.0049393321163964,0.15,0.15,0.022998589154578,0.022993105706437998,,0.010743321718931,0.0
2018-12-31,,0.011081893313298,0.042547554846765,-0.046494228302694,0.063079777365492,0.1,-0.0047046523784632,-0.006563245823389,0.0,-0.0026742282776586,-0.085942221684999,-0.10799568633493,-0.0036326756407892,0.0061877452460005,0.011206371311688999,-0.0045424002150248,0.0054493001389037,0.08695652173913099,0.08695652173913099,0.025001105070060998,0.025001333641553,,0.0095877621373168,-0.026315789473683997
2019-12-31,,0.010960430986439002,0.042257808863673994,-0.048537159511266,-0.1239092495637,-0.58677685950413,-0.04936974789916,-0.05705705705705699,0.0,-0.0056170684912508,-0.08344353345675701,-0.10708117443869,-0.0028871245350064,0.0065996700164992,0.010221428417723,-0.0042661194513447,0.0060573857598299995,0.0,0.0,0.024995040666534,0.024998698887982996,,0.0097812555575316,0.0
