Date,ODA/GIN_LE_Value,ODA/GIN_LP_Value,ODA/GIN_PPPGDP_Value,ODA/GIN_BCA_NGDPD_Value,ODA/GIN_TX_RPCH_Value,ODA/GIN_TXG_RPCH_Value,ODA/GIN_TM_RPCH_Value,ODA/GIN_TMG_RPCH_Value,ODA/GIN_GGXWDG_NGDP_Value,ODA/GIN_GGXWDN_NGDP_Value,ODA/GIN_GGXCNL_NGDP_Value,ODA/GIN_GGXONLB_NGDP_Value,ODA/GIN_GGR_NGDP_Value,ODA/GIN_GGX_NGDP_Value,ODA/GIN_NGSD_NGDP_Value,ODA/GIN_PPPEX_Value,ODA/GIN_PCPIPCH_Value,ODA/GIN_PCPIEPCH_Value,ODA/GIN_PCPI_Value,ODA/GIN_PCPIE_Value,ODA/GIN_PPPSH_Value,ODA/GIN_NID_NGDP_Value
2003-12-31,,0.018837583275902,0.032092139103209,-1.0166531275386,-5.7126200274348,-17.193675889328002,3.4284274193548,0.20728417266187002,0.087783679381941,0.087783679381941,0.46280804883563,0.53420195439739,0.0068686284433519,0.11734414374932,0.98624358033749,0.045323437607988,2.7283783783783995,0.97678980058843,0.11036098098649999,0.12093680709534,-0.058823529411765,0.6173125841687901
2004-12-31,,0.019278466741827,0.05157096424702,-60.731707317073,-1.3599184980352,-1.3769831584086,-0.7489187343501,0.41489757914339,0.063165838068182,0.063165838068182,-0.17248840803709,-0.38735550837462,-0.09564842740198198,-0.12002353402628,-0.15606242496998998,0.13403100953008,0.5823667995650601,1.2857615346453,0.17462877941845997,0.27644065533559997,0.0,-0.041171300365452995
2005-12-31,,0.019909302068355,0.063156810220482,-0.6031033074724399,-2.8924383340072994,-2.8229200388475,-0.51949229374433,4.2548038957620005,0.25448624274561,0.25448624274561,-0.69219275308181,-1.5494801694262998,0.21025885342226003,-0.05894807220860299,0.015537805011488997,0.23420123003923002,0.7956822997194101,0.07303574012443902,0.31358058382337,0.29663564726209996,0.0,-0.057509528634149
2006-12-31,,0.02071358854788,0.056400814032367005,3.7458847736626,-2.6794871794872,-1.9110282365476998,-16.558490566038,-0.41739718479186,-0.087598431748441,-0.087598431748441,0.9041262135922299,-0.70847932725999,0.04218606482089,0.12628774422735,-0.32027798728585,0.3348227799533,0.10663945404681,0.31921922934295005,0.34702363998861,0.39131720871865006,-0.0625,-0.11799334527771
2007-12-31,,0.02156821079473,0.044674800477019994,1.5204855842184999,-0.86564885496183,-1.0654970760234,0.61411593499879,-2.8461803017927,-0.32602082132616994,-0.32602082132616994,-1.6115360101976002,9.336538461538499,-0.04948064211520299,-0.30720706513168,-0.8946659269239899,0.10058290824341001,-0.34121952625209,-0.67233977307574,0.22860504628121,0.12821994059955,0.0,-0.24805571677307003
2008-12-31,,0.022672906916277,0.06998595012293599,-0.09391932570740501,-20.547348484848,50.017857142857,-0.83087903831705,-1.4190108047690002,-0.024084517714297995,-0.024084517714297995,-0.69932256383533,-0.25,0.06828266772633901,0.18013506335836998,3.3115124153499003,0.11913888063144,-0.19657932723853,0.053189829979722,0.1836674779003,0.13503908755727,0.0,0.25540290213029
2009-12-31,,0.025017797213464997,0.0047599507591301,-0.18860939724726997,-1.0664179827536,-1.0050169175124999,-4.0959573522879,-0.91463821273758,-0.0092393353889838,-0.0092393353889838,-13.355285961872001,-2.5652713178295,0.025914445133292004,0.52234295634283,-0.6984293193717299,0.06001360360730099,-0.74508629607448,-0.41506220379147,0.046814035315790994,0.078985012652963,0.0,-0.36821395634799
2010-12-31,,0.025002480404802,0.031854937515315,0.19864295741694,5.7892049598833,92.94186046511601,-2.2990385995121003,4.970703125,0.11545479988804999,0.11545479988804999,0.96114462056389,1.3700475435816002,-0.05124486342760401,0.2535794230688,-1.4780092592593,0.18748696605061,2.3032891926527004,1.6336245094316,0.15465890169434,0.20803012735428003,-0.066666666666667,-0.083300895289996
2011-12-31,,0.024973381086052005,0.06047652972374,0.88151473745852,-2.1829608938547,-2.2981804678797,2.3912515188335,-1.5583905789989998,-0.21947449768160998,-0.21947449768160998,-0.91037837064588,-1.0596790371113,0.28828025477707003,-0.27633839830194,6.1476997578693,0.1731353128549,0.38051209103841,-0.085420372061722,0.21351151314626002,0.19025563236492002,0.0,0.41974522292994
2012-12-31,,0.025025970346586,0.056803762036277,0.34386347131445,-0.5346471710108099,-1.0622616323416998,-0.34852284941859,-0.35969537199765994,-0.5443615790150399,-0.5443615790150399,1.6113328012769,-3.2002801120448,0.12973400573519,0.21621118301597,-0.79268292682927,0.1103814109513,-0.28682497306918,-0.32550194470724,0.1522693877551,0.12833508985272,0.071428571428571,0.8455211604606
2013-12-31,,0.024967753823475,0.038282243254697,-0.18435171961246,-2.3393832943012995,4.9402756508423,-1.5180240987951001,-2.0326318999695,0.11344715676591,0.11344715676591,0.59138141809291,1.5849777211967,-0.13142231947484,-0.040921793055928,-0.9297385620915,0.047228745562549,-0.21934721218888,-0.178056572898,0.11887506059787,0.10547865547861,-0.066666666666667,-0.14735434729763
2014-12-31,,0.024988764044944,0.041632653061224,-0.19014717713312,-0.64636456360192,0.09847898943026598,-1.1153363574944999,-0.7566450088600101,-0.075224939804841,-0.075224939804841,0.13635490685616,0.17754247722236,0.20446415075326,0.19030893270535998,24.546511627906998,0.056778733235943,-0.15294018675864002,-0.11291240045506,0.10069034886498,0.09356864002495802,0.0,-0.38617248752673
2015-12-31,,0.024993422783477996,0.060083594566353,0.17442879682113,-1.9942315615987,-1.6024407416100002,8.8602510460251,-17.558252427184,-0.13974840354099,-0.13974840354099,-0.5458847388879501,-0.66562107904642,-0.10997699226103,-0.1964656964657,-1.0405097860719,0.03888440633067201,-0.22792730161883,-0.24569840760928002,0.07773716269299902,0.07058321030739399,0.0,0.46028797027403995
2016-12-31,,0.025068446269678,0.06961557417447,0.81490695591601,-0.7658516369664301,-1.2138683287885,3.5894933378596003,2.5574611550865,-0.12609914617051,-0.12609914617051,0.033494603647189994,-0.028767979987492004,-0.023735664598609,-0.017318365813963,71.011235955056,0.053504972089055004,-0.09210187805505499,0.0,0.07058435091861,0.07058401184307901,0.0,1.2065309584394
2017-12-31,,0.024956180619314,0.087317129362977,0.46501809408926004,22.688495575221,-27.242258652095,-0.21957172972373,-0.1893979974453,-0.13806051768136998,-0.13806051768136998,-0.22074180770615998,-0.27430779137154004,0.013335901015839,-0.01422626125361,0.81104696520518,0.044465892034053996,0.0,0.0,0.07058379421725701,0.07058413575053,0.071428571428571,0.54269171631751
2018-12-31,,0.025,0.062877423455875,-0.0007298177326996,-0.94097429766886,-0.94585965155827,-0.7831959056013601,-0.7769475155674199,-0.13090555344076,-0.13090555344076,-0.072088724584104,-0.062999112688554,-0.0014728240212846,-0.0080989100934822,0.13819247006117003,0.04713347204959599,0.0,0.0,0.070583891344916,0.070583532295865,0.0,0.06959649915126201
2019-12-31,,0.025025820290776,0.063194617493147,0.023315043352872003,-0.016455696202532,-0.014102564102564,-0.79158469945355,-0.31950774840474,-0.13256764648628,-0.13256764648628,-0.08565737051792799,-0.08996212121212101,0.00042822477042396003,-0.0070792616720956,-0.08757853304064799,0.039474735586138,0.0,0.0,0.07058351976137202,0.070584481077899,0.0,-0.018258058880056
