Date,ODA/KHM_LE_Value,ODA/KHM_LP_Value,ODA/KHM_PPPGDP_Value,ODA/KHM_BCA_NGDPD_Value,ODA/KHM_TX_RPCH_Value,ODA/KHM_TXG_RPCH_Value,ODA/KHM_TM_RPCH_Value,ODA/KHM_TMG_RPCH_Value,ODA/KHM_GGXWDG_NGDP_Value,ODA/KHM_GGXCNL_NGDP_Value,ODA/KHM_GGXONLB_NGDP_Value,ODA/KHM_GGR_NGDP_Value,ODA/KHM_GGX_NGDP_Value,ODA/KHM_NGSD_NGDP_Value,ODA/KHM_PPPEX_Value,ODA/KHM_PCPIPCH_Value,ODA/KHM_PCPIEPCH_Value,ODA/KHM_PCPI_Value,ODA/KHM_PCPIE_Value,ODA/KHM_PPPSH_Value,ODA/KHM_NID_NGDP_Value
2005-12-31,,0.01574264202601,0.16895183566873004,0.759557807462,-0.5983880569675301,-0.43477440060412,-0.49112426035503,-0.49112426035503,-0.13521944664411,-0.89219539584503,-0.94902548725637,0.15966223430069,-0.11056617381897,0.048546790162887,0.027702444153017,0.6175796178344,0.59753086419753,0.063496265264079,0.084113000523572,0.060606060606060996,0.13513968360821002
2006-12-31,,0.014899670560048001,0.14174006444683,-0.8311518324607299,1.1404789053592,0.045824983299933,1.5089631782946,1.5089631782946,-0.09354015206171302,-0.5520833333333299,-0.97058823529412,0.06963508536993598,0.050275705481674,0.33243984160829,0.015119487329183,-0.032446054496771,-0.50053501367257,0.061425912298169,0.042006131362338,0.05714285714285701,0.11277489498394
2007-12-31,,0.014164514939136999,0.1314442688342,1.9736434108527,-1.1631152780737,-0.74367654573327,-2.1483054938689,-2.1483054938689,-0.062509566228916,3.2151162790698,104.2,0.07456964006259799,0.11627547869055001,-0.11855340160936,0.037571366633756,0.24825004069673,2.3211140204713,0.076682300163132,0.13951777851666,0.054054054054054,-0.058622374206155
2008-12-31,,0.014112169927984,0.08787042272258601,1.9515119916580002,-1.5842586544742001,-0.49962621480189,-0.32641049356764,-0.32641049356764,-0.10328163265306,-1.3806896551724,-1.8840304182510001,0.15677564989441,0.079679070410845,-0.32797344260593997,0.1009411807103,2.2599113197705,-0.1026376146789,0.24997869338359,0.125203367051,0.025641025641026004,-0.12171533707599999
2009-12-31,,0.014561365755685,0.0084686172001588,-0.19802155096273003,-2.7054220234767996,0.38794820717130996,-2.1650230932468,-2.1650230932468,0.053018716772267,-16.358695652174,-9.686021505376301,-0.0060430567795543,0.28302370275464,0.29631058968817997,0.018523988518369,-1.0265231827819,-0.57468051118211,-0.0066288380972583,0.053246998176902996,0.0,0.14599559542354001
2010-12-31,,0.015625,0.07391014369732599,-0.1374449339207,-11.515568666011,7.5679942590599,-0.19275688417443,-0.19275688417443,0.0048758558683174,-0.32861523944326004,-0.37038871007675,0.078784040531982,-0.0074395845815856,-0.20029770765108998,0.017424959502196,-7.0286576168929,-0.40976525821596005,0.039969799579025,0.031432792169034,0.025,-0.18687602531051997
2011-12-31,,0.016707274625827,0.092903116531165,1.0610316649642,-0.5074026743135001,-0.37786339461451,0.10684895142022999,0.10684895142022999,-0.018204342888606003,0.43007730147576007,0.47974832874558004,-0.086708935071034,-0.012676693998691998,0.037078400714764,0.013147988956351001,0.37052789592193996,0.56156538339166,0.054779452205478,0.049079532713661,0.024390243902439,0.26815771270463
2012-12-31,,0.017733652858609998,0.092444788841534,0.08115475157973,0.64603897747406,0.9071082390953199,0.027101570931766,0.027101570931766,0.0067297581493165,-0.06953316953317,-0.13632739835238,0.085749180433245,0.053548682936771,0.060664800057434,-0.0034815141988621,-0.46604600219058,-0.48247758761206,0.029248792018632005,0.025401641039784997,0.023809523809523996,0.068181818181818
2013-12-31,,0.015002691065661999,0.09024920792547399,-0.024295209718084,0.13811793649573,-0.06346180996752801,0.53006421482779,0.53006421482779,-0.011593900146228997,-0.28888302086084006,-0.27507692307692,0.043987922562310995,-0.016974562336783003,0.014349532963313998,0.0010846043540608,0.01025641025641,0.84094488188976,0.02955242431202,0.046760896754845,0.046511627906977,0.0
2014-12-31,,0.014979783919931001,0.089805035674785,0.01937984496124,-0.44155098456446,-0.40578126177734003,-0.34414345669592,-0.34414345669592,0.019197576526119,0.030449313033790996,0.034380305602716,0.0048769422706135,0.0082648693855463,-0.14446817029227,0.012324007854861999,0.52690355329949,-0.10479041916167998,0.04511963888542599,0.041864737775265004,0.044444444444444,-0.085106382978723
2015-12-31,,0.015019917716972,0.09295152431744,-0.11556630948266,-0.45004233700254,-0.48284391450498,0.386969168121,0.386969168121,-0.00086403539088968,-0.18414414414414,-0.19614279852277,0.022178329571106,-0.0057575018297147,0.15622806333359,0.011963750043185,-0.21431737588652,-0.27329192546583997,0.035450173892300006,0.030415883096464,0.042553191489362,0.046511627906977
2016-12-31,,0.014990671041626002,0.093567357937476,-0.038692027097447,0.65500934784999,0.72001471670346,-0.04546598439728201,-0.04546598439728201,-0.014009478017226,-0.20318021201413003,-0.22154160285860003,0.020040854634793,-0.0047111939932277,0.033526713437669,0.011915285544834998,-0.14188998589563,0.0,0.030416936965339002,0.030415634461877002,0.020408163265306,0.0088888888888889
2017-12-31,,0.015022819472616999,0.09675002497419301,-0.046347743596693,-0.19988039072364003,-0.20128342245989003,0.022233939713507005,0.022233939713507005,-0.021786415941621996,-0.29878048780488,-0.33704918032787,0.029389478242043996,9.861446674239201e-05,0.022322302721753996,0.0087307438036699,0.0,0.0,0.030413396250839,0.030417941823799,0.04,0.0
2018-12-31,,0.014987822394305,0.098113035689888,-0.042347591303112005,0.012291337928742999,0.0045527584359936,-0.16540577716644,-0.16540577716644,-0.015923681096008002,-0.19209486166008,-0.21661721068248999,0.012566380987433998,-0.0001479071143322,0.038179148311307,0.0070092493627631,0.0,0.0,0.030417925277084996,0.030416086655132003,0.03846153846153799,0.013215859030837
2019-12-31,,0.015012613056051,0.09748949347489501,-0.019735865855468,-0.042579374846172996,-0.053496845285702005,-0.88669138854553,-0.88669138854553,-0.013520900907466998,0.010763209393346,0.080808080808081,0.0056599854605879,0.0059171597633135,0.0081790787774429,0.0073561834339598,-0.040762656147271,0.0,0.029176410608797995,0.030415235511606006,0.018518518518518996,0.0
