Date,ODA/SLE_LE_Value,ODA/SLE_LP_Value,ODA/SLE_PPPGDP_Value,ODA/SLE_BCA_NGDPD_Value,ODA/SLE_TX_RPCH_Value,ODA/SLE_TXG_RPCH_Value,ODA/SLE_TM_RPCH_Value,ODA/SLE_TMG_RPCH_Value,ODA/SLE_GGXWDG_NGDP_Value,ODA/SLE_GGXWDN_NGDP_Value,ODA/SLE_GGXCNL_NGDP_Value,ODA/SLE_GGXONLB_NGDP_Value,ODA/SLE_GGR_NGDP_Value,ODA/SLE_GGX_NGDP_Value,ODA/SLE_NGSD_NGDP_Value,ODA/SLE_PPPEX_Value,ODA/SLE_PCPIPCH_Value,ODA/SLE_PCPIEPCH_Value,ODA/SLE_PCPI_Value,ODA/SLE_PCPIE_Value,ODA/SLE_PPPSH_Value,ODA/SLE_NID_NGDP_Value
2006-12-31,,0.0314453125,0.07450980392156799,-0.20851665619107002,4.6946011281225,-21.986539984165002,-1.6075731497418002,-1.3010919601756001,-0.21237166951846,,-0.19979349509551,-0.064538514920194,-0.064285714285714,-0.078837944225758,0.4782393669634,0.09096247953521099,-0.20780082987551998,-0.36923664122137,0.095457323401213,0.08262919755778501,0.0,-0.11442385173247001
2007-12-31,,0.025563340276463,0.10914146680569999,0.4730990669049,-1.7189755200226,-1.2090470082246,-0.40360817056806,0.15946666666667,-0.5909320143536,,-13.965161290323,15.199554896142,1.1940922668437,-0.22010231718327,-0.18266978922717,0.038889992496611,0.22040645296459,0.66561781435314,0.11649969342186,0.13762761364066,0.0,-0.03902537660499399
2008-12-31,,0.021418020679468,0.073017862738953,0.20983827493260998,1.1554812044873,1.8117668290921998,-2.7569999999999997,-2.1123888377798,0.0046231537020792,,-1.172472133758,-1.0849017722215,-0.6159315060204499,0.24718320728507,-0.8677855096193199,0.08073651724633299,0.27330472103004,-0.11022306183245,0.14834386512394,0.12246049661399999,0.0,0.012414518674382
2009-12-31,,0.019703543022415,0.039865654205608,0.48434889161190003,-2.5902118334551,-2.3052631578947,1.0118099032441998,1.1206064782908,0.13395006371832,,-0.32631275245239,-0.41100323624595003,0.19267428121308,0.081368727182724,-4.890092879257,0.069574161468818,-0.37663475798841,-0.11979421852033001,0.092469556186359,0.1077889174775,0.125,-0.047802140704562006
2010-12-31,,0.019677362169828,0.066282825445864,0.7037148217636,-0.28743683968764,-0.21390637293470002,3.3930971072919,1.5580110497238002,-0.025036420395420998,,1.1421841541756002,2.1593406593407,0.005085529357374001,0.15701533531701,-4.813370473537599,0.15763629974373003,0.9230020547204499,0.70674459597365,0.1778178374895,0.18396767906882,0.0,2.3929935610607997
2011-12-31,,0.019645340751043,0.081522454892664,1.8740639591225001,0.57147461724416,-1.1401226072814,0.46047589915317,2.0144073180028,-0.041560825666532006,,-0.088964414234306,-0.24782608695652,0.11834669470364001,0.06706231454005901,-2.7735573411249,0.1499205196909,0.03818468113823,-0.080774039245529,0.18461365450828998,0.16910692542429,0.0,0.35313605660984004
2012-12-31,,0.019437340153452998,0.17279590842669,-0.55404846199825,5.8819095477387,-84.30580357142901,-0.78405132501433,-0.83426057050374,-0.17810690423163,,0.13605442176871,0.31984585741811,-0.10500029378928999,-0.05408787541712999,-0.77741821605084,0.099915075212199,-0.25188234656844,-0.28791910590740005,0.13811163386935002,0.12041531389630002,0.11111111111111001,-0.36761035441774
2013-12-31,,0.0209065061047,0.21918803862526998,-0.64209368663436,-0.48578730506441,-0.59702044425391,-1.3232771822358,-1.9743159393754,-0.17350892881338,,-0.53911531775159,-0.7150364963503599,-0.13077731092436998,-0.23435739134695002,-3.7237642083002997,0.06467110104014401,-0.29049308522191997,-0.2918950340475,0.09798872350582902,0.085273274996414,0.2,-0.2212449255751
2014-12-31,,0.020969855832241,0.098024186680293,0.050604954868446,-0.58168750815064,-0.61130615175936,-3.2174324964472003,-1.7798193871691999,0.083147540983607,,1.1005867560771,3.1424180327869,-0.027114803625378,0.14507871496223998,-0.8826669254658399,0.023557290521223,-0.10123481987958001,0.17274539697432,0.088069842532115,0.1,0.0,-0.31513659619653994
2015-12-31,,0.013960205391527999,0.11944465989297001,-0.24769216707796,-0.5141154872007999,-0.5436039549762199,-0.29601936908068,-0.5994377133677,0.0043588812204867,,0.051875498802872996,-0.016077170418006,0.006055430479,0.018945956519309,6.024813895781599,0.043775776919995006,0.14647439536732001,-0.05,0.1009732986585,0.094999942321446,0.083333333333333,0.11015575445767999
2016-12-31,,0.018990346573825,0.098385644010254,-0.1832098165472,0.6021244742282701,0.7928035982009,0.12320453166093,0.16193181818182,-0.00018083182640145,,-0.32056145675265996,-0.34715937657114,0.039509221390539,-0.06466652040368599,0.30342635111268,0.04321302468529,-0.14073487174407998,-0.15789473684211,0.086762326159171,0.080000245814244,0.0,0.023996952767902004
2017-12-31,,0.018947041466066003,0.069009020374692,0.00044622936189203,-0.7050238063453901,-0.7186402408429499,-0.6678674351585,-0.43808428016683004,0.036564779646711,,0.022613065326633,-0.0030804774740085,0.070447628238438,0.06045857033953,0.07208672086720899,0.023585794554810004,-0.30843706777317,-0.25,0.059999925507573,0.059999715492837995,0.0,0.059268443893365996
2018-12-31,,0.019051973784484,0.07051395527232,-0.030776092774309,-0.60476693317242,-0.65656115321742,0.6523861171366601,0.036856923470694,0.028702707418501,,-0.034398034398033996,-0.061799922750097,0.024271844660194,0.012331342623312999,0.020390967307043997,0.022628331391893998,0.0,0.0,0.059999984383138,0.059999969325365,0.0,0.0091888095516797
2019-12-31,,0.018994914747233003,0.0707198765296,-0.0693357876975,0.97557251908397,1.2276070964949999,-0.08844765342960302,0.26437916563811,0.018799117996268003,,-0.020356234096692002,-0.028406751749691005,0.0056872037914692,0.00065548697219645,0.05161023947151099,0.024118785620062998,-0.1,-0.1,0.054000089870623005,0.054000019533377,0.076923076923077,0.0012178855187613
