Date,ODA/SWE_LE_Value,ODA/SWE_LP_Value,ODA/SWE_PPPGDP_Value,ODA/SWE_BCA_NGDPD_Value,ODA/SWE_TX_RPCH_Value,ODA/SWE_TXG_RPCH_Value,ODA/SWE_TM_RPCH_Value,ODA/SWE_TMG_RPCH_Value,ODA/SWE_GGXWDG_NGDP_Value,ODA/SWE_GGXWDN_NGDP_Value,ODA/SWE_GGXCNL_NGDP_Value,ODA/SWE_GGXONLB_NGDP_Value,ODA/SWE_GGR_NGDP_Value,ODA/SWE_GGSB_NPGDP_Value,ODA/SWE_GGX_NGDP_Value,ODA/SWE_NGSD_NGDP_Value,ODA/SWE_PPPEX_Value,ODA/SWE_PCPIPCH_Value,ODA/SWE_PCPIEPCH_Value,ODA/SWE_PCPI_Value,ODA/SWE_NGAP_NPGDP_Value,ODA/SWE_PPPSH_Value,ODA/SWE_NID_NGDP_Value,ODA/SWE_LUR_Value
2001-12-31,0.038979788257940004,0.0029269390971520003,0.035698139949742004,0.39263803680982,-6.8499106611078,-6.724624060150401,-7.678318135764901,-10.34239802225,0.015585572213151001,-5.075329566855,-0.5590529247910899,-0.42049223250130996,-0.043831694473321,-2.0410324288551,-0.010274096932293001,0.061277761136547995,0.00086702070011912,1.6763070077864,1.7215967246673,0.024058955277797993,-2.3349693251534,-0.011857707509880999,-0.022690698422916,0.040178571428572
2002-12-31,0.0013895321908291,0.0035918733864631,0.040566898417592,-0.24624031596536997,-1.608633679495,-1.4892464291578,-1.3176060077372,-1.3708653082826001,-0.04041216018708,2.5341959334566,-1.9336702463677,-0.8168674698795201,-0.035450122088153,-1.5848696757788,0.019661066686229998,-0.09717350106850502,0.0,-0.10307564422278,-0.2169988717563,0.021577065989369995,0.010110294117647,-0.004,-0.04336132608815001,0.021459227467811
2003-12-31,-0.0023126734505087,0.0039145509450845,0.043762187655889004,0.45304312777106004,3.1107393777182994,3.4931208053691,4.9321710054932,4.035497681056,-0.015783260985454,-0.37016213389121005,-0.1468200270636,-0.8980263157894699,0.0053956169851065,-0.8065217391304301,0.0013670048204907,0.087803135188245,-0.0022739577693556,-0.10750695088044,-0.38904899135446996,0.019256667318915,-0.18835304822565999,-0.018072289156626998,-0.016179930001721,0.10369747899160002
2004-12-31,-0.0055632823365786,0.0038992869875221,0.071015815085158,-0.042718446601942,-0.09737934402213701,-0.20934314201426,-0.31343103309445003,-0.34503524744058,-0.027642905503433998,-0.37367656217563006,-1.3306899286281002,20.887096774194,0.0034001102738468,0.067415730337079,-0.026835752263255998,-0.019173132980252,-0.023659648361188997,-0.80581516095535,-0.7798742138364799,0.0037379167043092,-2.304932735426,-0.010224948875256,-0.0092727590832215,0.12303943962235
2005-12-31,0.010722610722611,0.0041060925535458,0.064795845926046,0.033033903216459,-0.74919976556512,-0.80040617767912,-0.62692781328798,-0.62134241981719,0.0018700513269407,-1.5571760026516002,3.6666666666667003,1.1481208548268,0.022053301584393996,-6.173684210526299,-0.0059987448779947,0.041188781917120006,-0.022676745220098,0.21122994652406,2.1571428571429,0.0045340503808378,0.59192439862543,-0.014462809917355001,0.044502001412762004,0.036203389830509
2006-12-31,0.021448339483395,0.007183908045976999,0.075019128623723,0.21865357643759,0.99011324824735,1.4088973024136,0.54149638478466,0.50264247964576,-0.10172756155678998,7.0130874479477,0.13874614594039,0.043224699828473004,-0.015591677270201998,-0.63173957273652,-0.021168737117709002,0.10235587360296,-0.010919017288444001,2.0022075055188,0.85067873303167,0.013607956454539,0.9519697787371801,-0.012578616352201,0.055624436429215995,-0.078513478147082
2007-12-31,0.0252878753669,0.0076813343575113,0.060634609364387,0.07791460467257401,0.36049137385963,0.16915520628684,0.9347404914856701,0.8189163498098899,-0.11147954108363001,0.29250185597624,0.60198555956679,0.39493587635646,-0.0077554661472082,2.7651933701657003,-0.033388348225294996,0.082640408460977,0.00091996320147204,0.62647058823529,1.1106356968215,0.022121302527044,0.23168371578656,-0.019108280254777,0.08483263039880401,-0.13135472877024001
2008-12-31,0.011451222197754,0.0079494718501579,0.013362737481656999,-0.020072603032244,-0.6983136369672,-0.6066207360107501,-0.7033835775271401,-0.7544813169584499,-0.035129621336518,-0.28035611717403996,-0.38901408450704,-0.37388024516737,-0.010916830266224002,0.06749816581071201,0.015425980805841002,-0.0095667991645893,0.011603860294118,0.55379746835443,-0.73906747755575,0.034366452979903,-0.6742985409652099,-0.03463203463203501,-0.0047244094488189,0.008173941474579
2009-12-31,-0.020465926409754,0.0091832324978391,-0.04306573755536701,-0.32359991283503997,-6.8620158450704,-7.312259718069201,-5.5655650319829,-6.9744572158365,0.097416327162086,0.5615771410328001,-1.4513600737667,-1.2816265060241,0.0010202567336944,0.18831615120274997,0.06188755097701901,-0.22777362084211997,0.012833617262918998,-1.1437299970905,-0.36182019977802,-0.0049434585397462,-4.528600964851799,-0.047085201793722,-0.18433544303797,0.34587319604346
2010-12-31,0.0055567903978663,0.0080291189380153,0.07858806233291901,0.022873711340206,-1.6810451627436,-1.7447384448806,-1.7195563339171,-1.8307325067693,-0.073214285714286,0.074418604651163,-0.9918283963227801,-1.2860962566845,-0.030372662750403002,-0.83747831116252,-0.047487304563076996,0.10376569037657,-0.0037003812514016,-3.3441295546559,3.0660869565217,0.011574536020754,-0.8890625,0.011764705882353,0.1342749757517,0.033132530120482
2011-12-31,0.022546419098142995,0.0071155480033985,0.050573972121354005,-0.03511811023622,0.037814894438013995,-0.08977737392094501,0.045053815782356996,-0.14187073808809,-0.020129804279485,-0.10965225250939999,-5.125,0.4392523364486,-0.015480467854138999,-1.779359430605,-0.016261560804097002,0.036870037109453,-0.0073157006190208,1.5569948186528,-0.021385799828914,0.029612401491003,-1.8838028169013998,-0.011627906976744,0.061300839078617005,-0.09422740524781299
2012-12-31,0.0067012537829658,0.0076979858694505,0.027403230915426003,-0.023176105761384,-1.1801136665427,-1.230008984726,-1.2133319532140001,-1.2649307811485,-0.0084864165588615,0.18711263090404,-22.393939393939,-3.2207792207792,-0.0020188686570642,1.0091324200913,0.012334647734115,-0.043563594381374,-0.0073696145124716,-0.7001013171225899,-1.0236013986013999,0.008884362110868,-2.0517928286853,-0.018823529411765,-0.049853963138282,0.02574996781254
2013-12-31,0.0012883830792356,0.00826705734617,0.031516455003095,0.032581453634084996,-2.3745207903273,-0.97569444444444,-1.6938379427462,-1.1963780418788998,0.05670372110015099,-0.085336213880637,0.89660056657224,1.046783625731,0.005271347986773,1.0772727272726998,0.017345920638576002,-0.010421277109403,-0.0055968018275273,-1.0495495495495,-3.537037037037,-0.0004398064851465,0.5681818181818199,-0.016786570743405,-0.024061903752384997,0.0041420861051839
2014-12-31,0.00064336264207594,0.0081992734820966,0.03815722459871299,-0.08074433656957901,-0.9257670027891,5.6875,-0.5073426573426599,0.80403458213256,0.040992715150018996,-0.12774333234918,0.5250186706497401,0.44857142857143,-0.026450726572627998,0.6958424507658599,-0.012523576009053001,0.011425550947385,-0.0097633815759245,-3.6136363636364,2.6496350364962997,0.0011499999999999,0.17512077294685996,-0.0097560975609755,0.042359074617138996,0.0026250000000001
2015-12-31,0.0027861123017574,0.0082355363393041,0.046398341682500996,0.072522443231825,7.7947976878612995,-3.8291054739652997,1.2469836763662,0.5468583599574001,-0.019855295931680998,-0.08304185941554801,-0.6297747306562199,-0.6484220907297801,0.011368605159598,-0.60645161290323,-0.013637405454962,0.038673366834171,-0.0040598538452616,11.252173913043,2.68,0.01408380362583,-0.70092497430627,-0.0098522167487685,0.028706887569032,-0.031666874454557
2016-12-31,,0.0069430263426587,0.046517872864940996,-0.027900869850647998,1.0115018074269,1.397357243983,1.0116866708781,1.8247848537005,-0.049252141923617,-0.051802633197982006,-0.8452380952381,-0.85834502103787,0.0058562276461108,-0.72786885245902,-0.0066225165562915,0.010953284050006,0.00011646866992772,0.34847409510290994,0.032608695652174,0.019000246244767,,-0.012437810945273998,0.022891871359837997,-0.02574996781254
2017-12-31,,0.0067937538024742,0.046988772836068005,-0.026000337666723,0.089364482927626,0.11594488188975999,0.14884597268017002,0.088837436022423,-0.062444314334445,-0.017324162989878003,-4.6837606837607,-4.990099009901,0.0012308533916849,-2.5180722891566,-0.0094346978557504,0.0098392036753445,0.00046582042622564005,0.10526315789474001,0.10526315789474001,0.021004504417422,,-0.015113350125944999,0.020349556864881,-0.022069512356284
2018-12-31,,0.0069493403162452,0.046555308912303,-0.0074536314785925,-0.019496100779843997,-0.037396366202152,-0.0030066967336340004,-0.025405707890319,-0.08449633450991001,0.025222845823703998,1.4454756380509999,1.4392059553349998,-0.00095615353093839,2.7063492063492,-0.013224181360201998,0.014482314137317001,-0.00011640088464666001,0.0,0.0,0.020998418964848,,-0.012787723785166,0.020574534161491,-0.013513513513513998
2019-12-31,,0.0068013602720546,0.04530779123558,-0.040691582256374,-0.012236157846436,-0.017775334432838002,-0.0082248115147361,-0.011483693155719,-0.099116199062815,0.053519675404135,0.41745730550285,0.40691759918616,-5.8596038907771996e-05,0.53426124197002,-0.0088345564773452,0.0058298142680967,-0.00069848661233996,-0.04761904761904799,-0.04761904761904799,0.020000927256711,,-0.015544041450777,0.018543172308862998,-0.027397260273973
