Date,ODA/TZA_LE_Value,ODA/TZA_LP_Value,ODA/TZA_PPPGDP_Value,ODA/TZA_BCA_NGDPD_Value,ODA/TZA_TX_RPCH_Value,ODA/TZA_TXG_RPCH_Value,ODA/TZA_TM_RPCH_Value,ODA/TZA_TMG_RPCH_Value,ODA/TZA_GGXWDG_NGDP_Value,ODA/TZA_GGXCNL_NGDP_Value,ODA/TZA_GGXONLB_NGDP_Value,ODA/TZA_GGR_NGDP_Value,ODA/TZA_GGX_NGDP_Value,ODA/TZA_NGSD_NGDP_Value,ODA/TZA_PPPEX_Value,ODA/TZA_PCPIPCH_Value,ODA/TZA_PCPIEPCH_Value,ODA/TZA_PCPI_Value,ODA/TZA_PCPIE_Value,ODA/TZA_PPPSH_Value,ODA/TZA_NID_NGDP_Value
2004-12-31,,0.029555956271836003,0.10794175476591,1.8397669337218001,-0.012072322670376001,-0.012072322670376001,0.91742738589212,0.91742738589212,0.0032845293102488,0.37169373549884005,0.5861003861003901,0.073627439098291,0.10800235836415001,0.07574200913242,0.041582970286697996,-0.065703319033642,-0.10103002410695,0.041391564900789,0.04102492421396601,0.032258064516129,0.17754473835238002
2005-12-31,,0.028680112750062003,0.10825338854453,0.70094896127212,-0.4643540939295,-0.4643540939295,-0.32525427396667,-0.32525427396667,0.035271704953205,0.34573748308525004,0.41577409931840004,0.030704972625162,0.075851393188854,-0.026529421128031,0.031087289859549,0.05340744320928,0.21452949780595001,0.043585540072601,0.049822512021349005,0.015625,0.11036774479397
2006-12-31,,0.027907100481524,0.10016245068461001,0.44526537997587,-1.2189865433137,-1.2189865433137,0.34332905708788,0.34332905708788,-0.23806120808247,0.12091503267974,0.13651994497937,0.026833141668036,0.043615107913669,-0.081702730691666,0.021448582239807,0.6634549208534101,0.33661180248896005,0.07250999847718599,0.066594724220624,0.015384615384615,0.10262958381549
2007-12-31,,0.027123557119934,0.099987343374256,0.14094940010433,-0.80172827652424,-0.80172827652424,0.31729736182403995,0.31729736182403995,-0.35375633089477004,-0.58062345817448,-0.78063540090772,0.13225961282065,-0.004696251615683,-0.065230294396961,0.06300517094231599,-0.030754378706384998,-0.035440756870401,0.07027560231960299,0.064220458514138,0.015151515151515,0.071183005826367
2008-12-31,,0.026432495086427997,0.09544356230583399,-0.059893928310168,-18.421307506053,-18.421307506053,-0.11037607612142998,-0.11037607612142998,0.037553064112333,0.38395721925134,1.1503448275862,0.036409024539588,0.064542660490888,0.19156771858531,0.072700879430086,0.46215139442231,1.0977736260314,0.10276497695853,0.13473943661972,0.044776119402985,0.011554054054053998
2009-12-31,,0.025727261568676,0.068273725119479,-0.050676004279739006,0.0033356497567755,0.0033356497567755,-0.20678414994396999,-0.20678414994396999,0.13911036508603,1.3156877897991002,2.2854393842207004,-0.046582439556444,0.09677944046844501,0.063092827453906,0.07130973180644799,0.18178279486180998,-0.092622829152442,0.12144005875722999,0.12225925167408001,0.05714285714285701,-0.032462761338588
2010-12-31,,0.025105904315152,0.083509496419383,-0.046721311475410005,0.21997506579859,0.21997506579859,-0.21035058430718,-0.21035058430718,0.13943636028735001,0.07992658101118,0.08160874658336599,0.0015730015730016,0.018982648672698003,0.21017543859649,0.05642530843902999,-0.40777338603426,-0.5458040242107001,0.07191251030386502,0.05552636963386099,0.027027027027027,0.10552295478080999
2011-12-31,,0.024467687710122997,0.086465312542537,0.56352106620808,0.13489269898944,0.13489269898944,1.9263294844690002,1.9263294844690002,0.081770664942343,-0.22574165636588,-0.28537906137184,0.04245193222920201,-0.020702954446223,-0.19210537215756,0.06975215748902,0.76459955506118,2.5573563839366003,0.12691264385978998,0.19754392950323,0.013157894736841999,0.14487775939051
2012-12-31,,0.023906107566089,0.08852107578373,0.09039664535643101,-0.67133566783392,-0.67133566783392,-0.36917861509392,-0.36917861509392,0.0062015890015191,0.12931550588705,0.089416519323061,-0.017485390796202,0.0098086568827791,-0.068649064342476,0.09452747744902701,0.26081475061067,-0.38938949073605,0.1600093479785,0.12061422696649,0.038961038961039,-0.060108544467778004
2013-12-31,,0.030002893454116,0.085542553871731,-0.1306266548985,0.42709284627093,0.42709284627093,-0.65976565941327,-0.65976565941327,0.0026980198019802,0.039582965188196,-0.032460004637143,-0.029506063844617,-0.015048382942713,-0.14763844544754,0.095412959543394,-0.50815574026623,-0.53896534571381,0.078695645166489,0.055611946125317,0.0375,-0.050372863650872
2014-12-31,,0.029993301207942996,0.09009942981009401,-0.0048585931834662,1.7386945392491,1.7386945392491,1.4360435007768,1.4360435007768,0.039596139129576005,-0.15213326534080998,-0.22717469446441002,0.027769797950781,-0.011841613746731003,0.15112374063549,0.037322248402071,-0.25387547649301,-0.09692501348678301,0.058719160301067,0.050226520460807,0.036144578313253004,-0.03608641183121
2015-12-31,,0.030001048987727003,0.08996887563221401,-0.04423231071923099,-0.035906223226108,-0.035906223226108,-0.060693027210884,-0.060693027210884,0.015173461876379999,-0.11728147554130001,-0.1231007751938,0.04490822696357,0.014327297470986,-0.0066763913824059,0.032944710502665,-0.15905994550409,-0.00099561927518915,0.049379928378641,0.050173254077809,0.034883720930233,-0.022982311545044997
2016-12-31,,0.030003055300947004,0.09150579533398802,-0.05077767612076901,-0.12433349491032,-0.12433349491032,-0.065406812266606,-0.065406812266606,0.0007952844311377,-0.09584374290256599,-0.0997171145686,0.023896567097637003,0.0042859272510435,0.028523016097148,0.031506620740617004,0.0,0.0,0.049376157831564,0.050173694940716,0.033707865168539,-0.0052237111060641
2017-12-31,,0.029999208985919998,0.091837290845339,-0.048594377510040004,0.20795276317003,0.20795276317003,0.0055696815595108,0.0055696815595108,0.0049081475248913,0.0040190906807335,0.010604870384918003,-0.0020029608987198,-0.0011132964708501,0.048874244920373,0.029963661153253,0.0,0.0,0.049378918802885,0.050171303406591,0.021739130434783,0.0092954990215264
2018-12-31,,0.029989440337909,0.091250956770608,-0.044913465597297995,0.1836859390514,0.1836859390514,0.046598434677905004,0.046598434677905004,0.0014885105591218,-0.014510883162372,-0.017877963466769998,0.0037085514834205,0.0010402347958539,0.022879581151832,0.02949161288875,0.0,0.0,0.049378833629999,0.050173304955914,0.031914893617020997,-0.0030699628372919
2019-12-31,,0.030010997819077005,0.090901466865908,-0.052859542119685,-0.52832623564331,-0.52832623564331,0.14519098021169,0.14519098021169,-0.017603344170924,0.014978420919015,0.019390581717451002,-4.3468811127914e-05,0.0021154203006123,0.029124225827916,0.027623820232678,0.0,0.0,0.049379986150793,0.050173421115107,0.030927835051546004,-0.00090761750405194
