Date,ODA/TUN_LE_Value,ODA/TUN_LP_Value,ODA/TUN_PPPGDP_Value,ODA/TUN_BCA_NGDPD_Value,ODA/TUN_TX_RPCH_Value,ODA/TUN_TXG_RPCH_Value,ODA/TUN_TM_RPCH_Value,ODA/TUN_TMG_RPCH_Value,ODA/TUN_GGXWDG_NGDP_Value,ODA/TUN_GGXCNL_NGDP_Value,ODA/TUN_GGXONLB_NGDP_Value,ODA/TUN_GGR_NGDP_Value,ODA/TUN_GGSB_NPGDP_Value,ODA/TUN_GGX_NGDP_Value,ODA/TUN_NGSD_NGDP_Value,ODA/TUN_PPPEX_Value,ODA/TUN_PCPIPCH_Value,ODA/TUN_PCPIEPCH_Value,ODA/TUN_PCPI_Value,ODA/TUN_PCPIE_Value,ODA/TUN_PPPSH_Value,ODA/TUN_NID_NGDP_Value,ODA/TUN_LUR_Value
2003-12-31,,0.0093342906964816,0.075725162021015,-0.17033137194178,620.16666666667,2.7823807026743994,-2.1098622189993,-2.4378920953576,-0.01484208026597,0.010393131495707,-0.4816247582205,-0.019389678167585,-0.022734550112072,-0.017178325784264,0.0030123408803808,-0.0019305019305019,0.0066518847006653,1.7509225092251,0.027243572438964,0.044725089215121,0.0083333333333333,-0.020494729326781997,-0.049072921444015
2004-12-31,,0.009349593495935,0.088731611733396,-0.088465845464726,3.2184062248457,1.1116040482462,1.3838614831754,1.1273996509598998,-0.19070145835844,-0.018336314847943,0.22014925373133998,-0.00096093432383486,-0.03178243774574,-0.0022872358583962,0.010463088548730999,0.0096711798839458,0.32929515418502003,-0.7455846188240601,0.036202329394946,0.011382695847822,0.0082644628099174,-0.0009003987480170099,-0.019085021358688
2005-12-31,,0.0097664115988723,0.07345475058425299,-0.61998361998362,-0.67917567739473,-0.90210754382509,-1.6965876387557,-1.8237626469783998,-0.023009047246732996,0.28018223234623996,-1.9510703363913997,-0.020642965484074,-0.023350253807107,0.0019845343187573,-0.0051773729626079,0.0038314176245211,-0.6012151339409001,1.6836555360281,0.014445706865768999,0.030538056283052995,-0.0081967213114754,-0.069650673761909,-0.099599634754513
2006-12-31,,0.0098713730182471,0.08901067277254401,0.94181034482759,0.23076923076923,3.2555331991952,-2.0397403108401,-1.8519502074688998,-0.07032887466178901,-0.073309608540925,-0.5241157556270101,0.003513013258792,-0.013167013167013,-0.0038929108045348,0.043176561295297004,0.0038167938931298,1.8691135734072,0.09823182711198401,0.04143,0.033538410212632,0.0,0.08164583237234199,-0.02402683516655
2007-12-31,,0.0095774091627172,0.09080046417041,0.30743618201997996,1.3627577319588,1.7884948778565999,1.0087038789026,1.131891681278,-0.058412412125187003,-0.22734254992320002,-3.3445945945946,0.03286155236016,0.0042134831460674,0.0096331847788824,-0.014735772357724,-0.0019011406844106,-0.17016654598117,0.5283243887895099,0.03438541236569,0.051257464564087994,0.0082644628099174,0.010107040811975,-0.0091119814563184
2008-12-31,,0.010171149144254,0.065093743416895,0.61969439728353,-0.6140578129261,-0.68122986491833,-0.31226450640542996,-0.33281549849219,-0.057660912910037006,-0.6903578528827,2.9106628242075003,0.09085608076096101,-0.022377622377622003,0.037485993684425005,0.017863003422570002,0.041904761904762,0.42902850494474,-0.21576277799454,0.04913482603690901,0.040205906258467004,0.016393442622950997,0.07768301950519299,0.0036299104622086
2009-12-31,,0.010746442056346001,0.038963607594937,-0.2583857442348,-2.1466172054407,-2.7228723404255004,-0.8617997534584301,-0.8617997534584301,-0.011965259170286001,0.86677367576244,-0.50257921886514,-0.011459307764266001,0.0092989985693849,0.0064473899525446,0.0071395670198064,0.025594149908592004,-0.28149806635457003,0.015174129353233999,0.03529557500199099,0.040804986890313,0.032258064516129,-0.032515866175663995,0.06815624497669201
2010-12-31,,0.010249042145594,0.038749286122216,0.68798586572438,-1.8621167770759999,-1.7006277657713003,-2.9266600594648,-2.7274529236868,-0.049399167718708004,-0.24333619948409,0.40296296296296,0.020919936462875,-0.00070871722182857,0.010926118626431001,-0.042305053738852,0.03030303030303,0.24900849858357002,-0.016907620681206003,0.044091755978326,0.040114445871774,-0.0234375,0.041342727567217,-0.018209179834462
2011-12-31,,0.012041338769318,0.0010629427018904,0.5495080594515399,-2.3706218727663,-1.057285546416,-2.815329218107,-3.1371199082042,0.09411967241336901,2.9034090909091,-2.6969376979937,0.043399099576271,-0.0081560283687942,0.12438883170355,-0.22736389684814,0.024221453287197003,-0.1968700385575,0.036390827517447995,0.035411124299103994,0.041582792663464,-0.055999999999999994,-0.083057899443948,0.44765481299815996
2012-12-31,,0.0095559302979202,0.05607476635513999,0.10659281275330999,-1.9372881355932001,-4.5564102564103,1.3457069991498998,1.2735570469798998,0.00035964754540546,0.5013100436681199,1.0883634100809,-0.026777499286145,-0.027529495888452004,0.025089400657988998,-0.005253723963161999,0.033783783783784,0.5698955097430101,0.43073593073593,0.05559288803156,0.05949521081647099,0.0084745762711864,0.029896950935075,-0.11466991370639
2013-12-31,,0.010300668151448,0.03779913844660399,0.029056281284336,-0.63736263736264,1.3410237923576,-0.40903599903358007,-0.4002833864683,0.0076172928276111,0.13825867752569002,0.21752085816448,-0.0065851670741647,-0.043382352941177,0.014260995757982,-0.15477817820306,0.042483660130719005,0.09875876956287101,0.016305261388469,0.061083109277053,0.060463798027659,-0.016806722689076,-0.092810672815614,-0.08329845123482599
2014-12-31,,0.010195646183521999,0.04522524930262099,-0.09194447739945401,0.57268891446107,-0.26701570680628,-0.5699100572363001,-0.5495176215790499,0.12543763798139998,-0.25587734241908,-0.36490455212922,0.014110852229843,-0.054573405073021,-0.029496739399608996,-0.046754392413438,0.039184952978056,-0.072200392927308,-0.08997684419450899,0.05667036046273599,0.05502216922623599,0.0,-0.066811909949165,-0.0019569471624266
2015-12-31,,0.010183669758138,0.056157060783546,-0.13862032923960999,1.2329268292683,1.7,1.1245247148289,1.0319055944056,0.07119362764524001,-0.22115384615385,-0.34797687861272,-0.010322622399120001,-0.053252032520324996,-0.03643219642199,0.13919950643942003,0.028657616892911,-0.1132874536792,-0.18774990912395,0.050251155582868,0.044689253793390005,0.0,0.025826848249027003,-0.019607843137255002
2016-12-31,,0.010261026102610002,0.06468598924169901,-0.15774306082207998,0.028509011469142996,-0.15888577653284,-0.282774049217,-0.27274682727467997,0.01966297330793,0.15931804820693998,0.38888888888889,0.0017002354172116,-0.045942464577072004,0.017448361089861,0.12909558624425,0.017595307917888003,-0.16955223880596998,-0.097560975609756,0.041734772404933,0.040327795463589,0.0,0.033568820824047996,-0.066666666666667
2017-12-31,,0.01015680684248,0.066469121064188,-0.1694579506573,0.12223874256585,0.26031452358927,0.5053025577043,0.47796509908311,0.0025215876932007,-0.20841784989857998,-0.24425531914894,0.017397832615224,-0.071107110711071,-0.0083287544463404,0.16595719167816,0.018731988472622,-0.033549005511622,0.0,0.040325288626498,0.040324412197134,0.0085470085470084,0.085095646589293,-0.071428571428571
2018-12-31,,0.010231081319456999,0.067097100898848,-0.26777970511709,-0.27746758777326,-0.14562536699941,0.25590551181102,0.24654792875725,-0.023903877820602996,-0.23318385650224,-0.40371621621621995,0.0094324489075684,-0.06928294573643401,-0.012627219970254998,0.13909600452512,0.016973125884017,0.0,0.0,0.040329111844036,0.04032401689024201,0.0084745762711864,0.055846791240382006,-0.076923076923077
2019-12-31,,0.010214772132006,0.066574670155041,-0.083506070476754,-0.011263916175507,-0.04037800687285201,0.010559313644613003,0.009632364745545,-0.023951651774128,-0.25647451963240997,-0.49952785646836995,0.0091536090010489,-0.071317022384175,-0.0096579833421938,0.076923076923077,0.01808066759388,0.0,0.0,0.040322671630846,0.040329349914957,0.0,0.050330330330330006,0.0
