Date,ODA/SAU_LE_Value,ODA/SAU_LP_Value,ODA/SAU_PPPGDP_Value,ODA/SAU_BCA_NGDPD_Value,ODA/SAU_TX_RPCH_Value,ODA/SAU_TXG_RPCH_Value,ODA/SAU_TM_RPCH_Value,ODA/SAU_TMG_RPCH_Value,ODA/SAU_GGXWDG_NGDP_Value,ODA/SAU_GGXWDN_NGDP_Value,ODA/SAU_GGXCNL_NGDP_Value,ODA/SAU_GGXONLB_NGDP_Value,ODA/SAU_GGR_NGDP_Value,ODA/SAU_GGX_NGDP_Value,ODA/SAU_NGSD_NGDP_Value,ODA/SAU_PPPEX_Value,ODA/SAU_PCPIPCH_Value,ODA/SAU_PCPIEPCH_Value,ODA/SAU_PCPI_Value,ODA/SAU_PCPIE_Value,ODA/SAU_PPPSH_Value,ODA/SAU_NID_NGDP_Value,ODA/SAU_LUR_Value
2001-12-31,,0.024518902022077002,0.028389046171679002,-0.32793577357464,-5.478873239436599,-1.2011904761905,-1.3313093722456,-0.30565179731485,0.073886135679226,0.081369277296903,-0.4828738512949,-0.30011442837824,0.023877864106497997,0.11196956054489,-0.080258101935764,-0.05466778805719099,0.21280602636535,-0.45841650033267,-0.012875536480687,-0.0081313959666429,-0.018181818181818,0.0096852300242132,0.010063443447823
2002-12-31,,0.024551868802441,0.016649015575703002,0.23365053654586,-28.871069182390002,10.355029585799,-1.4478273721548998,-0.53173241852487,0.034964340126742,0.034597487764303,-1.5521809369952,-0.7862663495838299,-0.13224099180744,-0.017448542472051003,0.07338798675705499,0.012455516014235002,-1.0846273291925,-2.0085995085995,0.0010869565217391,0.0081980576193028,-0.027375201288245,0.034649831155484,0.14035087719298
2003-12-31,,0.024614955097482995,0.09805887830384599,1.0784506811095,-3.1175674150965,-3.1488275143303994,-0.33960396039604,0.8981018981019001,-0.15217878286842002,-0.1587201715138,-4.1064950263312,4.6432545201669,0.11669033893113,-0.07520735857082099,0.24623632224425,0.035149384885764995,3.9816513761467998,-0.38002436053593003,0.00542888165038,0.0050936727575135,0.033112582781457005,0.0063383945887139,0.05641025641025701
2004-12-31,,0.024704813805631,0.081623131682691,0.58472836386608,-0.68707374254049,-0.6344941313415501,5.0979510244878,1.0184210526316,-0.20824368701166,-0.28116949668984004,1.2697306460727,0.72359827479975,0.17158390902061998,0.0040244919078966,0.1765763111373,0.079796264855688,-0.40331491712706996,0.19253438113949,0.0032397408207345,0.0060676404003722,0.0,-0.066274970622797,0.046745774901115
2005-12-31,,0.033947881581279996,0.10706939070900999,0.36773132692212,-0.14575174527499,-0.58081210191083,1.1559580396656,1.4185136897001,-0.4065916603102,-0.66836862488199,0.7697095435684599,0.6104239651104599,0.10322072503566,-0.12675007873565,0.19259760098164,0.14622641509434,0.66049382716049,0.82372322899506,0.0053821313240043,0.011068340434281,0.024038461538462,0.015605336018122,0.039333562349708
2006-12-31,,0.033947706815259,0.088206488592559,-0.040511494043499,-1.3157265297987,-1.6454574232352,-0.32812559394838003,-0.76747529200359,-0.30825879706497,-0.92964211015571,0.14283704572098002,0.12337402885683,0.035831435958785005,-0.038950819672131,0.01948597345876,0.05349794238683099,2.5817843866171004,1.516711833785,0.019271948608137,0.027859370057391003,0.0007824726134584401,0.10111524163569,0.033548173855561
2007-12-31,,0.033952408589669,0.088127267008892,-0.14675171811520002,-0.93939393939394,-0.7739087788131399,0.07377652050919399,2.0568778979907,-0.33742402539584004,-14.585466556565,-0.38295515161462,-0.41562598798609,-0.13184807108396002,0.076930949781659,0.0080944142362828,0.014973958333332999,1.6165023352360999,1.1543431442929,0.050420168067227,0.060022861664945,0.0046911649726349,0.19167229349539,-0.09737767828589698
2008-12-31,,0.03392005132111799,0.10553714197702,0.13283196867212999,28.864583333333,-3.7396963123644,-0.31413667738026,-0.2684295682071,-0.29558866491381997,1.5773158278628998,1.0982178481181,1.0951511462771,0.29859457139792,-0.08233281591535499,0.077781182960466,0.13085311096857,0.20983736612454998,0.5824725091636099,0.061,0.094978381012619,0.053696498054475,0.031088278623503,-0.083082373782108
2009-12-31,,0.033893046884089,0.026027941294875002,-0.8081863534587701,0.5545866759679101,-6.037212984956501,-0.95444418836906,-1.4060405003801,0.16033510285335,0.062143295127588,-1.1297499445378,-1.1268842193603,-0.40589216966012,0.38256006628003003,-0.30620639975735997,-0.19512195121951004,-0.32016393442623,-0.57854285112655,0.041470311027333,0.040027271952501,0.021418020679468,0.16189185228605,0.03883307573415799
2010-12-31,,0.033832189340235,0.08746649502715699,1.5949211550276001,-1.0821180166031,-1.163156240176,-1.5902192242833,-1.6352340425532,-0.39609693330473994,-0.037147234496081004,-2.2679531021006,-2.4235563469855,0.15733118255646,-0.090611735330836,0.18620727342277,0.12896405919662,-0.083433807571739,0.44241818636023,0.03800904977375601,0.05774378585086,0.020245842371656005,-0.030647958379316005,0.031802120141342996
2011-12-31,,0.029496063563473,0.1081135206967,0.86930786836082,11.628415300546,4.3901734104046,-12.525714285713999,2.4054126473741,-0.36115056818182,-0.0036896965224609,1.3138123675592,1.1669049320943998,0.14226323504674,-0.024711018368523997,0.16248214861565,0.14669163545567998,-0.013680610365693001,-0.36958780741253994,0.037489102005231006,0.03639431188238101,0.043940467753366,-0.12884233809322,0.040374909877433
2012-12-31,,0.028897659994361,0.07712789309170098,-0.052224943004305996,-0.071614019904803,-0.17462019660411,1.3187902825978999,0.44787158706429,-0.33481563831758,0.22333580224052998,0.22687536424944,0.20369454065644,0.057223402688658,-8.4457081726306e-05,-0.033288420385195,0.017964071856288,-0.23793011469725,-0.018956043956044,0.028571428571429,0.035714285714286004,0.027155465037339,-0.016540960346501002,-0.06444906444906401
2013-12-31,,0.027332511302918,0.054988231218349004,-0.21056617221257,-0.8387322302493601,-0.8943265482893,-0.020739790463973,-0.43062877017553003,-0.25459610027854995,0.07787637409418599,-0.40994842562432,-0.4297067689778,-0.07561737607705,0.063094768849597,-0.059317865048782004,-0.033689839572193,0.22716135806789997,-0.16914029683561999,0.035065359477124,0.029671210906174996,0.0072703238598811,0.069592619309769,0.018518518518518
2014-12-31,,0.021004200840168,0.06352217294329099,-0.14896738517097,1.1791907514451,1.8627049180328,-0.05884279475982499,-0.13773026629760002,-0.037742899850522996,-0.012691112710421,-0.39919493962047,-0.42467563671312,-0.025638817729748,0.060356471304854005,-0.0013291497799277,-0.022689540675152,-0.17940673131774001,0.071115604988204,0.028770561677137995,0.031775700934579,0.013123359580053,0.09150930001419802,
2015-12-31,,0.02001698014629,0.06384261720221,-0.17590505238032003,0.0842175066313,0.03937007874015701,-0.065073657348335,-0.05069736550808099,-0.034174757281552996,-0.071845108985528,-0.6872128637059699,-0.75485487575694,-0.045424417833945,0.038313602078026004,-0.039993018131041,-0.027180067950169997,0.10948905109488999,0.049716803020767995,0.031924933058149,0.03335597826087,0.0064766839378238,0.02669918699187,
2016-12-31,,0.01997631014502,0.063590959999272,-0.12647839729665,0.49113149847095,0.59504132231405,-0.085980148883375,-0.12313432835821,-0.041013268998794,-0.10680969255818,-0.83537331701346,-1.1839863713799,-0.041383141230385,-0.010175117867796,-0.020272727272727,-0.019208381839347997,0.07017543859649099,0.038669064748201004,0.034156641734449995,0.034653284538236,0.0032175032175031,0.021507079281619,
2017-12-31,,0.020024481340823998,0.065809552958198,-0.12710693561757,0.09023789991796499,0.090241796200345,-0.10221256956699001,-0.13643617021277002,-0.04234800838574399,-0.14874863282507,-5.977695167286201,7.5601851851852,-0.041938287701,-0.0031349486014240003,-0.02150412916396,-0.020771513353116,0.0442037470726,0.023953823953823998,0.035667040519944,0.035476514900136,0.0044900577293137,0.014077519379844998,
2018-12-31,,0.020000615403551004,0.06654249711330901,-0.15215785586156,-0.0097817908201655,-0.0067326732673267,-0.11611732688237,-0.16522944256237002,-0.044658493870403,-0.22243216688081,1.5899925317401,1.1633315305571,-0.042614853456313995,0.010702096538274,-0.029017804224651,-0.018181818181818,-0.041491449397253,-0.020856820744081003,0.03418186361964,0.034738320560722,0.0038314176245211,0.0066658512720155,
2019-12-31,,0.020000603336450002,0.065316322467128,-0.02352209085252,0.0056990881458965,0.0099681020733652,-0.22716387273348998,-0.20955543257702,-0.04628780934922099,-0.27757257646449,0.046424452133794994,0.04475,-0.041352987628323,-0.034033623579922005,-0.0089606172327074,-0.016049382716049,-0.045627376425856,-0.022452504317788998,0.032635910241178,0.033960846846727996,0.0038167938931298,-0.0054067189113662,
