Date,ODA/DMA_LE_Value,ODA/DMA_LP_Value,ODA/DMA_PPPGDP_Value,ODA/DMA_BCA_NGDPD_Value,ODA/DMA_TX_RPCH_Value,ODA/DMA_TXG_RPCH_Value,ODA/DMA_TM_RPCH_Value,ODA/DMA_TMG_RPCH_Value,ODA/DMA_GGXWDG_NGDP_Value,ODA/DMA_GGXWDN_NGDP_Value,ODA/DMA_GGXCNL_NGDP_Value,ODA/DMA_GGXONLB_NGDP_Value,ODA/DMA_GGR_NGDP_Value,ODA/DMA_GGX_NGDP_Value,ODA/DMA_NGSD_NGDP_Value,ODA/DMA_PPPEX_Value,ODA/DMA_PCPIPCH_Value,ODA/DMA_PCPIEPCH_Value,ODA/DMA_PCPI_Value,ODA/DMA_PCPIE_Value,ODA/DMA_PPPSH_Value,ODA/DMA_NID_NGDP_Value
2003-12-31,,0.0,0.096629213483146,0.07749077490774901,-3.5981864550864,3.5987630459992004,0.08007279344858999,-1.5073578347999999,-0.035860788677852,-0.035860788677852,-1.2075833933284998,87.519230769231,0.25408008916488,0.046126532145174,-1.2609238451935,-0.050916496945010006,7.547058823529401,6.9106145251397,0.014534812529081998,0.028315928167090002,0.0,0.24194290976059002
2004-12-31,,0.0,0.05532786885245901,0.034309994926433,-1.2099465590576999,-0.79465411448264,-0.96391463072171,-0.05042996647719,-0.09016563146997901,-0.09016563146997901,-1.7942196531792,-0.16445796219857,-0.042405967306776995,0.0070496083550914,2.8086124401914,0.015021459227468002,0.64762560220234,-0.7111581920904,0.023946024887450998,0.0081861215579731,0.0,0.10602409638553999
2005-12-31,,0.0,0.029126213592232997,0.30964498129866996,-3.8031168831168998,-0.077363896848138,-11.443579766537,-0.062624712202609,-0.04655819774718401,-0.04655819774718401,-2.4090247452692997,0.37233489339574,0.08061254930557901,0.025181488203267002,-1.5106783919598001,-0.040697674418605,-0.29741019214703,2.3044009779951002,0.016808703749543,0.027018439849845,0.0,0.14775710854142002
2006-12-31,,0.0,0.077358490566038,-0.38929725174400004,-2.5485544848036,-0.024844720496893995,-3.5130402384501,-1.7877845095791998,-0.057364137568915986,-0.057364137568915986,2.0888429752066,-0.082417582417582,0.021625103524432,-0.041602124363797004,-9.0430504305043,-0.0049586776859504,0.54161712247325,-0.33592304846466997,0.025932323244032995,0.017954740761959,0.0,-0.046919108342255995
2007-12-31,,0.0,0.087565674255692,0.61522539098436,-1.3039731929153,7.5109190172883995,-2.4272794662712998,-3.7528580336728,-0.07602131888442999,-0.07602131888442999,-0.38829431438127004,-0.22114391905843,0.095057947516964,0.1427252036811,-1.1865728704695,-0.0071982281284608,0.24874662553027,2.3487465181059,0.03238418079096,0.060106706287567,0.0,0.013686038198344998
2008-12-31,,0.0,0.099838969404187,0.36337747401395,0.34055118110236,-1.0321270112792,-0.28918666251169,0.37405617638176003,-0.10625325404872,-0.10625325404872,-0.6118097320940401,-0.35286320254507,-0.015107479710463001,0.016395335411615,5.0204918032787,-0.0027886224205242,0.9641754169240301,-0.6646148727333199,0.063590394676357,0.020163088488246002,0.0,0.077078085642317
2009-12-31,,0.0,-0.0043923865300146,-0.21138381201044001,-1.6654919236416998,-13.485856905158,-0.036972088265381,-1.1650181338609,-0.016418573990894,-0.016418573990894,-1.4478873239436998,-0.5661614092585,0.017260098549595,0.046773827104396,-0.5910142954390699,0.070469798657718,-0.9990566037735799,0.57539682539683,6.1743640405041e-05,0.031754457176757005,0.0,-0.080963517305893
2010-12-31,,0.0,0.025,-0.22981503553613,2.3261253309797,0.6653784648187601,-2.3597875569044,1.032634032634,0.072194513715711,0.072194513715711,9.949685534591199,-2.7960339943342998,0.015379984127419,0.10111506009387,-2.3022636484687,-0.038662486938349,467.5,-0.98173803526448,0.028112201848079,0.0005850784812168901,0.0,0.08702732963509599
2011-12-31,,0.0,0.022955523672884,-0.16656158651917002,-1.0265357569325,0.24645915019605,0.35085369936391,-0.024410222804718,0.012646819397603997,0.012646819397603997,0.26392877656519,0.50841219768665,-0.16968978249737,-0.13253338589661,0.7903885480572601,0.011413043478261001,-0.54429028815368,33.931034482758996,0.012811017475029,0.020264139530195,0.0,0.0087082728592163
2012-12-31,,0.0,0.0056100981767181,0.3000481397428,63.78,-2.2899146177056,-0.82684840974804,0.36742233417296,0.052611179696247,0.052611179696247,0.21904112701659,0.17880794701987,-0.010711851202649,0.018036185985741,-0.7310108509423199,0.0032240730789898,0.12334113973458,-0.0098716683119447,0.014398086843093,0.020059288537549,0.0,-0.035135762357856
2013-12-31,,0.0,0.023709902370990004,-0.12008040626321999,-1.3418493362148998,-1.1987259244513,-1.7256679389313,-1.04396414098,0.02374295961924,0.02374295961924,-0.49170549860205004,-0.7279716144293299,0.018637004954556002,-0.057753473578483004,-1.2531847133758,-0.01981788966256,-1.0722724113968,-1.864406779661,-0.0010326251083769,-0.017339920565727,0.0,-0.22277275351164003
2014-12-31,,0.0,0.031335149863759994,-0.0038475411807142,0.16595168209528,-2.4605559729527005,2.9092702169625,11.008379888268001,0.0069270528054563,0.0069270528054563,-0.028969563623028997,0.10978260869564999,0.01761958447415,0.01385763354258,0.43605870020964005,0.001639344262295,-7.0096153846154,-2.3829296424452,0.0062411624165001,0.02397476340694,0.0,-0.016834808442161002
2015-12-31,,0.0,0.030383091149272998,-0.083645141822571,-0.0214949651433,-0.062242798353909,-0.44466868483014005,-0.73272854152128,0.0015610943536012,0.0015610943536012,-0.075151057401813,-0.21841332027424,-0.0062357558875664,-0.011565420560748002,-2.5021897810219,0.0032733224222586,0.7936,-0.57422852376981,0.011212870087706998,0.010214494762785,0.0,0.020585457979226
2016-12-31,,0.0,0.03205128205128201,-0.04932824025289799,-0.27033445477934,-0.28762113731944,-0.10236220472441,-0.073977371627502,0.00042268776583092996,0.00042268776583092996,0.080032666394447,0.24310776942356002,-0.0064659977703456,-0.00023637867864327003,0.98347910592809,0.0070690592713432,-0.067796610169492,0.052889324191969,0.010446416591593,0.010749716485758003,0.0,0.016284233900814
2017-12-31,,0.0,0.034782608695652,-0.039487357118116,-0.039598589639273,0.057751540041068,0.12685560053981002,0.75563909774436,-0.00059415352927199,-0.00059415352927199,0.037429111531191,0.10181451612903,-0.0032380097460887,0.0,0.41989220970113,0.0080993520518358,0.24114832535885003,0.44930232558140004,0.012965703012368,0.015585370682908998,0.0,0.017419276523428
2018-12-31,,0.0,0.03721488595438201,-0.028921745402092,0.32222536006778,0.076923076923077,0.07964071856287401,0.23608137044967997,0.0045843076638528,0.0045843076638528,0.04628279883381901,0.13083257090575998,-0.0058859477019073,-0.0016845962879772,0.24430641821945998,0.0064274236743439,0.26368542791056,0.039152759948652,0.016395284600043,0.016191024379375,0.0,0.018314144246257002
2019-12-31,,0.0,0.039351851851852006,0.0008912655971479801,-0.20333190944041,-0.14218116268589,0.0024958402662231,-0.065829363360762,0.0096659652814308,0.0096659652814308,0.042842215256007996,0.086569579288026,-0.006794357447910001,-0.0025755646999616,0.25873544093178,-0.0021287919105907,0.18425869432581,0.25509573810994,0.019401197604791,0.020318295601965998,0.0,0.055360281195079006
