Date,ODA/JOR_LE_Value,ODA/JOR_LP_Value,ODA/JOR_PPPGDP_Value,ODA/JOR_BCA_NGDPD_Value,ODA/JOR_TX_RPCH_Value,ODA/JOR_TXG_RPCH_Value,ODA/JOR_TM_RPCH_Value,ODA/JOR_TMG_RPCH_Value,ODA/JOR_GGXWDG_NGDP_Value,ODA/JOR_GGXWDN_NGDP_Value,ODA/JOR_GGXCNL_NGDP_Value,ODA/JOR_GGXONLB_NGDP_Value,ODA/JOR_GGR_NGDP_Value,ODA/JOR_GGSB_NPGDP_Value,ODA/JOR_GGX_NGDP_Value,ODA/JOR_NGSD_NGDP_Value,ODA/JOR_PPPEX_Value,ODA/JOR_PCPIPCH_Value,ODA/JOR_PCPIEPCH_Value,ODA/JOR_PCPI_Value,ODA/JOR_PCPIE_Value,ODA/JOR_PPPSH_Value,ODA/JOR_NID_NGDP_Value,ODA/JOR_LUR_Value
2002-12-31,,0.024106066693451,0.07410816300622099,110.54901960783998,-0.35018831984069,-0.35018831984069,-0.05748203686348,-0.05748203686348,0.033593150770124,0.025555207669801003,0.35258764607678994,-1.6385426653883002,-0.022501982553529,0.10533578656854,0.011275143570161001,0.22157475838545002,-0.004950495049505,0.037895927601809994,-0.86555290373906,0.018336330618145998,0.0050625233296007,0.032258064516129,-0.045638030108752,0.043155673541623994
2003-12-31,,0.025892506865437998,0.062553556126821,1.0205660045702,-0.50413057961359,-0.50413057961359,-0.28438846536294005,-0.28438846536294005,-0.0007521134387628099,0.032771870723233995,-0.49913601579857,-3.1201201201201005,0.17418787817328,-1.9388264669164,0.093060593447107,0.25406243940275,0.0,-0.1133514986376,4.6331360946746,0.016274801759064,0.028562475337156,0.0,0.037072054140127,-0.057814029363785005
2004-12-31,,0.022944550669216003,0.1154616240267,-0.99408438451501,2.0217654171704997,2.0217654171704997,9.4747568318666,9.4747568318666,-0.07848942234354299,-0.095358959460975,-0.45490389354362,0.05665722379603401,0.054036158452326,-1.1343085106383,0.025976498748776,-0.15131741712024,0.0049751243781095,1.0682237246466,0.36449579831933,0.033652481061251,0.038962797467926,0.03125,0.31356460822417,0.018076044047371998
2005-12-31,,0.022990654205608,0.11614978061428,-266.33823529412,-1.1116891200925,-1.1116891200925,-0.28565111651559005,-0.28565111651559005,-0.081842239961665,-0.053950511560824,4.0226039783002,-2.8706434316354,-0.09073279982519901,12.13201320132,0.029878840902462997,-0.41373027730204,-0.014851485148515,0.037444279346211,0.070310495252759,0.034908251840457,0.041715539337069,0.03030303030303,0.24740648743425,0.0097959183673469
2006-12-31,,0.023204823679883,0.11413638292645,-0.36451809566036997,-1.9916401273885,-1.9916401273885,-0.96465490560198,-0.96465490560198,-0.094629216681691,-0.17990709861839,-0.27848784878488003,-0.56646363310641,-0.028175783244721,-0.11133450615733,-0.063996293054626,0.16700851513456,0.07537688442211,0.79175021483816,0.78782066650683,0.062556403749987,0.074564467195596,0.014705882352941001,-0.1144396614835,-0.052950687146322
2007-12-31,,0.021964285714286,0.11054309256028999,0.46485260770975,2.2115616218386,2.2115616218386,4.6742556917688,4.6742556917688,-0.03353858247085,-0.01829932466778,0.16192614770459,0.50082644628099,-0.001205452353723,0.8150452488687799,0.016804180418042,-0.29559011504048,0.023364485981307997,-0.25579536370903,-0.32010191766126,0.04654323084763,0.05069419515082099,0.028985507246377003,0.0072748917033167,-0.068146251244843
2008-12-31,,0.022191158483313,0.093365827240726,-0.44790426291974,1.2835,1.2835,-1.0774691358025,-1.0774691358025,-0.18335366680222,-0.1887269768474,-0.08245651707107599,0.084251101321586,-0.06922696045057901,0.19819258335929998,-0.07086635471044901,0.25684258279147,0.17351598173516,1.9954887218044999,0.78915187376726,0.13944451340023,0.090716013814246,0.042253521126761,-0.14996224680739,-0.034351145038167996
2009-12-31,,0.022222222222222,0.062773457493354,-0.6482260325676701,-1.8388438800088,-1.8388438800088,5.8167330677291,5.8167330677291,0.075210809375208,0.041686421824282005,0.9894687573133599,2.1879126460132,-0.12002526847757,0.41001300390116996,0.017990742627580002,0.17566022980208,0.023346303501946,-1.0481927710843,-0.70466321243523,-0.0067285616128437,0.026795238659645,0.054054054054054,-0.05433901054339,0.022766798418971997
2010-12-31,,0.022240802675584998,0.035622737653217995,0.6109748620478199,-1.6195510310624,-1.6195510310624,-0.61484511981297,-0.61484511981297,0.036094172134311,0.069532945872138,-0.34478296670979997,-0.43985980563964,-0.06086825102958401,-0.39039011343723995,-0.1298864708742,-0.16297395486875,0.068441064638783,-8.4434523809524,1.2795819335573002,0.050025729928547,0.06106379294707401,-0.025641025641026004,-0.041166380789022,-0.033853764105735006
2011-12-31,,0.022902012105349,0.047028291980438,1.2898192197907,0.28123025068463997,0.28123025068463997,-0.6934749620637299,-0.6934749620637299,0.05386437798936099,0.071166688490245,0.21687612208259002,0.34982935153584005,0.063686836176376,0.024205748865355002,0.091694876261215,-0.20949993886783,0.042704626334519,-0.11855257896841001,-0.4663500900605901,0.04409129984172799,0.032590198074428,-0.013157894736841999,0.064017377970866,0.032
2012-12-31,,0.023028946105869,0.04494462512715401,0.27956453087343,-1.0603419927655,-1.0603419927655,-15.410891089109,-15.410891089109,0.13353975794592998,0.15060204144001002,0.25907347300089,0.25179098187948,-0.12965694617799,-0.07932053175775501,-0.050335671493512,-0.49609465625241994,0.027303754266212,0.05398049444318401,0.99662473151273,0.046476911593835,0.065072281631209,0.0,-0.12945838837517,-0.05426356589147299
2013-12-31,,0.022979521650774,0.044327748375243,-0.36637007209197,-7.305177111716599,-13.993188010899,-1.0,-1.0,0.070522495104337,0.046480743691899,0.3336067494727,0.40902205015990994,0.042240667506845,-0.18514359056634003,0.12103344428594001,0.67341927562922,0.046511627906977,0.20529373789542002,-0.4907023205778401,0.056001235321367,0.033137850632374996,0.0,-0.049937922472065,0.0
2014-12-31,,0.022921760391197997,0.052332374913019994,0.023677736777367998,0.27592912705272,-0.42623466498899,,,0.048923998275601,0.09263959390862898,-0.095773657850804,-0.23545574005495,0.17966893216028001,-0.20082693443591,0.091055623108899,0.071533382245048,0.025396825396825,-0.4677736118550301,-0.23083886541943,0.029809279104259002,0.025495828204076,0.0,0.048932771889065994,0.0
2015-12-31,,0.023005676725426003,0.059211757513755,-0.30439571442876,0.035901778154107,-0.052083333333333,0.18521560574949,0.18521560574949,0.012074289649656999,0.015098722415796002,-0.41822952094063,-0.65390625,-0.028488618690796,-0.19118009361912,-0.13244174895678998,0.24700445053064,0.018575851393189,-0.11573297551157001,-0.05570812083169901,0.026356714944487006,0.02406834369248,0.0,-0.0071520856404578,0.0
2016-12-31,,0.022926401869159,0.064688630019199,-0.16064488268317,0.0073565473271211,0.011181800655485,0.16666666666667002,0.16666666666667002,-0.021039807711304002,-0.018306636155607,-0.44980791715383,-1.2668171557562,0.056392345193917,-0.1915930551325,-0.034146924386819,0.071722717913521,0.0091185410334347,-0.19081942336874,-0.077690070627337,0.021325234531464,0.022200225323496,0.0,-0.0032997165032299,0.0
2017-12-31,,0.022983583154889,0.066477857308803,-0.079917681358258,-0.018338201882506,-0.014489990467112,0.024354024354024,0.024354024354024,-0.039217005246872,-0.03846153846153799,-0.42167577413479,2.2521150592217003,0.013293842127015,-0.10625470987189001,-0.031023816888339002,0.029779058597502,0.0060240963855422,0.05672761368963901,-0.042342342342342,0.022544169155448,0.021253010206032,0.013333333333333,-4.6628741956599e-05,0.0
2018-12-31,,0.023025397711415003,0.067095435684647,-0.060950605778192,-0.019011406844106002,-0.013155349197137,0.021455494346186998,0.021455494346186998,-0.042953161100609004,-0.07918787878787899,-0.3249343832021,0.27731529656608,0.018081707565766998,-0.05944350758853299,-0.0027771570849428,0.024315920398009998,0.0029940119760479,-0.06388642413487099,-0.045155221072436996,0.021094597663444997,0.020299185287768997,0.0,0.0029843786430403,0.0
2019-12-31,,0.022916382485336,0.06657075086518599,-0.11036125446605999,-1.0,-1.0,0.0070962248084019,0.0070962248084019,-0.03689479010449,-0.038543051588190005,0.15085536547434,-0.05621181262729099,-0.0045736796421179,-1.3101748095025,0.0018245838668375,0.038613320381276,0.0029850746268657,-0.034123222748815,-0.0083743842364532,0.020386981985320997,0.020133776810389,0.0,0.0037193732856013,0.0
