Date,ODA/ESP_LE_Value,ODA/ESP_PPPGDP_Value,ODA/ESP_BCA_NGDPD_Value,ODA/ESP_TX_RPCH_Value,ODA/ESP_TXG_RPCH_Value,ODA/ESP_TM_RPCH_Value,ODA/ESP_TMG_RPCH_Value,ODA/ESP_GGXWDG_NGDP_Value,ODA/ESP_GGXWDN_NGDP_Value,ODA/ESP_GGXCNL_NGDP_Value,ODA/ESP_GGXONLB_NGDP_Value,ODA/ESP_GGR_NGDP_Value,ODA/ESP_GGX_NGDP_Value,ODA/ESP_NGSD_NGDP_Value,ODA/ESP_PPPEX_Value,ODA/ESP_PCPIPCH_Value,ODA/ESP_PCPIEPCH_Value,ODA/ESP_PCPI_Value,ODA/ESP_PCPIE_Value,ODA/ESP_NGAP_NPGDP_Value,ODA/ESP_PPPSH_Value,ODA/ESP_NID_NGDP_Value,ODA/ESP_LUR_Value
2001-12-31,0.041291147331416,0.06033246781393099,-0.0047967684928048,-0.59127294025771,-0.60665613272763,-0.5829791166143,-0.61940007791196,-0.063776756092221,-0.054643615648756,-0.43386243386243,0.066373840897999,-0.0032957547539956,-0.013656668793873998,0.0040750526174377,0.019817073170732,-0.18857634902411,-0.37434489643124996,0.02826788973651,0.025068997240110004,0.10948905109488999,0.012651821862348,0.002738475581926,-0.23937360178971
2002-12-31,0.030630409428518995,0.042840507647634,-0.17326230339929,-0.5328397420587501,-0.07883504895807202,-0.17283403500997,0.072415557830092,-0.054198445819542,-0.075417821449567,-0.41495327102803997,-0.036613272311212995,0.012281852775226003,0.0063664596273292,0.04259209704754299,0.026905829596412998,0.2695436858861,0.6063023534104499,0.035888216285103,0.04027372672201,-0.82236842105263,-0.0024987506246876,0.010279168563191998,0.088709677419355
2003-12-31,0.040857653365098,0.051436492149212004,0.076710647437864,0.87423312883436,0.40610520577813997,0.66755960353603,0.5960391314721999,-0.072139066927861,-0.060609501317104006,-0.012779552715655002,-0.15866983372922,-0.0128068856454,-0.012806665638019,0.022329640244685003,0.021834061135371,-0.13569239342435,-0.33325055872858,0.031030998044773002,0.026852151407311,-2.0987654320988,-0.010521042084168,0.029021963581753,0.0021786492374728
2004-12-31,0.038109407186999,0.060966986521983,0.49615275007125,0.14129841789416,-0.0056212444272146,0.54843373493976,0.45313200777396,-0.051879637600951,-0.06638141513767,-0.8576051779935301,-0.0045172219085263,0.019328238661729,0.012269459206001998,-0.035398970668228995,0.012820512820513002,-0.015796260477112,0.22048417132216,0.030523209358319998,0.032766225582861,-0.98876404494382,-0.019240506329114,0.032618213660245,-0.047826086956522
2005-12-31,0.058703560798147994,0.06920331631252401,0.40057142857143,-0.39364244741874,-0.79259259259259,-0.19825708061001998,-0.24609053497942002,-0.066803588801211,-0.097641179669092,-30.113636363635997,0.6108905275099301,0.023238438747907,-0.010885509148459998,-0.037739122890730004,0.009845288326301,0.10776285620701,0.13579493439121001,0.033826813332231004,0.037217815741306,-267.5,-0.011357769747031999,0.043636492120698,-0.16438356164384
2006-12-31,0.038111105326183004,0.072726425238057,0.21868625050999999,1.6389436342136001,5.234022556391,0.32181677018634003,0.38523471615721,-0.080759874898645,-0.12040172166428,0.8399687743950001,0.29225352112676,0.024926353954226002,-0.0022374856904985,-0.0091060722174637,0.011142061281337,0.053518628030751005,-0.27028479312198,0.03563,0.027156862745098,2.5534709193246,-0.012532637075718,0.04756745776483701,-0.076502732240437
2007-12-31,0.03214805155725,0.062328310107480994,0.115388907488,0.0038834951456309993,0.12875018845168001,-0.22055800293685998,-0.24007486947099,-0.08513319388089399,-0.12898806028577,-0.16419176919813,-0.15640326975476998,0.010243938388975,0.020964797913951002,-0.045448341749693,0.0055096418732782,-0.20179623912432998,0.5780559646539001,0.028436796925542997,0.042855779326143,0.43875395987328003,-0.019566367001586003,0.0011311486006076,-0.026627218934911
2008-12-31,-0.0053449951409135,0.028718360408663997,-0.037218609304652,-1.1517631304865,-1.3030586349673,-1.6499623210248997,-1.8068446979518,0.10663618082146,0.15359550561798,-3.2918781725888,-2.109819121447,-0.10300554420776001,0.057439852888594,-0.07106090935087202,0.0041095890410959,0.4521800281294,-0.6605226318245401,0.041292672850866,0.014552443712246002,-0.4,-0.019417475728154998,-0.060141395228717996,0.3677811550152
2009-12-31,-0.066585246702491,-0.031020660672479,-0.49828535799646995,8.8107843137255,3.5870427501102,2.3207729468598997,2.0160668380463003,0.34364731653888003,-0.19648712704133,1.463122923588,1.8728172293364,-0.049013229234439,0.1159094751588,-0.021445795495356995,-0.0068212824010914,-1.0576271186441,-0.38625429553265006,-0.0023803942077075,0.0089309878213803,-2.8024464831804003,-0.035753575357536004,-0.17905475029195997,0.58888888888889
2010-12-31,-0.020045009682315,0.010165865586907,-0.06980115990058,-2.1695812930948,-2.4681014604151,-1.5434972359616002,-1.6492648625613,0.14226429775645,0.34053901167724,-0.13568923657944,-0.17049944281228,0.04598061573546201,0.0022293407211809,-0.038850731400409,-0.010989010989011,-9.5840336134454,2.2038073908175,0.020426239583522,0.028612303290415,0.15575161180862,-0.052481460353679,-0.045102715367558,0.11048951048951
2011-12-31,-0.016182439649648002,0.021174993184015,-0.1707860164774,-0.34953861927546004,-0.43494764397906,-1.0117773019272,-0.96078109616016,0.14293823796549,0.19980709527685,-0.0049937578027466,-0.07572056668295099,-0.014253399831030002,-0.012309685779074,-0.044348679903992994,-0.020833333333333,0.49388154674497997,-0.17651170919259002,0.030522045667924002,0.02355702364395,0.0096887844979448,-0.037326911499097,-0.06922840993734401,0.07808564231738001
2012-12-31,-0.0427772650779,0.0012304277708559,-0.67588614393126,-0.72323656902666,-0.72619874913134,50.790909090909004,-15.966527196652999,0.21967106103393,0.3209063960207,0.11198243412798001,0.069635306553911,0.027647221454244,0.045260741226632005,0.058564986585993,-0.017021276595745,-0.20183486238532,0.27249575551783,0.024357960600956,0.029978768577495,0.4315207909276,-0.04565353345841099,-0.07018782657816701,0.1588785046729
2013-12-31,-0.028015652469801006,0.0025157419048126,-1.6454018227008997,1.3179876601804,2.0304568527919002,-1.0663507109005,-1.2166620072687,0.092566522007237,0.15003803727653,-0.33286318758815003,-0.48289067325509993,0.015792305622814,-0.061771781194436,0.025882987328121002,-0.0086580086580085,-0.3735632183908,-0.8982655103402301,0.015262371834673001,0.0030507915567283,0.20312817387772,-0.042595019659239994,-0.076245443499392,0.05241935483871
2014-12-31,0.0063597642802965,0.030095010360797002,-0.87163029525032,-0.15622440622441,-0.58431044109436,10.235449735449999,1.2490322580645,0.050412651083541996,0.08414228778382299,-0.19238900634248998,-0.34854276158624004,0.010647032338374001,-0.021470614465353,-0.047989487516425997,-0.018922852983988,-1.019003931848,-0.98360655737705,-0.00028925380781986,5.7542129058699e-05,-0.15769035961506,-0.019164955509925,-0.012824728707661999,-0.055862068965516994
2015-12-31,0.0075950834879406,0.035657509503844005,2.66,0.34287794224703005,1.0198119543318,0.051330350835884,0.32587492828457004,0.024959701537931,0.049117561816435,-0.17609075043630001,-0.37843784378438006,-0.00010482454990953,-0.023080954225432004,0.017833480565371002,-0.011869436201780001,-22.931034482759,154.0,0.0063571582097449,0.0077513007882818,-0.20986169573060998,-0.020237264480112,0.0031645569620252,-0.044842139436734
2016-12-31,,0.037062244927513,0.79781420765027,-0.01066136610047,-0.014796342477139998,-0.066965285554311,-0.090220683686716,0.010306525158010001,0.027916309231284,-0.19741580173692003,-0.56165191740413,0.0083082164853886,-0.014343688776938,0.014212096555465,-0.009009009009009002,0.48584905660377004,0.18967741935484,0.0094467490861298,0.0092169657422513,,-0.021367521367521004,-0.0016603021749957,-0.049241619577686
2017-12-31,,0.039390725372904,0.20364741641337,-0.08675799086758,-0.10276746540668,-0.054248679788766,-0.023543400713436004,-5.8741176585768996e-05,0.012744529470840002,-0.22433359725521,-1.1749663526245,0.006810147639842,-0.013913537303897,0.0066855645290688,-0.0090909090909091,0.10793650793651,0.24078091106291,0.01047320665663,0.011436191707751002,,-0.02037845705968,-0.00055435445423813,-0.052238805970149
2018-12-31,,0.040580109706598,0.45580808080808,0.002,0.0028211397404551,0.042385786802031,0.014612761811983,-0.0097907712190489,-0.0005028073409872,-0.24328002722014003,5.5769230769231,0.0017039293643826,-0.015573632807813001,0.018489002231431,-0.0076452599388379,0.24164278892073002,0.21241258741259,0.012998099410495002,0.013871908586040002,,-0.020802377414562,-0.00066559432026183,-0.061954830496487
2019-12-31,,0.041327648968984,0.1968777103209,-0.010179640718563,-0.0041260315078770005,0.10372534696859,0.12938070091214998,-0.014841254931429999,-0.0074201391800116,-0.18165467625898998,1.0608187134503,-0.0078092783505154,-0.017233814352573998,0.012258737610850001,-0.0061633281972265,0.031538461538461,-0.028839221341024,0.013411667435168003,0.01346143236576,,-0.01896813353566,0.00044402508741739,-0.069364161849711
