Date,ODA/KIR_LE_Value,ODA/KIR_LP_Value,ODA/KIR_PPPGDP_Value,ODA/KIR_BCA_NGDPD_Value,ODA/KIR_TX_RPCH_Value,ODA/KIR_TXG_RPCH_Value,ODA/KIR_TM_RPCH_Value,ODA/KIR_TMG_RPCH_Value,ODA/KIR_GGXWDG_NGDP_Value,ODA/KIR_GGXCNL_NGDP_Value,ODA/KIR_GGXONLB_NGDP_Value,ODA/KIR_GGR_NGDP_Value,ODA/KIR_GGX_NGDP_Value,ODA/KIR_PPPEX_Value,ODA/KIR_PCPIPCH_Value,ODA/KIR_PCPIEPCH_Value,ODA/KIR_PCPI_Value,ODA/KIR_PCPIE_Value,ODA/KIR_PPPSH_Value
2006-12-31,,0.021505376344086002,-0.015384615384615,-0.37615091544079,-2.2599213095643,-1.6457627371658001,-1.9033462536894,-1.9182897862233002,1.8342327756791001,0.039325105042017,0.040232927474854,-0.1708205851009,-0.13958321137973,0.015009380863039,1.8404558404558,-5.8657187993681,-0.00997,0.0308,0.0
2007-12-31,,0.021052631578946997,0.109375,-0.17676746257263,-3.5474207726116003,-7.1535865369056,-1.4142424123135,-1.1352584301369,-0.012535305131540999,0.043964373697177005,0.044147582697200996,-0.031633499170813005,-0.018063067659964998,-0.038817005545287005,-4.603811434302901,-0.9879870129870101,0.03591810349181299,0.00036864571206826,0.0
2008-12-31,,0.020618556701031,0.042253521126761,0.036731750038637996,-1.2136965569429,-1.1181413834815,-0.7545376793690001,-1.3028511821975,-0.10403008098727001,0.18375990802929,0.18599975630559,-0.035278503232436004,0.0065244001016189,0.039423076923077005,2.8032284998607997,654.05405405405,0.13665304848916,0.2423728156093,0.0
2009-12-31,,0.020202020202020003,0.0067567567567568,0.15762273901808999,-1.0774787535411001,-0.6716588762758801,-1.4444444444443998,-0.0091848450057405,0.02995085906955,-0.38826415865876,-0.39184260543484,0.048521427831773,-0.049504950495049,0.012950971322849,-0.28166849615807,-1.0539258159013,0.098169403125911,-0.013074599370857998,0.0
2010-12-31,,0.01980198019802,0.0067114093959732,-0.27661401098901,-23.685557586837,3.6404222351346,9.0574912891986,12.380069524913,0.11698126349516001,0.057403074866309994,0.06073148069938299,0.023138023956320003,0.02807551178061,0.0009132420091325199,-1.3973105134474,0.47130833970926,-0.038994516396132,-0.019227118858553,0.0
2011-12-31,,0.019417475728154998,0.046666666666666995,0.9130073581770699,-1.6859134499153998,-3.0398605922741,-2.0527455395808,-2.075171040097,-0.09060580550618902,0.6776768075859301,0.6817964644051601,-0.14478964133537,-0.02260079366943,-0.027372262773723,-1.3838461538462,-0.56942277691108,0.014972444849056,-0.0082819241159631,0.0
2012-12-31,,0.028571428571429,0.04458598726114701,-0.18369625907314002,-1.7710744287141,-1.1753253396628,0.5730974907445501,0.61006846556585,-0.6013302705111899,-0.68239837972776,-0.6846590909090899,0.45806930134314,0.16723324003892,-0.034709193245779,-3.0367401469606,3.6775362318841,-0.030496203991415,-0.038730504643107004,0.0
2013-12-31,,0.018518518518518996,0.048780487804878,0.041495668034656,-1.2533902178882,-1.1052109470736002,-0.84514408242247,-0.8329080994546999,0.14654282765738,-2.5254337831826,-2.5567567567568,0.24807581722475,0.055613300264482,-0.0068027210884353,-0.51262709084946,-1.2194681125742,-0.014860399801751,0.0085014592056845,0.0
2014-12-31,,0.018181818181818,0.046511627906977,0.94972270869819,0.20384846662658,0.16084303937881,0.16008105369807998,0.23682634730539,0.19299429942993998,-3.5101108302547,-3.4798418209877,-0.25675831332347004,0.06948086765781099,0.0088062622309197,-2.6823687752355,1.9411764705882002,0.024995597890340997,0.024995806072807006,0.0
2015-12-31,,0.026785714285714003,0.044444444444444,-0.0008982372094764401,0.12712287712288,0.36168179646440995,-0.9088791848617199,-1.1696925683853998,0.24847532222572,-0.21178202099229002,-0.21558865855081,0.0027895997997211,-0.04771107181272901,0.005819592628516,0.0,0.0,0.024999590975279,0.025,0.0
2016-12-31,,0.017391304347826,0.042553191489362,-0.07615658362989301,-0.0037668956348326,0.09789473684210499,-10.517571884984,7.416547788873,0.21272095482701,-0.044960935580560996,-0.050079333597779004,-0.062092086023039,-0.058754834016158,0.0057859209257474,0.0,0.0,0.025004389535348,0.025004989820766002,0.0
2017-12-31,,0.017094017094017,0.04591836734693901,-0.16328764901468,0.025800711743772003,0.09939277724512599,0.80832494125545,0.76440677966102,0.17935301690129002,-0.033237291623791,-0.03826077878693,-0.10102162395112001,-0.08761313942845501,0.0047938638542667,0.0,0.0,0.025001751913479,0.024994742458349,0.0
2018-12-31,,0.025210084033613,0.04390243902439,-0.14262175914707997,-0.016045099739809,0.024418604651163,0.082049378132541,0.08693563880883799,0.16947183098592003,-0.015540180947312,-0.019592944369064,-0.088771078901359,-0.073443682773226,0.0038167938931298,0.0,0.0,0.024999620182009,0.025000759901517,0.0
2019-12-31,,0.016393442622950997,0.042056074766355006,-0.10462355867058999,0.024019391802556,0.10783200908058999,-0.36026762738034,-0.33707467962881,0.13702465901906,-0.068493891231484,-0.072021700620018,-0.039920777372037,-0.046279142506556,0.0038022813688213,0.0,0.0,0.024997591397212002,0.024998887949823998,0.0
