Date,ODA/TGO_LE_Value,ODA/TGO_LP_Value,ODA/TGO_PPPGDP_Value,ODA/TGO_BCA_NGDPD_Value,ODA/TGO_TX_RPCH_Value,ODA/TGO_TXG_RPCH_Value,ODA/TGO_TM_RPCH_Value,ODA/TGO_TMG_RPCH_Value,ODA/TGO_GGXWDG_NGDP_Value,ODA/TGO_GGXCNL_NGDP_Value,ODA/TGO_GGXONLB_NGDP_Value,ODA/TGO_GGR_NGDP_Value,ODA/TGO_GGX_NGDP_Value,ODA/TGO_NGSD_NGDP_Value,ODA/TGO_PPPEX_Value,ODA/TGO_PCPIPCH_Value,ODA/TGO_PCPIEPCH_Value,ODA/TGO_PCPI_Value,ODA/TGO_PCPIE_Value,ODA/TGO_PPPSH_Value,ODA/TGO_NID_NGDP_Value
2004-12-31,,0.026350710900474,0.049412196914034,0.10395375245174,-0.8726108740026001,-1.2112282764448998,-1.1542283512472,-1.3897588295805001,-0.08364279562523701,-0.60761047463175,-0.36641756188696994,-0.0005120036409148,0.097535187999736,-0.10677083333333001,0.0025945061472424,-1.4225806451613,-3.2608193883439,0.0039251602773781,0.039184492633022004,-0.1,0.0059532050394573
2005-12-31,,0.026043590690802,0.044284964116926,-0.097437815597531,2.8055353241077996,-2.6042790050444,0.88034188034188,0.049853372434017995,-0.17403563379855,-3.5307612095932996,-1.5108735716919,-0.039842905116967,0.16171954964176,0.33219954648526,0.043942163125919004,16.259541984733,0.39637570188871996,0.067829342558914,0.054699828069431994,0.0,0.12248830167905
2006-12-31,,0.025382538253825,0.072410325175997,-0.16980936593451998,0.0076555023923445,0.13715710723191998,-1.5003496503496998,-1.5720670391061002,0.11025327297198,0.15451174289245997,0.36435786435786,0.09182524156737198,0.09976677895827901,0.09495440729483301,-0.037386429951975,-0.6709420610349399,-0.7260098702248199,0.022323806142375,0.01499503143039,0.0,0.029671407552721997
2007-12-31,,0.025280898876405,0.050171928727728,0.06826407088481201,-0.78632478632479,-1.0353737604881998,1.2393431167016,0.4296875,0.18116397218457003,-0.32726623840114,-1.1269169751453998,0.0053208817461179,-0.038548539114043,-0.33633133466577997,-0.00012236089790647,-0.57750896057348,1.2508338892595001,0.0094313001953549,0.033738147097001,0.0,-0.12717313646106
2008-12-31,,0.025171232876712,0.043905343057003006,-0.17932242990654,3.1608888888888997,-19.692722371968,0.35887033858635997,0.72489754098361,-0.1744728494122,-0.5480106100795801,-1.3541666666667,-0.08014689997839701,-0.12337025781786,0.72611678099381,0.1220754947879,8.236479321315,2.0583876704209,0.087088346289069,0.10319985527758001,0.0,0.18301500682128
2009-12-31,,0.026223484215801004,0.04291417165668701,-0.20498220640569,0.63330484939116,1.3570295602019,0.44356412906189,0.046926046926047,-0.17038878842676003,3.5821596244130998,34.023529411765,0.018201033348990002,0.18792284036902,0.20180284966560003,0.012214951417806999,-0.57210103329506,-0.9446651807345698,0.037276602478513,0.0057103722352442,0.0,0.03701781698668
2010-12-31,,0.0263671875,0.053315105946685,0.12694717994628,-1.1604211627755,-1.0921326318365001,-1.032214444798,-1.0559810874704,-0.35517138030625,-0.36372950819671995,-0.48740342626806,0.15707530849960002,0.0613291913772,0.013630131462215,-0.0011460251537829,-0.6141668902602601,5.5814360770578,0.014369076450733,0.037578047821375,0.0,0.048818459827634005
2011-12-31,,0.026324135743736002,0.069565217391304,0.27629488401652,-5.0101916021199004,-1.1918990703851,-93.679012345679,-87.601351351351,-0.057317305051443994,0.61594202898551,1.2044560943643998,-0.013405760988737,0.05592265732405,-0.15611075747931,0.05447413581760201,1.4742698191933,-0.61122937732837,0.035578324011844,0.014614396243333,0.0,-0.011875099400943997
2012-12-31,,0.026421508034611,0.078145856085427,0.18573384787751002,-0.12920605875775001,28.273356401384,-1.1520714000266001,-1.1675314036046,0.010959211116092,0.799451918286,0.87068965517241,-0.031115825630146,0.10894582108357999,-0.10126343579106,0.046201060169255,-0.25829117481731,0.9911019849418199,0.026395570481982003,0.029090213370748,0.0,0.022426095820590998
2013-12-31,,0.026343519494204,0.066854248733821,-0.11170603674541,0.9118608452019599,0.45957446808511,-3.2676944639102996,-2.3946908836884,-0.011660644217340001,-0.35525404956389,-0.43333863022406,0.092435222355456,-0.030033328283592998,0.040809903483005,0.0050267560312183,-0.33308071239106,-0.37607425232038,0.01760731530448,0.018148820326679,0.0,-0.035420055622606
2014-12-31,,0.026400704018774,0.074163941344024,0.06157664578655,-0.12309946876717,0.5828474246841601,0.032601977750309,0.13515318473996,0.010250543929299999,0.083744900150311,0.039259674705552,0.020187076453182996,0.03170512670337,0.18727950811410002,0.0072348724389392,-0.14772727272727,0.10192837465565,0.014999695834673001,0.019999130472588,0.11111111111111001,0.12936568382113
2015-12-31,,0.026293226636182006,0.076212924769201,-0.13916722333556,-0.087250191490843,-0.12279355333844999,-0.39555588807422,-0.05647889395499299,-0.013077264653641002,-0.25480483455518,-0.31327576902321,0.04149319361931,-0.01506263482572,0.14016469988963,0.0060281959756413,0.8,0.35,0.026996018665183,0.026997996675332994,0.0,0.019364161849711
2016-12-31,,0.026455026455026,0.078298959664172,-0.038023797206415,-0.27914250839182003,-0.24275298920968,0.20299542022528,-0.051441932969603,-0.025353760320352997,-0.085349641052911,-0.12102161100196,0.033192597915918,0.016061479346782,0.091734921816828,0.0050668598561553,-0.074074074074074,-0.074074074074074,0.025002501083802996,0.025001660136794997,0.0,0.044324733012002994
2017-12-31,,0.026315789473683997,0.076675693974272,-0.07717128260285,0.47602920944015004,0.39759685742895,-0.0027780635867887,-0.019227608874281002,-0.019827347428677,-0.18720930232557997,-0.26285203397407,-0.0048689301395471,-0.028589796921681,0.0016368844632382,0.0033825885704112,0.0,0.0,0.025002643415455002,0.024999190178485002,0.0,-0.024886877828054
2018-12-31,,0.026301876817341,0.075224021380286,-0.015005827505827,-0.21416792141679,-0.24188481675393,-0.0059843169624432,-0.028317694369973,-0.016908041916873,-0.12124463519313,-0.27956337174045,-0.0097418199292298,-0.021878771362946,-0.037246357074765,0.0018132562446988,-0.008,0.0,0.024797454392522005,0.024997827306413,0.0,-0.03016241299304
2019-12-31,,0.026400515132002998,0.07273923532422001,-0.014051175861558999,0.04899635036496299,0.0057429485315499,-0.12092588748184,-0.14252457320227999,-0.023881955589623,-0.08017908017908,-0.16919191919192,0.00026469031233457995,-0.0076417910447761,0.017327958129995,0.0023067452860753,0.0,-0.08,0.024793644402458997,0.023000732261918,0.0,0.0071770334928231
