Date,ODA/MRT_LE_Value,ODA/MRT_LP_Value,ODA/MRT_PPPGDP_Value,ODA/MRT_BCA_NGDPD_Value,ODA/MRT_TX_RPCH_Value,ODA/MRT_TXG_RPCH_Value,ODA/MRT_TM_RPCH_Value,ODA/MRT_TMG_RPCH_Value,ODA/MRT_GGXWDG_NGDP_Value,ODA/MRT_GGXCNL_NGDP_Value,ODA/MRT_GGXONLB_NGDP_Value,ODA/MRT_GGR_NGDP_Value,ODA/MRT_GGX_NGDP_Value,ODA/MRT_NGSD_NGDP_Value,ODA/MRT_PPPEX_Value,ODA/MRT_PCPIPCH_Value,ODA/MRT_PCPIEPCH_Value,ODA/MRT_PCPI_Value,ODA/MRT_PCPIE_Value,ODA/MRT_PPPSH_Value,ODA/MRT_NID_NGDP_Value
2007-12-31,,0.026526046660275002,0.037095597178302,9.9143939393939,-0.9869313482216701,-0.9869313482216701,1.488326848249,1.488326848249,0.11639674946689,,,-0.56466067150014,,-0.73800582303051,-0.024154315457627997,0.16231373177375,-0.16619781703612,0.07254261537447901,0.07409895596913299,0.0,-0.17797761790567998
2008-12-31,,0.025840597758406,0.055470857276885006,-0.05219684875407799,4.3417721518987,4.3417721518987,-0.9118902989114099,-0.9118902989114099,-0.16577700226116,2.9622641509434,-24.623711340205997,-0.13627104106358,0.035545503645693,0.59558705105492,0.10275063042544,0.027019575406672,-0.47287449392713005,0.074507670165339,0.039057745621746,0.0,0.14037049642631
2009-12-31,,0.024886191198786,-0.0047777777777777,0.18733064811424,-3.9763033175355,-3.9763033175355,-0.84914675767918,-0.84914675767918,0.1892644528881,-0.21259600614439003,-0.4152301985599,0.053293611386958,-0.0031293803175017,-0.6547895427475501,-0.065672585489225,-0.7131543624161101,0.25832053251408,0.021365915810451,0.049156857800590995,0.0,-0.16312782467808998
2010-12-31,,0.024578027835357005,0.056157195489560996,-0.37426756306667003,-2.8597399150742997,-2.8597399150742997,56.457013574661,56.457013574661,-0.067042013133657,-0.6150994927819,-1.0085820895522,0.064739157762414,-0.049180863935123005,0.7535087719298199,0.16019083495934,1.9302760879738,0.24984740590031,0.06262094775057199,0.061430033494604006,0.0,-0.17928469533320002
2011-12-31,,0.023988439306357995,0.061310782241014994,-0.38294726466240003,-0.76054227613271,-0.76054227613271,-0.13545440226807,-0.13545440226807,-0.09321003491472099,-0.24581855043082002,3.0434782608696,0.027929456906730002,0.0093544726072153,2.0750375187594,0.12627107110221,-0.09198339188757598,-0.10923001790656,0.05686119577077901,0.054711867873396,0.0,0.53305605562108
2012-12-31,,0.023990968106125003,0.089043824701195,4.0950479233227,2.0169845053635003,2.0169845053635003,0.39560940061941996,0.39560940061941996,0.10074916042366,-2.883064516129,40.677419354839,0.41430673701590004,0.2471293740843,-0.6615693292120799,-0.07265979025506,-0.13770664790714002,-0.37463450292398,0.049031265798449006,0.034220058314692,0.0,0.54616132167153
2013-12-31,,0.023980154355016003,0.082769343332724,-0.055870826148299,-1.6217283950617,-1.6217283950617,1.4004960511716003,1.4004960511716003,-0.020507146768588003,-1.3982869379015,-0.9649122807017501,-0.1431326768856,-0.047046609474892004,0.076109597820862,-0.015590532125803998,-0.15786253314297,0.30040911747515997,0.04128910518778,0.044498761133061,0.09090909090909101,-0.03548606746281201
2014-12-31,,0.023956931359354002,0.085902525551144,-0.11108159266762,-2.3175536139792996,-2.3175536139792996,-0.8190494317254899,-0.8190494317254899,-0.20084202359492,-1.0456989247311999,8.3382352941176,0.05301504561071,0.01786123853211,0.5260571768910101,-0.044760878198219,-0.20610317268104003,-0.078876404494382,0.032781435369272006,0.040993748998237,0.0,0.0051046729479487
2015-12-31,,0.024185068349106005,0.087196639701307,0.47313956963539006,0.18422956353991002,0.18422956353991002,0.06581517655897799,0.06581517655897799,-0.0052824693402625,3.8627450980392,0.19842519685039003,-0.0070596838611691,-0.012618651944905999,-0.58415455166358,0.0043948212376766,0.29652226967663003,0.07343254452305399,0.04249585013790799,0.044004705331683,0.0,0.18040359834671
2016-12-31,,0.023870636550308,0.087000071546111,-0.33631729769482,-0.12960700468336,-0.12960700468336,-0.033131256168053,-0.033131256168053,-0.057353637707577,1.6451612903226,0.23193166885677,-0.0024077273886070004,-0.014063614320353999,0.56381980290943,0.015846736045412,0.058823529411765,0.045454545454545005,0.045001574116678,0.04599620090376,0.083333333333333,-0.24851813708662
2017-12-31,,0.024066182000500997,0.11149871651417999,0.11803140881128,1.5467306117675002,1.5467306117675002,0.3827646544182,0.3827646544182,-0.09440138861397501,1.6585365853658998,0.52693333333333,-0.009370208416150999,-0.041027718303339,-1.5300825206302,0.023622429181218,0.044444444444444,0.043478260869565,0.046997479794907995,0.048000406066177004,0.0,-0.21650018272628
2018-12-31,,0.023990208078334997,0.07976550008882599,-0.29118250170882004,-0.78072753995958,-0.78072753995958,-0.3784667299377801,-0.3784667299377801,-0.13080686651983,-0.11410550458716,-0.11421585749213999,-0.037749369410686004,-0.033731595462225,-1.2872912538919,0.093882386390561,0.042553191489362,0.041666666666667,0.0490047975564,0.049999461850588,0.0,-0.1543903292261
2019-12-31,,0.023906287353573995,0.13019633651419998,-0.7129218900675001,5.8175534143276,5.8175534143276,0.9983033593484899,0.9983033593484899,-0.049267849198213,-0.40582524271845,-0.27365930599369,0.024515206577105,0.045275713482794994,11.48078817734,-0.048266779875412995,0.0,0.0,0.048999593824014996,0.050001793832291995,0.076923076923077,-0.14401287060446
