Date,ODA/ATG_LE_Value,ODA/ATG_LP_Value,ODA/ATG_PPPGDP_Value,ODA/ATG_BCA_NGDPD_Value,ODA/ATG_TX_RPCH_Value,ODA/ATG_TXG_RPCH_Value,ODA/ATG_TM_RPCH_Value,ODA/ATG_TMG_RPCH_Value,ODA/ATG_GGXWDG_NGDP_Value,ODA/ATG_GGXWDN_NGDP_Value,ODA/ATG_GGXCNL_NGDP_Value,ODA/ATG_GGXONLB_NGDP_Value,ODA/ATG_GGR_NGDP_Value,ODA/ATG_GGX_NGDP_Value,ODA/ATG_NGSD_NGDP_Value,ODA/ATG_PPPEX_Value,ODA/ATG_PCPIPCH_Value,ODA/ATG_PCPIEPCH_Value,ODA/ATG_PCPI_Value,ODA/ATG_PCPIE_Value,ODA/ATG_PPPSH_Value,ODA/ATG_NID_NGDP_Value
2003-12-31,,0.012820512820513002,0.07850911974623301,0.13108687183483,5.3374558303887,2.4481505944518,3.7098567457772003,2.4481505944518,-0.0050403776382007,-0.0050403776382007,0.027994825355757005,-0.026452958040136,-0.024457492979321,0.0015934207144694,-0.013193581195615,-0.029103608847497003,-0.171926910299,-0.29058823529412003,0.019933651778852,0.018092105263158003,0.0,0.019249299229152
2004-12-31,,0.0,0.06102941176470599,-0.08851386257964501,-0.9216615556175101,-0.73268843980462,-0.94270927909933,-0.73268843980462,-0.035555485849168,-0.035555485849168,-0.38125440451021997,-0.47229286574755996,0.07803831257196699,-0.15608642102022,-0.00045807208909517,0.0077937649880097,0.018054162487461996,0.52349364289663,0.020297596337276,0.027558680984509996,0.0,-0.022409384869904996
2005-12-31,,0.012658227848101002,0.10602910602910999,0.62422066880786,-0.09074733096085401,-1.3938851068912,-4.1204437400951,-1.3938851068912,-0.22762938569744,-0.22762938569744,0.2374715261959,0.47279644895371004,-0.039665970772443,0.063911946243425,-0.10145218113597,0.0035693039857228,0.033990147783251,-0.07728592162554401,0.020987585072171005,0.025432349949135,0.0,0.06736263736263699
2006-12-31,,0.0125,0.16228070175439002,0.49488193555891996,5.9090019569472005,-10.761673741662,-6.602590147282901,-10.761673741662,-0.043394041478050004,-0.043394041478050004,-0.42193149694300003,-0.56746749332644,0.12659251769464,-0.11185733474322,-0.07832074208664,-0.020746887966805,-0.14816579323486997,-0.99646087298466,0.017882486517173002,9.0187590187636e-05,0.5,0.12461649335942
2007-12-31,,0.012345679012346,0.09919137466307301,0.16336614402988,-0.5164990794505,-0.66931726408648,-0.55772107147713,-0.66931726408648,-0.12838402958137,-0.12838402958137,-0.42727169339246995,-0.63189329086203,-0.024591635253994,-0.13855906297262,-0.5538839316594,0.033292978208232994,-0.20805369127517,580.11111111111,0.014159005451307,0.052304085129407,0.0,-0.21634289690023
2008-12-31,,0.012195121951219998,0.035311427170181,-0.10848772657346999,-0.71148213239602,-1.4501221115912,-1.2317073170731998,-1.4501221115912,-0.024380697457135,-0.024380697457135,0.13820492454329,0.57869118442401,-0.016424365108576,0.01270031003698,-0.75936119078998,0.0093731693028705,2.7669491525424,-0.8608030592734199,0.053335107326592,0.0072842574342275,0.0,-0.30466577883694
2009-12-31,,0.012048192771084,-0.09995262908574101,-0.47441668542276,-13.355329949239,2.0772120200333997,4.6859796550199,2.0772120200333997,0.32598258078709996,0.32598258078709996,2.1812630844382,2.7852004110997,-0.12498245942280001,0.36262033860795,3.9813144329897003,-0.0052234474753338,-1.1031121109861002,2.2953296703297,-0.005498808451154999,0.023991832567636002,-0.33333333333333,-0.0097106952051342
2010-12-31,,0.011904761904761998,-0.074210526315789,0.050317607594033,-0.71963845521775,0.16696053166961,0.09660858742999401,0.16696053166961,-0.11397618582861999,-0.11397618582861999,-0.9860707430765,-1.1677074848403002,0.20110119206714,-0.38487358562070006,-0.05322726684775599,0.016919486581097,-7.1272727272727,0.21925802417673998,0.033700254022015,0.029245596543702002,0.0,-0.0039698697068404
2011-12-31,,0.011764705882353,0.0017055144968733,-0.29219896711063004,-2.0360492379836,-0.55357973035797,-0.5893034472974901,-0.55357973035797,0.018164393822563997,0.018164393822563997,13.153543307087,-1.8208310847275,-0.090791757532601,0.05720823798626999,0.28669991119612,-0.0068846815834768,0.025816023738872002,0.38256410256409995,0.03456749672346,0.040442363577655994,0.0,-0.0035087719298246
2012-12-31,,0.0,0.054483541430193,0.32939708141321006,-1.0605374823197,-2.3230929445457003,-3.967530224525,-4.2768810205676004,-0.05716696779219099,-0.05716696779219099,-0.66954102920723,-1.7297830374753,-0.030544813745166,-0.12616550116550002,-0.11377150138033999,0.010976314269208,-0.023141452126121002,-0.54525222551929,0.033768804433887994,0.018387772519202,0.0,0.044031177355394996
2013-12-31,,0.011627906976744,0.033369214208827006,0.019137719361595,-0.9439252336448599,-1.0095434868162,-1.5274124083343,-1.4880228816588998,0.081655134428035,0.081655134428035,2.5193602693602997,-2.4459459459459,-0.057258268114113,0.08855332729957599,-0.015755106931049,-0.035428571428571,-0.68640805448623,-0.42414355628059,0.010592425228812999,0.010589669358524999,0.0,6.5487884741403e-05
2014-12-31,,0.011494252873563,0.0359375,0.08177437641723401,15.0,273.70103092784,-1.2199293754138,-1.1509971509972,0.031040811346976,0.031040811346976,-0.68093757474288,-2.0149532710280003,0.099405495152911,-0.043366007351653996,-0.08892270237370697,-0.0053317535545023,0.055712936732767,0.32861189801699997,0.011186224876466002,0.014067093856012,0.0,-0.010018990242944
2015-12-31,,0.011363636363636001,0.035696329813977,-0.07519979038386,-12.489583333333002,-1.032988065751,0.031610637230306,-0.067924528301887,-0.044356871662431,-0.044356871662431,-1.188155922039,0.94904849600982,0.058800604082428,-0.017336809844015,0.07615739194335,0.00059559261465151,0.74508050089445,0.43425728500355,0.01950923372107,0.020183472598055,0.0,-0.00029765842042599
2016-12-31,,0.011235955056179999,0.039320388349515,-0.12600934976626,-0.19809610154125,-0.31740614334471,0.031614785992218,0.15673799884326,-0.04227050539417299,-0.04227050539417299,-4.2151394422311,-0.26897637795276,-0.058341768657403,-0.009729075505074,0.10987646657148,0.0053571428571429,0.22450025627883,0.22745292368682002,0.023892315496188,0.024775743090117996,0.0,-0.00029774704734179
2017-12-31,,0.011111111111111,0.04110228865016401,-0.10892292730367,-0.18598078010175,-1.7666666666667,-0.061291843470060996,0.0,-0.042168810144797,-0.042168810144797,0.045848822800496,-0.023265833692374,-0.0056190755399200005,-0.0036666196587223,0.074668605626713,0.0041444641799881,0.036835496023441,0.0,0.024770780530885,0.024774054084804,0.0,-0.00033092858561128
2018-12-31,,0.010989010989011,0.041722745625841,-0.010732150977717,-0.04375,0.12608695652173998,-0.038171772978403,0.0,-0.040656799802819,-0.040656799802819,0.08175355450237,0.023820026466695995,4.9137634514334996e-05,0.0033498466619485,0.0056209014260435,0.0035377358490566,0.0,0.0,0.024774569632936,0.024771883565207993,0.0,-0.00029793432203379
2019-12-31,,0.010869565217390999,0.040913006029285,-0.010480831111520001,-0.06608569353667401,-0.0,-0.6245430809399499,-1.0,-0.049194367299999,-0.049194367299999,-0.5859802847754699,0.22404136148212,0.023044418238994,-0.0031975924010156,0.0054342200600352,0.0041128084606346,0.0,0.0,0.024777284754176006,0.024775705047906004,0.0,-0.00026490943408731
