Date,ODA/OMN_LE_Value,ODA/OMN_LP_Value,ODA/OMN_PPPGDP_Value,ODA/OMN_BCA_NGDPD_Value,ODA/OMN_TX_RPCH_Value,ODA/OMN_TXG_RPCH_Value,ODA/OMN_TM_RPCH_Value,ODA/OMN_TMG_RPCH_Value,ODA/OMN_GGXWDG_NGDP_Value,ODA/OMN_GGXCNL_NGDP_Value,ODA/OMN_GGXONLB_NGDP_Value,ODA/OMN_GGR_NGDP_Value,ODA/OMN_GGX_NGDP_Value,ODA/OMN_NGSD_NGDP_Value,ODA/OMN_PPPEX_Value,ODA/OMN_PCPIPCH_Value,ODA/OMN_PCPIEPCH_Value,ODA/OMN_PCPI_Value,ODA/OMN_PCPIE_Value,ODA/OMN_PPPSH_Value,ODA/OMN_NID_NGDP_Value
2001-12-31,,0.01706910907577,0.068636491199936,-0.36840500152485994,0.046667946994431,-0.23335519842570998,1.6177670342951997,1.4977687109524,-0.036818512700663,-0.37788179404778993,-0.39974056120706997,-0.056515098108330004,0.068649325206791,-0.12718985457815,-0.072164948453608,-0.29741019214703,3.0607843137255,-0.0084095378095111,-0.041420231784587994,0.019480519480518998,0.12222502522704
2002-12-31,,0.016782644289808,0.0041768273619709,-0.32032834379527003,-1.0744036697248,-1.0818181818182,-0.7737057771108701,-0.70658499234303,-0.25636435958632,-0.29275687815834006,-0.32995905368517,-0.029431299294313002,0.030273711012093998,-0.05108529610288099,0.03333333333333299,-0.65992865636147,-0.97561564461613,-0.002859040633032,-0.00101,-0.038216560509554,0.10554119366078
2003-12-31,,0.016908212560386,-0.0072603643880996,-0.6510372264848,8.6350184956843,9.4339869281046,0.6717674062739101,-1.0254001391788,-0.081412142284033,0.11257542076850001,-0.18604651162791,0.0093879645866302,-0.0066725978647686,-0.0087978735352476,0.08602150537634401,-1.6468531468531,-0.0,0.0018535681186283,-0.0010010110211313,-0.06622516556291401,0.22107564050426998
2004-12-31,,0.017418844022169,0.040769732550554,0.87622149837134,-0.021243921167136002,-0.052367827612127,1.5499618611747,-128.19178082192,-0.071041751586793,-0.08106179534751,0.17017726798749,-0.0074786551132392,0.0053490570731949,0.22877322858438,0.099009900990099,3.0918918918919,-20.980198019802,0.0075740055504163,0.020180562931492,-0.035460992907801,0.20190666500145998
2005-12-31,,0.018677042801556,0.057867078080177,2.7243923611111005,-1.8961820083682002,-1.9731623479640001,-1.1919832485791,-1.1400107700592,-0.38124490691406,1.0487653362323002,1.1926572803422,0.050952015027321995,-0.1080452374471,0.20597547106015002,0.18918918918919,1.4583883751651001,-0.068880079286422,0.018610967655554003,0.018789349100802,-0.022058823529412002,-0.23546118942883998
2006-12-31,,0.019862490450726,0.08611437100504801,-0.086994522782892,-1.0713451998833001,-1.2002445319928998,-4.6858834527890005,-5.4584615384615,-0.09735589099382,0.091873862947241,0.056083881980005,0.01169899461765,-0.017617845351386004,0.11199469847580999,0.10606060606061,0.7216550241805499,1.2735497605108999,0.032044541255117,0.042718315562154,0.0,0.26666062610429
2007-12-31,,0.020973782771536,0.07232100708103799,-0.61484459761312,-11.329243353783,-3.9314789687924,1.6460940142036,2.0273464458247,-0.20258136924804002,-0.13718411552347,-0.16562764565535001,-0.019694445002108003,0.02807275192047,-0.055377280645457,0.047945205479452004,0.83895131086142,0.9398408239700401,0.058915038982542,0.082870271919524,-0.015037593984962001,0.25816373976179
2008-12-31,,0.021643433602347998,0.10322934092488,0.4029826014913,2.6175014848545,3.7442721592224,-0.075372228257397,0.029037129911948,-0.31850809289233,0.3892822658513,0.47735448759340005,-0.029060004095842997,-0.17191363111917,0.11530622148889,0.3202614379085,1.1317040054311,0.42150355979245,0.12559602051599,0.11779371584699001,0.053435114503817,0.065952184666117
2009-12-31,,0.035188509874327,0.06917558592191299,-1.1528286287941,-0.86191987740806,-0.9250731707317099,-1.3848094267251998,-1.4145436420027,0.42296571664600996,-1.0185914514074002,-1.0868506493506,-0.1712049946215,0.31422505307856,-0.39248107214342,-0.26237623762376,-0.71839171974522,-0.92164685908319,0.035377358490566,0.009234929267622,0.065217391304348,-0.22076432781289
2010-12-31,,0.00069372181755109,0.060843313538798,-8.9829984544049,2.0550931430836,4.466796875,-1.2965158045976999,-1.1690714762858998,-0.17097242380261,-18.619937694704,-4.4205607476635995,0.034178246042653,-0.1169981825525,0.30926801317863,0.14765100671141002,-0.079445858071812,3.5417118093174,0.032554127872259996,0.041922421948912006,-0.0068027210884354,-0.10229645093946
2011-12-31,,0.037435008665511006,0.062435500515995994,0.53320425943853,-0.62078360145304,-0.57925449565321,1.3231374924288,3.3555906756222997,-0.012780112044818001,0.66725601131542,0.8825136612021899,0.20365676600143,0.12869843629399,-0.043380743982495,0.12280701754386,0.23832923832923997,-0.21469465648854996,0.040316419999,0.032913470478847,0.0,-0.27045367899352
2012-12-31,,0.09956565319077902,0.076633258274832,-0.15753251673191,3.0239479986315,2.0444381545429002,1.7869899621953003,0.97541727140784,0.10054974286221001,-0.50774125132556,-0.6210784861002601,0.010038231145094,0.13370311273205998,0.10479213129753999,0.03125,-0.27182539682539997,-0.12484811664642001,0.029358881095845002,0.028812546151412002,0.027397260273973,0.32185409698997
2013-12-31,,0.092069279854148,0.063783251770238,-0.10747208274000998,-0.41880632545484997,-0.38592413536631004,-0.41236727629916997,-0.41617302658767996,0.18417660328714003,0.75204653166738,0.99705362404243,0.046575176099101,-0.026585049819043,0.032143689018867,-0.035353535353535005,-0.57561307901907,-0.8944810829573101,0.012460664568777001,0.0030418614825144,0.02,0.10579165843051999
2014-12-31,,0.03338898163606,0.051317142122848,-0.168192123604,-0.71664716208309,-0.79409538228615,-0.46223035899069004,-0.47742645902154995,0.10627296230779999,-0.62744374769458,-0.75523753319563,-0.036031331592688995,0.07435968052878,-0.039492490158221,-0.010471204188482,1.2415730337078998,8.1875,0.027933439131838,0.027934331491035,0.0,0.015337313646276001
2015-12-31,,0.03338718362951,0.053181932077224006,-0.43882495457299003,1.0738255033556998,1.3757352941176,0.57637655417407,0.61047561709813,0.10159901599016,-0.93168316831683,-1.8264014466546001,-0.024858553027567003,0.033837477569854,-0.08476478880593101,-0.037037037037037,-0.011099176512709998,-0.011099176512709998,0.027622787518497,0.027626030921,-0.0065359477124183,0.038732394366197
2016-12-31,,0.030745179781136,0.055550719844019006,-0.49307429393776,0.92357480706995,1.1562983596410001,-0.047042253521127,-0.047196261682242995,0.080058061634658,-9.7342995169082,1.7337709700948,-0.0093821369051294,0.032192743201918,-0.06677315382640701,-0.032967032967032996,0.20057929036929997,0.20057929036929997,0.033157747093476,0.033160648503577,0.0,0.013559322033898001
2017-12-31,,0.031344792719918996,0.054501874635793,-1.0770049680625,-0.49333505888443,-0.50509544997847,-0.093309685683318,-0.093182932810201,0.059133671043109994,1.1581858407080001,0.64674493062967,-0.019523542484475,0.023121271569844,-0.074423864539397,-0.022727272727273,0.01145958986731,0.01145958986731,0.03354169934956,0.033538774720094,-0.0065789473684211,0.020066889632107
2018-12-31,,0.031617647058822994,0.054703465821412,9.7327188940092,-0.4360153256705,-0.5188515081206501,-0.37763529667464,-0.39015684153596997,0.043826256710591,0.77421834956433,0.51879455605962,-0.04759887304848901,0.015163669803753,-0.053231185813822995,-0.017441860465116,-0.009242695289206999,-0.009242695289206999,0.033229612418488,0.033229817417258,-0.0066225165562914,0.016393442622950997
2019-12-31,,0.03159895462105,0.054980252979352995,0.19879776728210002,0.95969202898551,1.3990355635925,0.06774925790117,0.06935083362894601,0.030951935664859,0.23891376570851003,0.19255387241306,-0.019506227758007002,0.014937167527561001,0.0012905025984444,-0.011834319526626998,0.10321998194403,0.10321998194403,0.036652823685623004,0.036651970014151,-0.0066666666666667,0.016129032258065
