Date,ODA/FIN_LE_Value,ODA/FIN_LP_Value,ODA/FIN_PPPGDP_Value,ODA/FIN_BCA_NGDPD_Value,ODA/FIN_TX_RPCH_Value,ODA/FIN_TXG_RPCH_Value,ODA/FIN_TM_RPCH_Value,ODA/FIN_TMG_RPCH_Value,ODA/FIN_GGXWDG_NGDP_Value,ODA/FIN_GGXWDN_NGDP_Value,ODA/FIN_GGXCNL_NGDP_Value,ODA/FIN_GGXONLB_NGDP_Value,ODA/FIN_GGR_NGDP_Value,ODA/FIN_GGSB_NPGDP_Value,ODA/FIN_GGX_NGDP_Value,ODA/FIN_NGSD_NGDP_Value,ODA/FIN_PPPEX_Value,ODA/FIN_PCPIPCH_Value,ODA/FIN_PCPIEPCH_Value,ODA/FIN_PCPI_Value,ODA/FIN_PCPIE_Value,ODA/FIN_NGAP_NPGDP_Value,ODA/FIN_PPPSH_Value,ODA/FIN_NID_NGDP_Value,ODA/FIN_LUR_Value
2001-12-31,0.013704496788009,0.0027021810461301,0.04919027625868799,0.11674641148325,-0.91784139601317,-1.0944436384738,-0.9070784551204399,-0.81167408663699,-0.036223697217907004,0.011868452459886002,-0.2728622327791,-0.29687909782323996,-0.046977116576982995,-0.26247411033704,-0.014604445201397,0.031755599264006,0.0093555093555094,-0.095997286295794,-0.19119189094722,0.026646539910927997,0.023139794077062,-0.36793183578621,0.0,-0.028727196477249,-0.067259531840949
2002-12-31,0.0021123785382339997,0.0021174205967276,0.032417308959821,-0.07626392459297299,1.7732426303854998,-2.5161290322581,2.1078928312817,0.9838649155722299,-0.018975749139131002,-0.0060612017561103,-0.18762760310330998,-0.25941812756434,0.0058416692716474,-0.073780954812356,0.026336257183598,-0.058420194938966,-0.0051493305870237,-0.24577861163227,-0.25583405358686,0.020094476365266997,0.017221703496213003,-0.73345588235294,-0.01027397260274,-0.048575129533679,-0.0054794520547946
2003-12-31,-0.0029510961214164,0.0026892047637339994,0.040278555887066,-0.42265769944341,-1.3300626873808001,-0.68895643363728,-0.04287045666356,-0.030262909022130004,0.063928304705004,0.21673204337937002,-0.41140990198542,-0.42885922941325,-0.015733348872443,-0.38533627342889004,0.017387643405957002,-0.10377820592364999,-0.0175983436853,-0.35174129353234,-0.27758420441347,0.013023388943408997,0.012442631310556002,-0.80229885057471,-0.020761245674741,0.007805763557976,-0.0073829201101929
2004-12-31,0.0,0.0032567049808429997,0.067838110326948,0.27856999397469,-8.1478117258464,5.977198697068401,0.97784810126582,0.6315584162278101,-0.0021058542748841,0.21488946684005,-0.077284372331341,-0.078924162257496,-0.0047559844493123,-0.40717488789238,-0.0012414392418945,0.068609947167061,-0.021074815595362995,-0.89255564082886,-0.92684887459807,0.0014026519203213,0.0009066183136899699,18.709302325581,-0.014134275618373998,0.029720358445535,-0.020315275310835
2005-12-31,0.01522198731501,0.0036280313156387,0.06087191095577099,-0.40260760289035,-0.20286506469501,-0.068783068783069,0.37649230769231,0.042199641362821005,-0.063566873006941,0.251248773526,0.19204072188801002,0.15797032072762,0.0071581535532994,0.26550680786687,-0.0011186840960411,-0.025879705400982,-0.021528525296016995,4.507142857142901,10.615384615384999,0.0077088182835031,0.010567632850241999,0.067256637168142,-0.017921146953405,0.075786067258495,-0.048158640226629
2006-12-31,0.017492711370262,0.0039954337899543,0.072519927916773,0.40283986326584004,0.46797101449275,1.1156417112299,-0.40182403433476,-0.048635008029364005,-0.047024062899065994,0.18816274883713,0.52057453416149,0.46796196775527,0.0072254050755025,0.34369396294082,-0.020200344276915003,0.040358430466589996,-0.020902090209021,0.6536964980544699,0.16840113528855,0.0127497450051,0.012349367592869,0.82642343836374,-0.014598540145985,-0.025040650406503998,-0.081309523809524
2007-12-31,0.020057306590258,0.0043585370475648,0.079841872786966,-0.025679475164011,-0.10504492052521999,-0.42124802527646005,0.10597907324365,-0.11188811188811,-0.10964555032975,0.04840330588429401,0.31350523359714,0.2737257110673,-0.0066653635652853,-0.047153024911032,-0.033211269394408,0.032164726465245,0.001123595505618,0.24235294117647,0.56113360323887,0.015837751908133003,0.019281849483522,0.83958837772397,-0.0037037037037037,0.061749499666444,-0.11014642995983001
2008-12-31,0.015650080256821998,0.0049056603773585,0.026962656076978998,-0.39669103501347,-0.27357970215113,-0.68186160775215,0.071360994729017,-0.49402660874287,-0.04001652599893799,-0.2829060318187,-0.19067055393586,-0.27503869113420004,0.010134004998131002,-0.23669467787115,0.032731970048605,-0.08168720255557699,0.010101010101010001,1.4709595959596002,0.75726141078838,0.039142310047531,0.03387703889586,-0.22096084238236,-0.018587360594796,-0.015629295110937,-0.07281199941750399
2009-12-31,-0.029237455551165997,0.0046939541870072,-0.075720042200957,-0.15114795918367002,-4.0507213363705,-11.112398112398,-3.1261511290526003,-6.5291118862356,0.27722102674453997,0.19356769482463002,-1.6207973102786002,-1.9664531869472,-0.0096816924455527,-0.9394495412844001,0.13254467976849002,-0.15508306119551002,0.011111111111111,-0.58226877874297,-0.4681227863045999,0.016350506977962,0.018017176997759,-2.0215417106653,-0.083333333333333,-0.15462560338293,0.29448719962306
2010-12-31,-0.004070004070004,0.004485142963932,0.04250536785522101,-0.10067618332080999,-1.307581263378,-1.3252587816053,-1.3856651240062,-1.4646479351677,0.12099258688746002,0.046837389676384004,0.038297872340426004,-0.10444935310824001,-0.0044062395499342,-14.454545454545,-0.0023211845528912,0.0073940259631138,-0.0087912087912088,0.031192660550459,0.53662597114317,0.016860550728906,0.027693718477762003,-0.5319412859210301,-0.020661157024792997,0.019300646500873004,0.017107498180053003
2011-12-31,0.011033919084592999,0.0048372093023255,0.046878768292801,-1.2573099415205,-0.67858876840913,-0.62214686317986,-0.071692307692308,-0.128772845953,0.015501878690283999,-0.16941845239995998,-0.62630402384501,-0.56659619450317,0.024618181099717997,-0.31606606606607,-0.0081618102332213,-0.04674923891738599,0.0055432372505543,0.9715302491103199,-0.05886601661249599,0.033234378394034,0.026055144106362,-0.9425795053003501,-0.012658227848101002,0.08675925925925901,-0.072527734701181
2012-12-31,0.0036378334680679,0.0048139233475282,0.0031100114724868,0.98214285714286,-0.41893252769386,-0.68588194684156,-0.78902883659264,-1.2958523135939,0.09575660189864099,0.029510150722855,1.148554336989,0.7910569105691099,0.015137198943288,0.22173435784851997,0.036623661609473994,-0.082640650975588,0.0077177508269019,-0.048736462093863,0.32463545663853005,0.031622284512964005,0.034524741281851,13.492307692308,-0.042735042735043,-0.044858140921870994,-0.0064308681672027
2013-12-31,-0.010471204188482,0.0044223327805417,0.0026640210182071,-0.24488124488123997,-2.5147313691508,-0.54395604395604,-2.9709347996858,-1.1324959481361,0.05568633504418599,-0.053556422849247,0.05429234338747099,0.098955969133,0.022015804270192004,-0.7762803234501301,0.023303770210592,-0.050216986980780996,0.0087527352297593,-0.29917773561037,-0.44003476245655,0.022161840876284,0.019334229993275002,0.79299363057325,-0.044642857142857005,-0.04897194594353501,0.055016181229774
2014-12-31,-0.0044770044770043,0.0045863144377179,0.014855975372888,-0.38069414316703004,-1.2654462242563,0.44578313253012003,-1.3212435233161002,-0.23547400611621,0.058725690890481,-0.060138507980980006,0.054137323943662004,0.026435357290376,0.0073601843763359,-0.48995983935743,0.0092554614355773,0.021038361116689996,-0.0010845986984816,-0.44629963898916997,-0.50439730988101,0.012277787007808997,0.009582714827643,0.13469508584962,-0.032710280373832,-0.019556347605871997,0.043558282208589
2015-12-31,0.0020441537203597,0.0045653761869979,0.027868682263619996,-0.18388791593695,2.9956896551724,2.0,1.1302729528536002,5.0,0.024566249460509,-0.052461425422483006,-0.42672233820459,-0.35613682092555,0.010590601302607002,-3.4330708661417,-0.0079160335017846,0.013867715761003001,-0.004343105320304,0.24449877750611,0.5762004175365301,0.015271873820348,0.015103494469948,-0.13853378554657,-0.028985507246377003,0.0084664689562805,-0.020223398001176004
2016-12-31,,0.0038174877295037,0.035008980602776005,-0.072961373390558,0.36299892125134997,0.38888888888889,0.53989516598719,0.73333333333333,0.0057120711734178,-0.05332772066643,-0.34595775673707,-0.27,0.0027020612345498,0.045307443365696,-0.0058241014497916,0.0098947470534026,0.0,0.11329404060249,0.12582781456953998,0.01699819752827,0.016995115513676,,-0.019900497512437998,0.0080633685908078,-0.075963038521541
2017-12-31,,0.0036218761318362,0.038381738337187006,-0.11574074074074,0.08626830233478398,0.12,0.027231467473525,0.0,-0.0036188784827517,-0.044559900769969005,-0.5712694877505601,-0.39726027397259994,0.0034413066040312,0.21671826625386997,-0.0058044751787027,0.0082128620143124,-0.0010905125408942,0.11764705882353,0.11764705882353,0.019003036035034,0.019005720706108002,,-0.025380710659897998,0.0056933138850985,-0.012987012987013
2018-12-31,,0.0037892457596535,0.03971299099828,-0.17277486910995002,0.010200364298725,0.0,0.027245949926362006,0.0,-0.0049435859494543,-0.040269442743417004,-0.6233766233766199,-0.13636363636364,-0.0028669932861550003,-0.10687022900763002,-0.007171817280835999,0.0057641006097559995,-0.0021834061135371,0.052631578947367995,0.052631578947367995,0.019997972124512,0.019994564584384998,,-0.020833333333333,0.0025732197997567,-0.013157894736841999
2019-12-31,,0.0035951824555097,0.039265081548438,-0.18037974683543997,0.0,0.0,0.00035842293906806,0.0,-0.015174814539431999,-0.034276817845384,-1.6758620689655,-0.38815789473684004,0.0015104090842917,-0.0085470085470086,-0.0029039693631233,0.0055416094349453,-0.0010940919037199,0.0,0.0,0.019995870833556,0.020006090133983002,,-0.021276595744681,0.0027532782677679997,-0.013333333333333
