Date,ODA/MOZ_LE_Value,ODA/MOZ_LP_Value,ODA/MOZ_PPPGDP_Value,ODA/MOZ_BCA_NGDPD_Value,ODA/MOZ_TX_RPCH_Value,ODA/MOZ_TXG_RPCH_Value,ODA/MOZ_TM_RPCH_Value,ODA/MOZ_TMG_RPCH_Value,ODA/MOZ_GGXWDG_NGDP_Value,ODA/MOZ_GGXCNL_NGDP_Value,ODA/MOZ_GGXONLB_NGDP_Value,ODA/MOZ_GGR_NGDP_Value,ODA/MOZ_GGX_NGDP_Value,ODA/MOZ_NGSD_NGDP_Value,ODA/MOZ_PPPEX_Value,ODA/MOZ_PCPIPCH_Value,ODA/MOZ_PCPIEPCH_Value,ODA/MOZ_PCPI_Value,ODA/MOZ_PCPIE_Value,ODA/MOZ_PPPSH_Value,ODA/MOZ_NID_NGDP_Value
2004-12-31,,0.028480853419212,0.10845057299916001,-0.33340979470122994,0.11062285059228,0.071259817380755,0.11387213510253,-0.91168599464764,-0.206519908847,0.18692845615923,0.33781114184116995,-0.097537164410916,-0.057250599931436,0.33300277667592,0.045938104448742995,-0.061018208844296,-0.34368440101339004,0.12634059148521,0.090667161102446,0.0,-0.18394128113879002
2005-12-31,,0.027936787514066003,0.11876943767336,0.48098761183758,-0.32513332186479,-0.9008761995589201,-3.6231319038337,-121.61616161616001,0.14537943523287,-0.3711760707002,-0.42321323095096997,-0.010670207011850001,-0.07494949494949499,-0.9312602291325699,0.053906611188165005,-0.49121418394808003,0.22951362082276003,0.06427180264012099,0.11148,0.052631578947367995,-0.036413191605342
2006-12-31,,0.027463112803427003,0.12021036814425001,-0.49863491141446004,0.63624776956411,4.7155742633794,-0.43332507637685,-0.40407001088685995,-0.33778409090909006,0.46522522522523,0.6897081413210401,0.13941351888668,0.17890369076218,17.101731601732,0.060536936304615,1.0605164903547,-0.15913168281306,0.13244834330642,0.093730881347393,0.05,-0.038581207218419
2007-12-31,,0.027053319127252003,0.10140845070422999,0.26567025837099,-1.3919613646986002,-1.5054182009469,-0.63077371411919,-0.8442945474985899,-0.21804413108760998,-0.27496310870635,-0.2930303030303,0.09923664122137402,0.042866140565374,-0.47590577543944,0.045996029119788,-0.3838429596074,0.09494346063580099,0.081611190437511,0.10264383133442,0.0,-0.099323330391292
2008-12-31,,0.026701547065987007,0.089270490805018,0.18271695349689004,-4.8493640699522995,-2.6573688592839,4.2888713496448,14.283393501805,0.0052477160508551,-0.16044776119402998,-0.16330904414916,0.005515873015873,-0.011865851925536,0.066621035820214,0.062717494463777,0.26528611689743997,-0.39779812938426,0.10326318951479,0.061815523261019,0.047619047619047006,0.14947409681845003
2009-12-31,,0.02627070245574,0.071388640429338,-0.052554179566563,-0.24811564274652,-0.87930168299422,0.19914938068945,-0.29874808078422,0.08200650167287599,1.2262626262626002,1.5604508196721003,0.067840088401279,0.17092111886101,-0.4207486631016,0.033787303713627,-0.68477629285299,-0.31774793722698996,0.032543975925196,0.042176631771236,0.045454545454545005,-0.15038363171355
2010-12-31,,0.025940670348016,0.08395512653274201,-0.047790213217874,-2.5085141444658,-11.877211238292999,-1.2801941385103999,-1.4757052631579,0.0046053641527227,-0.21887477313974998,-0.30872348939576,0.055695173331362,0.0092114959469419,2.5550221565731,0.091498092289972,2.9013824884792996,2.9407161489209996,0.12699591275927,0.16618014871944,0.043478260869565,0.42370727138939
2011-12-31,,0.025618558851755,0.095311447001059,1.0914550446122,-2.1473827947201003,-2.5355400363532,-11.055740617365998,-7.4372455301823,-0.13599947608549,0.17379182156134,0.17771345875543,0.0018904253457027,0.024400632834367993,0.5263321907136199,0.05724838411819,-0.18489644853925,-0.6714406065711899,0.10351091079257001,0.05459496019840099,0.041666666666667,0.83583141474416
2012-12-31,,0.025304096660022004,0.091720137118748,0.8608171301993599,1.8306093303713,1.2591115818329,0.43934542081668,0.45622043779561994,0.079057075721974,-0.20744259699129,-0.2644384369624,0.00041930186239912,-0.030709830709831003,-0.43970328025044003,0.0243917654398,-0.79799053231572,-0.60054945054945,0.020912961237369,0.021811464311752,0.04,0.3716984029484
2013-12-31,,0.025036701979923,0.08743609355501,-0.12909199127041998,-0.35521484429745004,-0.5924822812388001,-0.9561028001534301,-0.9138119877629599,0.11981361805751,-0.31493506493506,-0.37153357834948,0.14784673954804,0.09103444049515899,0.28154986031823,0.039461664941234,1.0124342419894998,0.35717560751948996,0.042078626200353,0.029602051436112997,0.03846153846153799,-0.065976303759679
2014-12-31,,0.025431601765116,0.10158072039388001,0.22593464449338,-0.17010085202573003,0.4580767408811,5.436560643131799,2.5523663453111003,0.073706220595923,2.364564345607,3.1982987772461002,-0.005842259006816,0.1767629960401,-0.84295327457113,0.038608002812115995,0.093155893536122,1.027027027027,0.045996664324001,0.060002917821638,0.037037037037037,0.0006192692622706401
2015-12-31,,0.023819410365785002,0.10158954195651,-0.0046249458014163,-0.27971295374784005,-0.338485101643,-0.40879717621504,0.0091901560476159,0.043291139240506,-0.19287030014085996,-0.21843738128403,-0.10550318315377001,-0.12477029187848,4.601689800844901,0.036890794223827,0.21739130434783,-0.066666666666667,0.05600292825768701,0.055996854109319996,0.035714285714286004,0.1477540427231
2016-12-31,,0.025293119976403,0.10271507016472999,-0.066937708726586,0.06654061522798299,0.11927313548025001,-0.45816110958023,-0.7106710671067099,0.013644933081963002,-0.11209558329977,-0.15149060272197,0.00051325919589382,-0.022332506203473997,-0.071751777634131,0.036448699815036005,0.0,0.0,0.056000569787042,0.05600189915841201,0.03448275862069,-0.067714946687308
2017-12-31,,0.02466915995397,0.10086590865078998,0.17567026810723999,-0.26762580117278,-0.32840218140789,2.0038989659263997,2.8451626531474,-0.0019335592221568,-0.12004838221952999,-0.18063776971549,-0.0035909712722297,-0.025101801751547997,-0.040622098421541,0.034747008188117004,0.0,0.0,0.055998453230455006,0.0559985541935,0.03333333333333299,0.14090077987985
2018-12-31,,0.024110339018741003,0.10248033573744,0.00049164208456237,0.1542686900661,0.11984319581856,-0.48013544018059,-0.6385211228918299,-0.012398752744516002,-0.07542955326460499,-0.12957352598462,-0.0046679251759054,-0.016421582651485,-0.040648439390272996,0.034138175915593,0.0,0.0,0.056000987851975,0.05600103520100799,0.032258064516129,-0.0050695012264922
2019-12-31,,0.023508447277337998,0.098858015545577,-0.11222831222830999,-0.24874979835457,-0.33230538423071,-0.90935735996526,-1.8229483282675,-0.011582939451118,-0.059468500278759,-0.10307898259704999,-0.0016897134383944,-0.010732984293194001,-0.016897856242118002,0.034629911217933,0.0,0.0,0.055998870990504004,0.055999810263931,0.0625,-0.099819197896121
