Date,ODA/GTM_LE_Value,ODA/GTM_LP_Value,ODA/GTM_PPPGDP_Value,ODA/GTM_BCA_NGDPD_Value,ODA/GTM_TX_RPCH_Value,ODA/GTM_TXG_RPCH_Value,ODA/GTM_TM_RPCH_Value,ODA/GTM_TMG_RPCH_Value,ODA/GTM_GGXWDG_NGDP_Value,ODA/GTM_GGXCNL_NGDP_Value,ODA/GTM_GGXONLB_NGDP_Value,ODA/GTM_GGR_NGDP_Value,ODA/GTM_GGX_NGDP_Value,ODA/GTM_NGSD_NGDP_Value,ODA/GTM_PPPEX_Value,ODA/GTM_PCPIPCH_Value,ODA/GTM_PCPIEPCH_Value,ODA/GTM_PCPI_Value,ODA/GTM_PCPIE_Value,ODA/GTM_PPPSH_Value,ODA/GTM_NID_NGDP_Value
2006-12-31,,0.025098347757671,0.086180952641515,0.10572493967975,3.7317596566524,-3.5911062906725,-6.1985454545455,-3.0244399185336,0.04306980777569001,0.1242774566474,0.7368421052631601,0.06146788990825701,0.069387755102041,0.039997364259357,0.018648838845883,-0.27945536400571,-0.32423606251458,0.065620814999044,0.057936507936507994,0.0,0.055127685447912
2007-12-31,,0.024944354900606005,0.09132011788116198,0.038484427692918,0.28616780045351004,0.60401841774801,-0.035954113038612,0.17786720321931998,-0.014364232598956002,-0.25912596401028,-1.0819964349376001,0.0088787616877504,-0.026649400218102998,-0.011848191091681002,0.04352331606217601,0.039622066443157994,0.50845702450811,0.06822262118491901,0.087396849212303,0.0,0.00033615059546667
2008-12-31,,0.024861464729669002,0.05307375393812099,-0.30983763132759995,-0.52362482369535,-1.1187369519833,-1.7696996081846001,-2.2051588657327996,-0.05688847235239,0.12074947952811001,-6.5217391304348,-0.063473520249221,-0.04488481198795599,-0.17998204667864,0.073154584574644,0.66446789797713,0.07620137299771201,0.11354141656663,0.094055421409682,0.009009009009009002,-0.21261581297105
2009-12-31,,0.024915972526669997,0.012898347433481,-1.2001107113201999,-1.5033308660251998,1.1285714285714,0.46625188536953,0.11906449326719001,0.13872602603597,0.94427244582043,5.7716535433070995,-0.080914760914761,0.040542521994135,0.077175697865353,0.027760641579272,-0.8361955085865301,-1.0301934935148,0.018596778714505,-0.0028376248029428,0.0089285714285714,-0.20418241677843998
2010-12-31,,0.024951878519997,0.041264105421459,-2.8852005532502996,-2.7950980392157,-2.3557046979866003,-2.1847756204192,-2.0557314756175,0.051531547255432,0.047770700636943005,0.050581395348837,0.016648570394499,0.023462270133163998,-0.08718060394889701,0.038715486194478,1.0752688172043001,-20.0,0.038610120339108996,0.053962900505902,-0.026548672566372004,0.067800505630889
2011-12-31,,0.024970438895457997,0.063121473769521,1.461482024945,-0.4205352266521,0.28179741051028,-0.33449099196874,-0.16580683863227,-0.017428109050168,-0.15349544072948001,-0.27559490868843,0.035777856888572,-0.0070907338565331,-0.05574552683896599,0.047674082635077004,0.61010362694301,0.14899925871015998,0.062151613659292004,0.062,0.0,0.09262447983928801
2012-12-31,,0.025040716612378,0.048183115385367,-0.22533532041728999,0.0014137606032046,-1.0362448009507,-0.63307240704501,-0.60103552423414,0.027450483550826,-0.14075403949731,-0.33766233766234005,-0.0013748066678123,-0.028288150870137998,0.040592892033013,0.014892443463872,-0.39131134352373,-0.44419354838709996,0.037829799481915005,0.034463276836158,0.0,-0.017991988968415
2013-12-31,,0.024958622972526,0.05235528867671201,0.048095421315891,1.1764705882353,-48.319672131148,1.1191111111111,0.5183850036049,0.012166550207571,-0.10906811533639998,-0.33448673587082,0.0027533987265531,-0.016339636104174,-0.06911621884104902,0.017663043478261004,0.14803066349457997,0.27307022634939,0.043430430883862,0.043874021481886,0.0090909090909091,-0.048746238716148
2014-12-31,,0.025061361581191002,0.051318855603697,-0.25293685756241,-0.47351351351351,-0.2570587216352,-0.049706375838925995,0.5144824311491,0.0079593908629442,-0.014540337711069,-0.022530329289427997,-0.038441736742749,-0.034745393877846996,0.062945574682664,0.034712950600801006,-0.19019111213447001,-0.088215181217233,0.035172896492456,0.039998256016742006,0.0,0.0024602839870658
2015-12-31,,0.024952741020794,0.056154397201971996,0.08746928746928702,0.68788501026694,0.024248076474703,0.46634297064665997,0.08935569838532699,0.018210386366383,0.04807234650166599,0.28014184397163,-0.0012493307156879999,0.0065379123769444,-0.0017176509079013,0.028645161290322997,0.21438726187091,0.075,0.042716169837643,0.043004351580907006,0.0,0.010938924339107
2016-12-31,,0.025021517275297996,0.055522750123684995,0.060551287844555,0.16520681265207,0.17960391531983,-0.048013245033112995,-0.025183479637357998,0.016539389862698997,-0.04677565849228,-0.19944598337949998,0.0021443888491779,-0.0058981633567269,-0.0036870135190496,0.025840441545409,-0.0051510184968392,-0.023255813953488,0.042484733075054,0.042002958294479,-0.009009009009009002,0.0062426302282028
2017-12-31,,0.025010496011516004,0.05626871087725701,0.030677460587984998,-0.017122572562120998,-0.019683519876496004,-0.06308300395256901,-0.066578092707411,0.01623136506948,0.0019056693663649,-0.046712802768165994,0.00098074179743233,0.0011265490048818,-0.0040296052631579,0.023233064318904,-0.023534949399858996,-0.023809523809523996,0.041493449231543994,0.040996443477522994,0.0,0.0015165092713862
2018-12-31,,0.024985371562317,0.056885606109405004,0.013642000826788,-0.006161036753771,0.0039370078740157,-0.11457981775227999,-0.11102324845801,0.012601501455492999,-0.044698050404185,-0.22686025408348,8.907098957864499e-05,-0.0069767441860465,0.0085872347452728,0.020793499043977003,-0.011810074716799,0.0,0.040996991185231,0.040997517323156,-0.0090909090909091,0.0094982448895313
2019-12-31,,0.025004281555061,0.056363303920307,-0.0040783034257748,-0.003420265070543,0.0027450980392157,-0.013531541833428999,-0.011030065824585999,0.01176381586413,-0.0,-0.039906103286385,-0.0005343783398646401,-0.00037772909269477995,0.0066311911584117,0.021072348396160002,-0.012439024390244,-0.024390243902439,0.04049353308981,0.040002278115144,0.0,0.0048407990727483
