Date,ODA/BGD_LE_Value,ODA/BGD_LP_Value,ODA/BGD_PPPGDP_Value,ODA/BGD_BCA_NGDPD_Value,ODA/BGD_TX_RPCH_Value,ODA/BGD_TXG_RPCH_Value,ODA/BGD_TM_RPCH_Value,ODA/BGD_TMG_RPCH_Value,ODA/BGD_GGXWDG_NGDP_Value,ODA/BGD_GGXCNL_NGDP_Value,ODA/BGD_GGXONLB_NGDP_Value,ODA/BGD_GGR_NGDP_Value,ODA/BGD_GGX_NGDP_Value,ODA/BGD_NGSD_NGDP_Value,ODA/BGD_PPPEX_Value,ODA/BGD_PCPIPCH_Value,ODA/BGD_PCPIEPCH_Value,ODA/BGD_PCPI_Value,ODA/BGD_PCPIE_Value,ODA/BGD_PPPSH_Value,ODA/BGD_NID_NGDP_Value
2001-12-31,,0.017728862467235002,0.072229943848335,-0.36653386454183007,-0.66059035036374,-0.67579979761812,24.893719806763002,-13.739754098361,,0.39830508474576004,0.72733077905492,0.018876718713586003,0.11593825875824,0.0087874258277845,0.0012777103430652,-0.2315747080145,0.5952380952381,0.019085803905697,0.024785950574042006,0.024324324324323996,0.0026456173830073
2002-12-31,,0.016893045349959,0.064543559643683,-1.3685534591194999,-0.63291451096329,-0.8458583433373399,-0.9837686567164201,-0.8635998069808599,,-0.32921212121211996,-0.55859519408503,0.10555809698079,-0.033802160230009995,0.050244712855282994,0.023224653863332,0.94916142557652,0.5461879790238,0.037183671949661004,0.038332819064347,0.018469656992084,0.0071372956138075
2003-12-31,,0.015911711895829,0.07885149286444901,-0.037542662116041,1.4738255033557002,6.4314641744548,42.103448275862,3.1450471698113,,-0.14419949403685997,-0.39028475711893,0.025343953656771,-0.012385394884993002,0.040359127832407006,0.023445781629981004,0.44151653670341,0.6952778502478499,0.053608395457646,0.064977369359484,0.015544041450777,0.019198556886999
2004-12-31,,0.014721308177546999,0.090262258520354,-1.9964539007092,1.4674443841563,0.87989939216097,0.3944,0.6125177809388299,-0.018948355131009,0.12035472972973,0.6840659340659301,-0.06941081517352701,-0.032817589576547,0.02095832990877,0.018765612624139,0.13840701361685998,-0.1528162511542,0.061034196867653004,0.055045773098511,0.0076530612244898,0.023556679308892003
2005-12-31,,0.013452756044890001,0.09722061186291901,-1.0391459074733,0.70005497526113,0.7007470175047401,0.29183400267738,0.22230063514467002,-0.027276656732716002,0.087071240105541,0.16721044045677,0.025260190806592003,0.039067104487665004,0.067340202865883,0.018599366066623,0.15353105030313,0.28319709355132,0.070400222643246,0.070646756047444,0.015189873417722,0.044999794145498005
2006-12-31,,0.01211443741922,0.09798467751066099,91.818181818182,-0.09326089768464599,-0.035269437524584,-0.51961509992598,-0.5552829099307199,0.0006782356518077599,-0.098127600554785,-0.28232005590496,0.021782806386803,-0.0062393647192286,0.050797601538635995,0.028593236261155,-0.03835227272727299,-0.13137032842582,0.0677,0.06135808685903201,0.0099750623441397,0.030730438893704
2007-12-31,,0.010961627401307,0.09134405516046601,-0.28795298726738,-0.24536376604850002,-0.30164446860559996,2.8705701078582,2.7400194741967003,-0.0067777595998784,-0.12956555171088,-0.41480038948393,-0.024216081962124002,-0.046559034572733,-0.0010407694516222,0.050516581996689,0.34549483013294,0.88868970013038,0.09108363772595299,0.11588144196080999,0.0074074074074073,0.0011084779451112
2008-12-31,,0.010330677263634002,0.08037592753568401,0.6767537826685,-0.41672967863894,-0.3665466575849,-0.86847133757962,-0.9091382452486301,-0.041838247405699,0.78666077738516,2.1514143094842,0.042316258351892996,0.18643632942785998,0.013795581102928002,0.05493371006303,-0.022944340761884,-0.47959271723186003,0.088999527876733,0.06031094068381299,0.029411764705882002,0.00049635370928951
2009-12-31,,0.010360208150301,0.064554497008991,1.0049220672683001,1.6349052017501,1.3365591397849,12.860169491525,20.903533906398998,-0.029593064662688,-0.20692212608158,-0.45617740232313,-0.038258038258037995,-0.087508109277013,0.029377369857187998,0.060468709760494,-0.39033707865169004,0.41021389487647,0.054263260367483,0.085048270435493,0.05952380952381,0.0009158907037093901
2010-12-31,,0.010849280616443002,0.073247675068187,-0.83019639934534,0.036715867158671,0.14469791598186,-0.49168013276847994,-0.45890201892469,-0.10545629397176,-0.16645885286783,-0.20582524271845,0.059775708844689,0.0024488506201121,0.0032015973561002,0.06255767642916099,0.49760412827128997,-0.025867136978248,0.081265374176617,0.082844651461165,0.0067415730337079,0.024630166234557997
2011-12-31,,0.011493796526055,0.08692080016329902,-3.455421686747,-0.38743548674141,-0.3100735125201,-0.6376836497980899,-0.58119107099686,0.021387953716016,0.34106207928196997,1.3056234718826,0.033542976939203,0.09842395587076401,0.008956453107306,0.05796041504776699,0.31713019936008,-0.08098974049487,0.10702826796482001,0.076139451620797,0.024553571428570998,0.037880479273647
2012-12-31,,0.011991207756014999,0.08167404562591299,-1.6722276741903999,-0.17150881270579,-0.25680512777824,0.58857007351198,0.30325187608236,-0.028197102733845004,-0.16926938092582003,-0.44220572640509004,0.08615860137158299,0.020446230002152,0.022515475137746002,0.056815726938864004,-0.41801364103521993,-0.062779091147885,0.062288405561733005,0.07135676587800201,0.030501089324619,0.014627850279649999
2013-12-31,,0.012282232780633002,0.076468494589585,0.77518248175182,0.38270017533606,0.40266577060932,0.082698910285117,-0.11693488852798,0.0024511899672224,0.14333669016448,0.33460076045627,-0.0036460649177411,0.027137232845893994,0.013770622671633998,0.050817661488144004,0.21030663027773,0.029428251121076002,0.07539425869956401,0.07345721418877,0.029598308668076,0.0074911660777385
2014-12-31,,0.010357929691241998,0.07990113162356599,-0.8782894736842101,-0.25741820948516,-0.2805238361415,0.8687439680132399,1.2432703561276999,-0.03548377924995,-0.20229007633588,-0.43589743589744,-0.034094966083542004,-0.07330595482546201,-0.011483693155719,0.051744932498152006,-0.048282265552461,-0.069833923223523,0.071743362057653,0.068331642342413,0.028747433264887004,0.023744388327722
2015-12-31,,0.010365510659411,0.083686023392359,-4.8243243243243,0.21345628415301002,0.20044395116537,0.08491958093551699,0.14757397331743,-0.029095304070984,0.20537357379463003,0.8686868686868701,0.041581962668638,0.07445158431198799,-0.024395910780668998,0.050863759109236996,-0.059233449477352006,-0.04873408458949201,0.067502002459071,0.064998441517962,0.023952095808383,0.031039090068176
2016-12-31,,0.010359258587361999,0.087690857941224,0.15371024734982,0.14785627169528,0.16984097633135997,-0.25433526011561,-0.28784828213288,-0.017397376730628997,0.017709923664122,0.11756756756757,0.013041163946061002,0.014023510002062,-0.020855305685026998,0.04393128696141899,-0.059259259259259005,-0.04615384615384599,0.06350124259223801,0.062000969479682,0.027290448343080004,0.04246552583485601
2017-12-31,,0.010364490784024,0.09198524485526,0.1010719754977,-0.14564773191663,-0.15221686556548,-0.07186502507979901,-0.07186502507979901,-0.017829002255662,-0.0084008400840084,-0.024183796856106003,0.06243979332691099,0.046505321673106996,-0.027102154273801003,0.039486107364446,-0.043307086614173,-0.040322580645161,0.06074768455063901,0.059500843983602995,0.028462998102467003,0.034137634271507004
2018-12-31,,0.010356217100626999,0.09262600623685499,0.10848400556328,-0.015976274753659,-0.018271650974177,-0.058858209688513,-0.058858209688513,-0.028188510665073,-0.13434190620272,-0.27942998760842996,0.049785690735245997,0.010364708168685998,-0.029321428571429,0.038440328283647004,-0.032921810699589,-0.025210084033613998,0.058751509246117994,0.05800040642145901,0.027675276752767996,0.013253606213783999
2019-12-31,,0.010365302619528999,0.092090783222334,0.11417816813049,0.09935835115691198,0.10065520843225001,0.12967216537899,0.12967216537899,-0.033570734865652,-0.07654666200629201,-0.16938950988822002,0.030464824120602998,0.010835417067384999,-0.027742006696346,0.03620517306010201,-0.034042553191489,-0.043103448275862,0.056751749608864005,0.055496867329182,0.030520646319569,0.0077568899434202
