Date,ODA/BRN_LE_Value,ODA/BRN_LP_Value,ODA/BRN_PPPGDP_Value,ODA/BRN_BCA_NGDPD_Value,ODA/BRN_TX_RPCH_Value,ODA/BRN_TXG_RPCH_Value,ODA/BRN_TM_RPCH_Value,ODA/BRN_TMG_RPCH_Value,ODA/BRN_GGXWDG_NGDP_Value,ODA/BRN_GGXCNL_NGDP_Value,ODA/BRN_GGXONLB_NGDP_Value,ODA/BRN_GGR_NGDP_Value,ODA/BRN_GGX_NGDP_Value,ODA/BRN_PPPEX_Value,ODA/BRN_PCPIPCH_Value,ODA/BRN_PCPIEPCH_Value,ODA/BRN_PCPI_Value,ODA/BRN_PCPIE_Value,ODA/BRN_PPPSH_Value,ODA/BRN_NID_NGDP_Value,ODA/BRN_LUR_Value
2005-12-31,,0.019886363636363997,0.036169670180211,0.11955775468169,0.76470588235294,-0.033837056504599,-0.24281914893617002,0.80451388888889,,0.89727109893583,0.89727109893583,0.08594544313929099,-0.12369337979094,0.15017667844523003,0.21181716833891,-0.9917061611374399,0.010872321541778,0.00013544911801776,-0.05128205128205099,-0.1571259083494,0.17142857142857001
2006-12-31,,0.016713091922006,0.076090077525739,0.060436888071221995,-4.064285714285701,-2.6678000680041,0.50790305584826,0.6093900327111801,,0.22818903759648998,0.22818903759648998,0.054083665338645,-0.04327162027833,0.067588325652842,-0.8583256669733199,-23.142857142856997,0.0015364836474239,-0.0030940722991978,0.0,-0.081727808568664,-0.024390243902439
2007-12-31,,0.013698630136986,0.028169550964397,-0.046443456238658,-3.5387205387205,-2.8472986748216003,2.0281854181225,1.8028455284553,0.15197568389058,-0.84468258274552,-0.84468258274552,-0.32104318246243996,0.054969317185623,-0.015827338129496,5.2727272727273,-7.222580645161299,0.009663953245669,0.019280407135318,-0.054054054054054,0.24391645909178,-0.15
2008-12-31,,0.013513513513513998,-0.00014829644459266001,0.023463967543602995,-0.36574168537032997,-0.17017989184417,-0.15638461538462,-0.26174124472124,0.37730870712401005,10.645705967977001,10.645705967977001,0.95209730843098,-0.07269481718576899,0.10526315789474001,1.1583850931677,-0.019699326075687,0.020848407169289,0.018915704648445,-0.05714285714285701,0.052757239679606,0.08823529411764698
2009-12-31,,0.013333333333333,-0.010196892728689,-0.17750306497752,-0.15184172430433,-0.025934299773906003,-1.0733108416158001,-1.2090483619345,0.17816091954023,-0.9042321825863101,-0.9042321825863101,-0.39390871629617996,0.28363757052771005,-0.22619047619048,-0.49976019184652,-0.72236911686938,0.010429006814293,0.0052423452703179,0.0,0.28436608383934003,-0.054054054054054
2010-12-31,,0.018421052631579,0.038510526710122,0.12918291804338,-3.1750426702067,-2.649781540142,-0.6679104477611899,-0.13543394140409,0.002439024390244,1.195771339076,1.195771339076,0.14096501752652998,0.036456717344089,0.039316239316238996,-0.79290508149569,-0.62666666666667,0.0021544597316444,0.0019618834080717,-0.03030303030303,-0.095579858737754,-0.22857142857143
2011-12-31,,0.015503875968991998,0.055659764807734005,-0.19937077860647,-1.3063911413375,-1.4250600016551997,-43.842696629213,-5.705882352941201,0.91565287915653,2.338563956253,2.338563956253,0.25885069795254,-0.17754328194382002,0.17927631578947,-0.34259259259259,0.020408163265306,0.0014198864090874,0.001998001998002,0.0,-0.17495906285426002,0.0
2012-12-31,,0.017811704834606003,0.027609772766102995,-0.080322057651617,0.010813887307910998,-0.49299065420561,0.11172305271439999,0.46596467391304003,-0.0008467400508045,-0.40001424298533,-0.40001424298533,-0.15365338312614002,0.056204313142649,-0.018131101813110003,-0.23943661971831,-1.0,0.0010783824263604,0.0,-0.03125,0.038015267175573,0.0
2013-12-31,,0.015,-0.0028597080437603,-0.05898171387594099,1.3110923423423002,2.8675115207373,-1.1192891405206,-0.9995365864961301,0.050847457627119,-0.0056973293768546,-0.0056973293768546,0.051459204211178,0.079116650393429,-0.045454545454545005,2.537037037037,,0.0038301182947994,0.00099700897308084,-0.064516129032258,0.12626856890719002,0.0
2014-12-31,,0.017241379310345,0.070663954380232,0.0034927287737347,-2.4026068948715,-1.840035746202,3.8352010547132998,-734.5,-0.077822580645161,0.21964903903545,0.21964903903545,0.027571736209529997,-0.058067434867073,0.013392857142857002,0.047120418848168005,3.0,0.0039943562329843,0.004003984063745,0.03448275862069,-0.016650342801175,0.0
2015-12-31,,0.01452784503632,0.048900517037314,-0.048000253132515,-0.74048983845753,-0.25732860520095,-1.4073619631902001,-1.6882072256305,-0.0017490161783997,-0.18288147205638,-0.18288147205638,-0.04594386429991599,0.033140274050007,-0.045521292217327,0.3,0.3,0.0052056529828589,0.0051983095573499,0.0,0.091567065073041,0.0
2016-12-31,,0.016706443914081,0.053302054875876,-0.040582311297238,1.5163989290495,0.38755371637753,0.13219544846051,-0.32983359746434004,-0.027157249233465,0.14445708809965999,0.14445708809965999,0.03236707720036,-0.018841610150952,-0.023076923076922995,0.03846153846153799,0.03846153846153799,0.005395293885989999,0.0053984169907034,0.0,0.0018249285236329,0.0
2017-12-31,,0.016431924882628998,0.071466832059993,0.01506963209312,-0.58784412820854,-0.6445285615966999,0.4747265740467,0.4747265740467,-0.016208914903196998,-0.23606677481815,-0.23606677481815,-0.078453480759438,0.0054906769976867,-0.051968503937008,0.037037037037037,0.037037037037037,0.0056013631289293,0.0055952018689937,0.0,0.054526686501912995,0.0
2018-12-31,,0.016166281755196,0.07396200599905299,0.073546977918842,2.3659244917715,2.026782833172,0.03688113850471,0.03688113850471,-0.05583524027459901,0.26839293053843,0.26839293053843,0.040198129218139,-0.052139926821155,-0.013289036544851002,0.071428571428571,0.071428571428571,0.0059986366734833,0.0060033384418653,0.0,-0.064087061668682,0.0
2019-12-31,,0.015909090909091,0.054046108239214,0.055251780264497,-0.5872878918608,-0.5960554371002099,-0.36748501836459,-0.36748501836459,-0.035870092098885004,0.08651976668827001,0.08651976668827001,0.019521541993132,-0.016756835794707,-0.016835016835016998,0.0,0.0,0.006001587516698001,0.0059966232606881,0.0,-0.0070136581764489,0.0
