Date,ODA/PRY_LE_Value,ODA/PRY_LP_Value,ODA/PRY_PPPGDP_Value,ODA/PRY_BCA_NGDPD_Value,ODA/PRY_TX_RPCH_Value,ODA/PRY_TXG_RPCH_Value,ODA/PRY_TM_RPCH_Value,ODA/PRY_TMG_RPCH_Value,ODA/PRY_GGXWDG_NGDP_Value,ODA/PRY_GGXCNL_NGDP_Value,ODA/PRY_GGXONLB_NGDP_Value,ODA/PRY_GGR_NGDP_Value,ODA/PRY_GGSB_NPGDP_Value,ODA/PRY_GGX_NGDP_Value,ODA/PRY_NGSD_NGDP_Value,ODA/PRY_PPPEX_Value,ODA/PRY_PCPIPCH_Value,ODA/PRY_PCPIEPCH_Value,ODA/PRY_PCPI_Value,ODA/PRY_PCPIE_Value,ODA/PRY_PPPSH_Value,ODA/PRY_NID_NGDP_Value,ODA/PRY_LUR_Value
2003-12-31,,0.019759295850548003,0.06402855840802099,-0.9736707827329301,-18.89924545051,-18.89924545051,-6.9866797257591,-6.9866797257591,0.030382399161865005,-1.0468552131701,-2.1656108597285,0.017289394291018997,,-0.11129813823004,-0.30653791993563,0.10017274930667,0.35299153429088004,-0.36351222176703996,0.14224083438685,0.093213481823665,0.0,0.12765674814028,-0.25
2004-12-31,,0.019552580588339002,0.069169819401813,-1.4767441860464998,-0.70724328613584,-0.70724328613584,-0.6186767881683101,-0.6186767881683101,-0.32874243194528,12.306306306306,0.9277950310559,0.058115661001483,-0.36106908724155,-0.019916202720542002,-0.042063123694592995,0.06069107407883,-0.69579583802025,-0.69813344775799,0.043261714696808,0.028139256348490998,-0.02,-0.020320414654259,-0.098765432098765
2005-12-31,,0.019177608845888,0.054179463212712005,5.2113821138211,0.18829408775199,0.18829408775199,-1.1614896172988,-1.1614896172988,-0.12458689066373,-0.35680433310765003,-0.209021345147,-0.032986578989921,0.084846093133386,-0.0049777465448583,-0.015625946338803997,0.06644257437359401,0.5731453663045999,2.4886282871357004,0.068082962019945,0.09816753926701599,-0.020408163265306,0.023086635002705004,-0.20547945205478998
2006-12-31,,0.018647228343786997,0.080306532822445,-3.0628272251309,0.24349561622354002,0.24349561622354002,1.5680127523911003,1.5680127523911003,-0.16669943764992998,-0.07157894736842099,-0.10997963340122,0.063876038124965,0.19607129865405998,0.07144959095992,0.15154125392235,0.029202740203818,0.40899074482151004,0.27482937761027,0.09591269151498599,0.12514898688915,0.0,0.0072280660515955,0.1551724137931
2007-12-31,,0.018472291562656,0.082251209145537,2.5862944162437,-0.8261392949269101,-0.8261392949269101,-5.0349679288227005,-5.0349679288227005,-0.19636621047664002,0.59183673469388,0.22768878718535002,-0.016765337664379,-0.17274939172749,-0.04625102993683,0.14479589655909,0.069209332686636,-0.15243457407987002,-0.52600878945266,0.08128745737365,0.059322033898304996,-0.020833333333333,-0.07969661610268401,-0.16417910447761
2008-12-31,,0.01797385620915,0.084450583678665,-0.8241330502476999,0.8608638311902399,0.8608638311902399,0.1150197425773,0.1150197425773,-0.25286276352104997,1.0705128205128,0.61369990680336,0.016092076517291002,-0.52169117647059,-0.06917007429591701,-0.18645570801829997,0.07232200025952,0.24923114774264998,0.26432906271072,0.10153810691310002,0.075,0.042553191489362,0.042031190566756006,0.017857142857143002
2009-12-31,,0.017817014446228,-0.032368440770249,2.0452716297787,-4.5134656272147,-4.5134656272147,-1.7852740986019,-1.7852740986019,0.34457282087558,-0.78396972824217,-0.65694484550967,0.10960197178667,1.5726364335126999,0.27032545477045,-0.034421433078997,0.012740590857918998,-0.74475627769572,-0.752,0.025919549522985003,0.018604651162791,-0.040816326530612,-0.16018738212569,0.12280701754386
2010-12-31,,0.017347421542343002,0.14474872880262,-1.0901883052527,-1.8967221381744999,-1.8967221381744999,-3.1365153733529003,-3.1365153733529003,-0.21155082714678,1.6130573248408002,0.90319865319865,-0.027836854293681,-0.39647445473558,-0.077979640543568,-0.054482799595984,0.048195957063385995,0.79436728395062,2.8790322580645,0.046514862133546,0.072146118721461,0.085106382978723,0.17263112141408,-0.109375
2011-12-31,,0.01720663463029,0.064981623864174,-2.7216117216117,-0.88882015521314,-0.88882015521314,-0.6214193689866,-0.6214193689866,-0.14753855278766,-0.31200487507617,-0.37947810703228996,0.060670879922217,0.35049504950495003,0.092921288959324,0.10123161995727001,0.040569960289652,0.7746721135239699,-0.31531531531532003,0.082542635658915,0.049403747870528,0.0,0.053623277939087007,-0.017543859649123
2012-12-31,,0.016915574519963002,0.0053352528952216,-2.968085106383,-2.7991906929690997,-2.7991906929690997,-1.7999420751575,-1.7999420751575,0.22960514872152002,-2.1062887511072,-1.7177476835353003,0.06962141351177902,0.96847507331378,0.18840929962782,-0.19246790299571997,0.028998266991118998,-0.55464017446087,-0.19493927125506,0.03675363362576899,0.03977272727272701,-0.039215686274510005,-0.11597771914394998,0.035714285714286004
2013-12-31,,0.016933912782856,0.15242708223649998,-3.3145945945946003,-7.6317121169525,-7.6317121169525,-1.6520637219406,-1.6520637219406,0.007356061677748,-0.44195356285028004,-0.63257199602781,-0.078887603376612,0.0059590316573557,-0.097327856184162,0.23812888637648003,0.027700247258968,-0.26985854189336,-0.057832537088257,0.026838644490579,0.037470725995316,0.10204081632653,0.020229488625058,-0.06896551724137899
2014-12-31,,0.016946654877689,0.057434716663925994,-0.5245212517515201,-0.83267624740345,-0.83267624740345,-0.38187118267629,-0.38187118267629,0.3021345316669,-0.058823529411765,-0.23783783783784,-0.0074432452549312,-0.16679007774898003,-0.0091015589799044,-0.044115968496746996,0.02966100255751,0.7771982116244399,0.36108887109688,0.047708001814226,0.051000752445447994,0.0,0.022623846053828996,0.018518518518518
2015-12-31,,0.01680915809303,0.064303736218159,-2.032416502947,0.49556625285027006,0.49556625285027006,0.15674825960026997,0.15674825960026997,-0.046805068751685,-1.1829268292683002,-3.4148936170212996,0.062289088863892,-0.094201288602533,0.025100036376863998,-0.081258582601946,0.028712973347407002,0.058490566037735996,-0.019607843137255002,0.050488300596527,0.050000715932359,0.0,0.045073108709471996,0.0
2016-12-31,,0.016958814308109,0.064688976569731,-0.4567078972407199,-0.26545824157208,-0.26545824157208,-0.0019413706076490001,-0.0019413706076490001,-0.027832777054929998,-1.0333333333333001,-0.09838472834067599,-0.0016324729759541,-0.019131714495953,0.0039034776437190007,0.045554977904860995,0.033676871815776,-0.0097048920578333,0.0,0.049996507648250005,0.049999318160123006,0.018518518518518996,0.013443640124094998,0.0
2017-12-31,,0.016956278026906,0.066462308032514,0.20140105078809,0.053274907749077005,0.053274907749077005,-0.016533748297996,-0.016533748297996,-0.023799825429153,-27.0,0.30944625407166,0.0074244299098462,-0.023255813953488,0.0026511134676564,0.0056560382870285,0.03371310205984,0.0,0.0,0.050003991272417996,0.050001623429332,0.0,0.012364945978391,0.0
2018-12-31,,0.016949152542373,0.067096626578387,-0.09183673469387801,0.0,0.0,-0.012262658227847998,-0.012262658227847998,-0.014842632331903,-2.5384615384615,-0.22139303482586997,-0.018117213546235997,-0.025345622119816003,-0.0065661907280099,0.015945611866501997,0.037633698715847,0.0,0.0,0.049998416167759,0.04999536163765099,0.0,0.011561721807186,0.0
2019-12-31,,0.01680216802168,0.066576432907627,-0.12520064205457,0.046638931464857,0.046638931464857,0.0046055266319585,0.0046055266319585,-0.0099836630967509,6.2875,0.3594249201278,0.0050484742885225,-0.030470186498555,-0.0020405447367253,0.02001460031634,0.035009646776509,0.0,0.0,0.05000090504836,0.050000294500498,0.0,0.014653302854463002,0.0
