Date,ODA/BHR_LE_Value,ODA/BHR_LP_Value,ODA/BHR_PPPGDP_Value,ODA/BHR_BCA_NGDPD_Value,ODA/BHR_TX_RPCH_Value,ODA/BHR_TXG_RPCH_Value,ODA/BHR_TM_RPCH_Value,ODA/BHR_TMG_RPCH_Value,ODA/BHR_GGXWDG_NGDP_Value,ODA/BHR_GGXWDN_NGDP_Value,ODA/BHR_GGXCNL_NGDP_Value,ODA/BHR_GGXONLB_NGDP_Value,ODA/BHR_GGR_NGDP_Value,ODA/BHR_GGX_NGDP_Value,ODA/BHR_NGSD_NGDP_Value,ODA/BHR_PPPEX_Value,ODA/BHR_PCPIPCH_Value,ODA/BHR_PCPIEPCH_Value,ODA/BHR_PCPI_Value,ODA/BHR_PCPIE_Value,ODA/BHR_PPPSH_Value,ODA/BHR_NID_NGDP_Value,ODA/BHR_LUR_Value
2004-12-31,,0.014084507042254,0.09920955559459,1.032676056338,1.5076838638858,-1.019725391607,4.3188888888889,2.4312467932272996,-0.09413613533417599,0.46120582533923,-1.1402816901408,-2.9915397631133995,-0.043803846014032,-0.11026499112142998,-0.055366169037263005,0.082191780821918,0.33889219773675,0.23855544252289002,0.022483940042826004,0.02435150873478,0.02,-0.13549039433771,
2005-12-31,,0.019444444444444,0.10204864329317,1.5623614190687,-0.029109214270081004,-175.53921568626998,-0.32525590139961996,-0.12448598130841,-0.17698482889993,-0.17698482889993,10.690763052209,2.3517417162277,0.05828010948905099,-0.04333141431587,0.49191139870582,0.10126582278480999,0.16459074733096,-0.044763860369610005,0.026178010471203998,0.023255813953488,0.019607843137255002,0.30292397660819004,
2006-12-31,,0.020435967302452,0.09738414245113401,0.27939426717144,-0.44702434625789,-0.49300679660731,-1.0252837977295999,-0.90247651579846,-0.16292622442653001,-0.16292622442653001,-0.19683957402954,-0.13891001267427,-0.04971800122139599,-0.032536307470112005,0.173492368004,0.057471264367815994,-0.22039724980901,-0.53697334479794,0.020408163265306,0.010767676767677,0.019230769230768996,0.13655745062837,
2007-12-31,,0.020026702269693,0.11176004228330001,0.13129861345959,-0.7123250441636101,-0.6785951695103,21.428571428571,-5.4553415061296,-0.1930084431936,-0.1930084431936,-0.32164242942686,-0.29555490138357005,-0.057309189883945,-0.031681526021149,0.13945554055015,0.054347826086957,0.59333659970603,2.7149489322191,0.03252,0.04001359102992,0.018867924528301997,0.14236351071182002,
2008-12-31,,0.019633507853403,0.08319665311749701,-0.34399521709887,1.2786962683042,1.7287142364701997,-4.6065514103731,-5.0589622641509004,-0.23139990210475,-0.23139990210475,1.6841109709961999,1.0104471374843,0.11893972811485,0.012676116654533002,-0.086166385960535,0.09278350515463901,0.08640836408364098,0.28017995501125,0.035331034749932,0.051215528009992996,0.037037037037037,0.013193904300981999,-0.33928571428571
2009-12-31,,0.33376123234917,0.033246285852224,-0.7218045112782,-3.6782752902156,-3.3266801414855998,-2.2697547683923998,-2.2900445477436002,0.70036618372871,0.70036618372871,-2.3121916842847003,-2.0407399709000003,-0.28136759488227003,0.08419672685752999,-0.34958702132017,-0.13679245283019,-0.21171808661194,-0.6966028894962901,0.027857811038354,0.015539305301645,0.017857142857143002,-0.25668874925365,0.081081081081081
2010-12-31,,0.065447545717036,0.056112479823294,0.22850122850123,-1.1025541795666,-1.0725920295363,-1.249682085519,-1.2545229337136998,0.39058988764045,0.39058988764045,0.044396706050841,-0.022967845016976005,0.1327548374227,0.11346438879788,0.059296834003848,0.06010928961748599,-0.29263913824057003,-0.36293436293436,0.019694570341652,0.00990099009901,0.0,0.043721072562445,-0.1
2011-12-31,,0.019873532068654,0.042070546595342,2.7276666666667,5.5449056603774,14.776364996260002,-1.2155021486551,-1.0355404807550999,0.094030905969094,0.094030905969094,-0.74837161467261,-0.91414554374489,0.14598925772651003,-0.036746418187550006,-0.09068692206076599,0.087628865979381,-1.2106598984772,-0.8202020202020199,-0.0041502293782689,0.0017825311942959,-0.017543859649123,-0.40060837059298,0.11111111111111001
2012-12-31,,0.019486271036315,0.052201937550657995,-0.35214164356613004,-0.95502767527675,-0.92485658749348,-1.2784342688331,-12.253112033195,0.11718365337271999,0.11718365337271999,1.1559945504087,3.4380952380952,0.017210910487899,0.078005673139865,-0.0065373719764655,0.0,-7.780722891566301,13.494382022472,0.02814200059152,0.025800711743772003,0.0,0.22947110975237,-0.025
2013-12-31,,0.019982623805387,0.068925040808466,0.077432712215321,17.94358974359,3.7772870662461,-3.2042440318302,-1.3926991150441999,0.20972895548700002,0.20972895548700002,0.36745655608215005,0.48658798283262,-0.083276682528892,-0.035151637823432,-0.11581487168238999,0.004739336492891,0.1773276474769,0.54651162790698,0.033124994551810005,0.039895923677363,0.017857142857143002,-0.18544857768053,0.10923076923077
2014-12-31,,0.020442930153322,0.056176112283592,-0.10402254675889999,-0.9991878722252301,-1.0979926043316999,5.150421179302,3.7276995305163996,0.07186119586502099,0.07186119586502099,0.10281885397412001,0.21544568747744,0.10295389939439001,0.10296842767735001,0.069544364508393,-0.018867924528301997,-0.24660428614549,-0.35563909774436,0.024958444780073998,0.025713094245204,0.017543859649123,0.15232920202699,-0.053860379103097
2015-12-31,,0.020033388981636,0.04850946308179701,-0.08850443237060301,197.66666666667,-1.800539083558,0.11504597926042,0.21489572989076,0.09268385945532599,0.09268385945532599,0.20238843494657002,0.23842042755344,-0.037875392200807,-0.0015532872630444,-0.023658574300293996,-0.019230769230768996,-0.043269230769231004,-0.13107740178919,0.023881457089936,0.022336420480878996,-0.017241379310345,0.00031789763696091,0.041534326899585
2016-12-31,,0.019639934533552,0.050541516245487,-0.16564705882353,0.35570469798658,0.6582491582491601,-0.082821547639937,-0.10446297204512,0.097886735229504,0.097886735229504,0.18609513852588003,0.14984416207145002,-0.040220514015063,0.0010159697748992,-0.042405764966741,-0.014705882352941001,0.029313232830821,0.1857654431513,0.024586736991058997,0.026485325697924,0.0,-0.00074152542372878,-0.0037532254281023
2017-12-31,,0.020064205457464,0.052859018037550005,-0.20887384846776,-0.32487623762376,-0.50761421319797,-0.08532619093170099,-0.085797736400146,0.098278793030174,0.098278793030174,0.11723226090788999,0.04232693911593,-0.041016099021115,-0.0068508357385265,-0.046516435807319005,-0.0099502487562189,0.07526444263629,-0.0037750094375237,0.026429367358790003,0.026390825972416,-0.017543859649123,-0.00079508109827205,-0.0014127619496115
2018-12-31,,0.019669551534224998,0.05443568156667201,-0.26188212927757004,0.07057745187900999,0.27422680412371,-0.12047688768039999,-0.13019169329073,0.10189932604560001,0.10189932604560001,0.15174227481920002,0.08781756351270299,-0.039902142736628995,0.0066426085012615,-0.048915871639202003,-0.015075376884421999,0.0041619371925842,0.010610079575597002,0.026543936637055,0.026670994821313,0.0,-0.001326189592064,-0.0018863475595378
2019-12-31,,0.020061728395062,0.054494971636576,-0.33644558918223,0.13698630136986,0.5631067961164999,-0.095838287752675,-0.10307621671258001,0.11379532351994,0.11379532351994,0.11451078890284,0.066568591393895,-0.027721641332044997,0.011801656038831002,-0.041765456866679,-0.025510204081632997,-0.0060286360211002,-0.019872515935507998,0.026386344340677,0.026139898087486,-0.017857142857143002,0.0068522256453839,0.0
