Date,ODA/STP_LE_Value,ODA/STP_LP_Value,ODA/STP_PPPGDP_Value,ODA/STP_BCA_NGDPD_Value,ODA/STP_TX_RPCH_Value,ODA/STP_TXG_RPCH_Value,ODA/STP_TM_RPCH_Value,ODA/STP_TMG_RPCH_Value,ODA/STP_GGXWDG_NGDP_Value,ODA/STP_GGXCNL_NGDP_Value,ODA/STP_GGXONLB_NGDP_Value,ODA/STP_GGR_NGDP_Value,ODA/STP_GGX_NGDP_Value,ODA/STP_NGSD_NGDP_Value,ODA/STP_PPPEX_Value,ODA/STP_PCPIPCH_Value,ODA/STP_PCPIEPCH_Value,ODA/STP_PCPI_Value,ODA/STP_PCPIE_Value,ODA/STP_PPPSH_Value,ODA/STP_NID_NGDP_Value,ODA/STP_LUR_Value
2007-12-31,,0.019736842105263,0.045822102425876,-0.078372431745638,3.5210378681627,3.5210378681627,-0.051793344555225,0.083638264506011,-0.6086758694859201,-10.905638029059,-14.472688629117998,3.8540775065671005,-0.16176091440357998,2.21770367358,0.10823178831454999,-0.19609967497290998,0.12201775099748001,0.18550368550369,0.27558400640578995,,0.34883720930233003,-0.012602739726027
2008-12-31,,0.019354838709677,0.11340206185566999,0.17377269670477,0.31642624476500997,0.31642624476500997,-0.5118120988665801,-0.58502170767004,-0.4234139872773,-0.88850093666547,-0.88280300998596,-0.72522360924474,-0.20023068050749998,-1.229767872941,0.24139568537396,0.7245822102425901,-0.09887876918611,0.31991005963436997,0.24834282322197002,0.0,-0.44921086094697,-0.018066346035268997
2009-12-31,,0.018987341772152,0.04861111111111099,-0.32353615217141996,-0.9295392953929499,-0.9295392953929499,-3.7776223776224,-3.7826213310083996,0.15372564705098002,-2.3161507113748,-2.1903351729708,-0.3086966142952,0.59116110630388,-5.5803080308031,0.12694562202291998,-0.46994467193898,-0.35221873238302,0.16956810276891002,0.16087430618754,0.0,0.6498607998913599,-0.013186813186813
2010-12-31,,0.018633540372671002,0.057395143487859006,-0.046286101465232,3.1530100334448,3.1530100334448,-1.8837865055388001,-2.0762402088773,0.128475883687,-0.37519691455265997,-0.37430736175506,0.20211267605634,-0.011943845797498999,0.0376686281574,0.10390810266280999,-0.21336321283246,-0.19873189531920002,0.13339446613083,0.12889996916042998,0.0,-0.0031278938162363,-0.12752147629653
2011-12-31,,0.018292682926829,0.07098121085595,0.15558811775676,-0.63478961143547,-0.63478961143547,-0.53771649954421,-0.5737991266375501,-0.06199357407099201,0.040514693096852995,0.032260979577082995,-0.013074506044629,-0.0005096216568819,-0.088187639842605,0.09846394362035,0.07361871204738,-0.07377812257564,0.14320707866499,0.11939324300934,0.0,0.025142951510022004,-0.015680840201298
2012-12-31,,0.11976047904192001,0.05847953216374299,-0.19769452449568,-5.5380374862182995,-5.5380374862182995,-0.8141483855065299,-0.95992714025501,0.14383580337891,-0.10486296791444,-0.11336776678631,-0.09815719180854199,-0.09979400787257,0.09553223895752198,0.088404024928825,-0.2571747782976,-0.12840271379513002,0.10637844474335,0.10406009098598,0.0,-0.058134149533839004,0.029860699466508
2013-12-31,,0.021390374331551002,0.055248618784529996,-0.046551724137931,-1.0592808551992,-1.0592808551992,-0.65119363395225,0.10227272727273,-0.11398506287432,-1.1465509194437,-1.2038902053712,-0.032700074794316004,-0.30304952648511,-0.4871784969491,0.077146171443742,-0.23801466441059999,-0.31443398039593,0.081061357054126,0.071344685848503,0.0,-0.29048189164921,-0.015468738758183997
2014-12-31,,0.020942408376963,0.068062827225131,-0.09468555354631301,21.520491803279,21.520491803279,11.555133079848002,11.252577319588001,-0.035535387267047004,-5.0337579617834,-3.7694915254237,0.0094952369169863,0.26688771861387,0.65321183824083,0.06077982511727299,-0.17456205280039,-0.15895710681245,0.066910104921452,0.06000069299414401,0.0,0.20456805375599,-0.015784858228588
2015-12-31,,0.020512820512821,0.075163398692811,-0.08694445985685,-0.9715195632393101,-0.9715195632393101,0.32313749242883,0.6150610012621,0.00054450261780107,-0.055897678825201004,-0.051057877251268,0.0009191458071630301,-0.0083136610900133,0.083132145948162,0.012790392848386001,-0.27888208040652,-0.33333333333333,0.048248422768512,0.039998692464734,0.0,0.0064538723233941,-0.032076032076032004
2016-12-31,,0.020100502512562998,0.07446808510638299,-0.11612785610112,-2.5047923322684,-2.5047923322684,0.21515220874342003,0.39150820526179003,0.0014651707970529998,-0.13731393209567,-0.15201768933112,0.021916801861092003,-0.0027168288139103,0.08247119185802,-0.00058555504873858,-0.27668393782383005,-0.25,0.034902567745123,0.030001057230456003,0.0,0.0012427300293284,-0.033369131635471
2017-12-31,,0.019704433497536998,0.082036775106082,-0.093709178411825,8.0127388535032,8.0127388535032,0.018459220192127,0.025084238113066,-0.022516685477017,-0.16692516479256,-0.17601043024772,0.024232439718437,-0.0013491425161508,0.054897237654920994,-0.0036178673494599,-0.14040114613181,0.0,0.03,0.029999680972507006,0.0,0.0012411875682654,-0.034679787318467006
2018-12-31,,0.014492753623188,0.08235294117647099,-0.10506751631012,-0.7220259128386299,-0.7220259128386299,0.010541890142408002,-0.0042001460920379,-0.021068236568643005,-0.12566907144519,-0.13053797468354,0.014446979002163999,-0.001195084565223,0.052813789039480995,-0.00062710879005126,0.0,0.0,0.029999602381869998,0.029999905732666,0.0,0.0012396489314226,-0.036090101940151
2019-12-31,,0.019047619047619,0.08212560386473401,-0.038569127744342006,0.29152542372880996,0.29152542372880996,-0.023609077598829,-0.025307170364937,-0.03608299963596601,-0.21266968325792,-0.23142250530786,-0.014817804428043998,-0.034152685654831996,-0.017281186594837,0.0061842704904482,0.0,0.0,0.030000412660422,0.029999503167957995,0.0,-0.023548930269413997,-0.037697228144989
