Date,ODA/URY_LE_Value,ODA/URY_LP_Value,ODA/URY_BCA_NGDPD_Value,ODA/URY_TX_RPCH_Value,ODA/URY_TXG_RPCH_Value,ODA/URY_TM_RPCH_Value,ODA/URY_TMG_RPCH_Value,ODA/URY_GGXWDG_NGDP_Value,ODA/URY_GGXWDN_NGDP_Value,ODA/URY_GGXCNL_NGDP_Value,ODA/URY_GGXONLB_NGDP_Value,ODA/URY_GGR_NGDP_Value,ODA/URY_GGSB_NPGDP_Value,ODA/URY_GGX_NGDP_Value,ODA/URY_NGSD_NGDP_Value,ODA/URY_PPPEX_Value,ODA/URY_PCPIPCH_Value,ODA/URY_PCPIEPCH_Value,ODA/URY_PCPI_Value,ODA/URY_PCPIE_Value,ODA/URY_PPPSH_Value,ODA/URY_NID_NGDP_Value,ODA/URY_LUR_Value
2002-12-31,,0.00030229746070143,-2.1773109243696998,0.067053642914331,-0.73578122993966,1.4962739174219999,1.5852884615385,0.99633813080707,1.1637558953837,0.071658379643171,-1.2555066079295,-0.022496022496022998,-0.6810282404054999,-0.011889903435591001,0.32867425510546,0.10098209127672,2.1990380210719,6.2300835654596,0.13966973973316002,0.25955734406439,-0.095238095238095,-0.087590731434952,0.10255397577672001
2003-12-31,,-0.0015110305228167,-1.2580299785867,-1.6302757456386998,-5.579689018464499,-1.1788365338067,-1.2307434819801002,0.017950519716369,-0.061321814026605005,-0.27947598253275,12.064655172414,0.046368144138688,-1.9296254256527001,0.006614811860125,-0.087685039370079,0.12561653898625,0.38748478556598,-0.60748959778086,0.19378689404329003,0.1018814341498,-0.017543859649123,0.16316071291976,0.023880597014925
2004-12-31,,-0.00060532687651325,-1.0318118948824,3.5910714285714,2.0460477453581003,5.0611324159711,3.6895551257253,-0.16135943915515,-0.1387055462516,-0.31287878787879,0.26360936984494,0.0081753725944148,0.10989010989011001,-0.019780074629330003,0.20769177656562998,0.075330971471191,-0.52737499354972,-0.25530035335689,0.09157051762316198,0.075869845360825,0.0,0.14875706957779997,-0.22256559766764
2005-12-31,,0.0012113870381587,9.565217391304301,-0.58816284195514,-0.43550802884113,-0.62961033160892,-0.6758094452464398,-0.1029215260778,-0.17120635283737,-0.7728776185226,0.053002610966058,0.014352350197345,0.35973597359736,-0.033721870367875,0.025784689268767,-0.01864054100919,-0.48684354187137996,-0.35468564650059,0.047008221100315994,0.048959425063632,0.017857142857143002,0.013224181360201998,-0.08812720318008
2006-12-31,,0.0024198427102238,-9.218106995884801,-0.7505115693373199,-0.43101320498581,0.53999196141479,2.459181509754,-0.09797542868718598,-0.06466494489679199,0.31553398058252,-0.08604016860897601,0.010152104704634,0.7208737864077701,0.014503364362166,-0.026697135213466,0.033571870306564,0.36127659574468,0.3031045751634,0.063981353339646,0.063802455038538,-0.017543859649123,0.099553647098706,-0.10001645007403
2007-12-31,,0.0030175015087507,-0.5292939409113699,1.3271293375393998,-0.55037414597115,-0.6258645439123101,-0.8209764918625699,-0.10187986313857,-0.20308580823304,-1.020295202952,-0.025501899077590998,0.011345729593445,-0.43253408556653,-0.0078353208014022,0.064307392773292,0.06581759124711499,0.26836511409816,0.33338557993729995,0.081136957980202,0.08506641620823799,0.017857142857143002,0.0033400133600535,-0.15536464997257998
2008-12-31,,0.003008423586041,5.0617021276596,0.36559577063847,4.1575012059817,2.9553540286012994,4.5858585858586,-0.0034419357211149,-0.16388066017774,-142.54545454545,-0.6180400890868599,-0.060835843634222994,-0.9212924606462299,-0.0065809982335214,-0.057893037770365,0.059427379902157004,-0.029328404189772006,0.08146232514399901,0.078771069994808,0.091999505379003,0.035087719298246,0.18856908737069,-0.17680155810431
2009-12-31,,0.0032993401319736,-0.77886977886978,-0.7532261266626998,-1.0798765374363,-1.3087301587302,-1.2101940110951,-0.031984767752506,0.010280905985069,0.10083493898523,-0.14431486880466002,0.07506267512166401,5.2210526315789005,0.076461769115442,0.078640776699029,0.047918243754731,-0.10346578646692998,-0.35869565217391,0.070624420365566,0.05899671611369,0.033898305084746,-0.13193726301275,-0.039432176656151
2010-12-31,,0.0035874439461883,0.49603174603175,4.7365245374095,-10.695550351288,-2.5822622107969,-2.644502770487,-0.061402171261283,-0.0074521714625669,-0.13360560093349,0.33475298126065,0.031104252400549,-4.0846023688663,0.021960225432403,-0.10128659924816001,0.033879939319512,-0.051401869158879,0.17440677966102,0.066985383611663,0.06928999144567999,0.016393442622950997,-0.06388364935967401,-0.039819376026272994
2011-12-31,,0.0035746201966041,0.54323607427056,-0.52675127971391,-0.83792270531401,0.18602761982128,-0.018442986345097,-0.041733677729584,-0.093819994321587,-0.38181818181818,0.24569240587109,-0.045132537333289,0.031815688425672006,-0.060978701825558,0.073347472605161,0.067775293460034,0.20809075981490002,0.24116034059749,0.08092859785423599,0.086,0.032258064516129,0.12026088339785,-0.09861764286732198
2012-12-31,,0.0035618878005342,0.86249570299072,-1.1191287598163,-0.30700447093890004,0.22207001522070002,0.49349593495935,0.0083406794602292,-0.095178416013925,2.0076252723312,-1.0840163934426,-0.0076280041797284,0.32801701222754,0.054813014715809,-0.0033481530270597,0.054770318021201,0.00061781786729282,-0.13058139534884,0.080982668301912,0.074769797421731,0.015625,0.11577602120509001,0.0012648221343874
2013-12-31,,0.0032534753031648,0.041712809154669996,-0.87562189054726,1.6290322580645,-0.8458712168389599,-1.2808322748443,0.044737726967047996,-0.058404832441999,-0.13111191597247002,-3.4390243902438997,0.069320136183356,0.48078462770215996,0.051580698835274,-0.0093622645665823,0.060301507537689,0.058903432946406,0.14016316704561,0.08575122470338901,0.08524674434544201,0.0,0.00055147838628932,0.042160113690194005
2014-12-31,,0.0035377358490566,0.15715804394047,-4.38,-0.3038854805726,0.8056565656565698,-2.0422140857204,0.067781335993949,0.0086626077718302,0.44768653605669,-1.8875,-0.015459856889647,0.098404974317383,0.018378773125608996,-0.081331999110518,0.065063483704874,0.024606413994168998,0.0058651026392961,0.08786482086009799,0.08575037499013201,0.0,-0.022470957347578997,0.031818181818182
2015-12-31,,0.0035252643948296,-0.022661154493952004,11.943786982249,1.4994124559342,-0.054374580443052,0.032444719983468,0.014076228655826,0.078347174397407,-0.025626259717822997,-0.92957746478873,-0.010668444740790001,-0.09451144474526199,-0.012220628660213001,-0.035461422087746004,0.056803823545569,-0.058046892783974006,-0.02064139941691,0.08275625846997,0.083973184422534,0.0,-0.031835530881332,0.0063142437591777
2016-12-31,,0.0032201405152225,-0.07739307535641499,-0.13394285714286,-0.41607898448519,-0.075248461902508,-0.14491593274620002,0.0020509162245306,0.06784627521695,-0.16489361702128,-6.16,0.0052232518955349,-0.20521880945909002,-0.012190326386158001,0.0035133948177426,0.05323075323595201,-0.05546157564040599,-0.037747082638724,0.07817099001457901,0.080808419583985,-0.015384615384615,-0.019621897679419,0.014300306435138
2017-12-31,,0.0035016049022469,-0.097639667176091,0.50752177355503,0.2938808373591,0.32241555783009,0.34573970037453006,-0.0033370411568408,0.02726473175022,-0.12632696390658,0.13178294573642998,0.0052631578947368,-0.15424076607387,-0.0061244487996079,0.017317911847452,0.050145599921031,-0.062555967762569,-0.1321618611558,0.07328149815983,0.070130579415123,-0.015625,-0.013617254615243999,0.020572579484966
2018-12-31,,0.0031986042454202,-0.075084681972149,-0.002626050420168,-0.0028002489110143,0.080108359133127,0.08053574534701699,-0.0011755952380954,0.031541095890411,-0.062778452814905,0.6095890410958901,0.0029679527795379,-0.065103113627173,-0.0020335223071236,0.012413962635202001,0.047281101659068,-0.075873362445415,-0.045486952801939005,0.06772529536216,0.066943883823973,0.0,-0.0091262855554526,0.015365097265295
2019-12-31,,0.0031884057971014,-0.07873855544252299,0.047744426891346,0.033073322932917,-0.015406664278036003,-0.018673535093368002,-0.0016984252320435,0.012814979582351001,-0.010371650821089,0.029787234042553,0.00019949461364544,-0.012975778546713002,-0.00052485334979941,0.012929464610902,0.044607997127855,-0.039279385705848,-0.047355841051688,0.065060334847271,0.063770920416805,0.0,-0.0081350226752069,0.0013883104262113
