Date,ODA/FRA_LE_Value,ODA/FRA_LP_Value,ODA/FRA_PPPGDP_Value,ODA/FRA_BCA_NGDPD_Value,ODA/FRA_TX_RPCH_Value,ODA/FRA_TXG_RPCH_Value,ODA/FRA_TM_RPCH_Value,ODA/FRA_TMG_RPCH_Value,ODA/FRA_GGXWDG_NGDP_Value,ODA/FRA_GGXWDN_NGDP_Value,ODA/FRA_GGXCNL_NGDP_Value,ODA/FRA_GGXONLB_NGDP_Value,ODA/FRA_GGR_NGDP_Value,ODA/FRA_GGSB_NPGDP_Value,ODA/FRA_GGX_NGDP_Value,ODA/FRA_NGSD_NGDP_Value,ODA/FRA_PPPEX_Value,ODA/FRA_PCPIPCH_Value,ODA/FRA_PCPIEPCH_Value,ODA/FRA_PCPI_Value,ODA/FRA_PCPIE_Value,ODA/FRA_NGAP_NPGDP_Value,ODA/FRA_PPPSH_Value,ODA/FRA_NID_NGDP_Value,ODA/FRA_LUR_Value
2001-12-31,0.018468337015884,0.0069489279282342,0.042780570232826005,0.20824449182657997,-0.77471879178793,-0.75098970704671,-0.84555280635499,-0.9469375560203199,-0.0081941325098259,-0.0033301235756700003,0.090288315629742,-0.083399523431295,-0.0006424412768521099,0.0091556459816888,0.0017016116413707,-0.0008825754391863801,-0.0022598870056497,-0.024617067833697995,-0.17192784667417998,0.01783108556268,0.01468943895113,-0.11838211114765,-0.0040520984081043,-0.013981953006343,-0.080524934383202
2002-12-31,0.011584117887843,0.0070697015202389,0.026708271147547997,-0.29058823529412003,-0.33310055865921995,-0.43529411764706,-0.18296795952782002,1.3952702702703,0.033790358248562996,0.034761080471801,1.1489213639526998,-1.392547660312,-0.011390574149223,0.36592741935484,0.02114614858928,-0.056240272578135,0.0045300113250283,0.08749298934380298,0.500340367597,0.019386790915904,0.0220392817787,-0.42484147706079994,-0.017727404824179,-0.038191455624519,-0.013245033112583
2003-12-31,0.00068789705822844,0.0069698086653486,0.028298017391304,-0.41873963515754997,-1.5602094240838,-1.0810810810811,-0.54024767801858,-0.47484720263282,0.07165226319842599,0.070454589663289,0.24967616580311,2.0176600441501003,-0.0058117087643007,0.023862238622386005,0.0092928983899957,-0.028347298983776,-0.0011273957158963,0.11810211449201,0.08393829401088901,0.021681689360523,0.023889558360288,-0.8605706874189399,-0.032248520710059,-0.0061705134243994,-0.0097199722286507
2004-12-31,0.00072786089769513,0.0067052677115571,0.05612962549040099,-0.25249643366619,-5.781308411215,-35.111111111111,5.9483726150392995,5.0805729632945,0.026412442911437,0.031600370700151,-0.095879761596268,-0.27432333577176,0.002248339294839,-0.013695338779432999,-0.0049257350712337,0.024174311926606004,-0.010158013544018,0.078413284132841,-0.031812473838426,0.023369797586893996,0.023125683962750998,3.4744186046512002,-0.023540201773157996,0.03336651026115,0.039962608086000995
2005-12-31,0.0094553095199611,0.0075696223452607,0.048767189273535,-1.8969465648855002,-0.306684910086,-0.20969055374593001,0.020352124051042,0.035482921083628,0.024534818594810003,0.035229874933944,-0.09286328460877001,-0.25100806451613,0.013826858366473,0.0012180267965895,0.0067397761023532,-0.018856093519058,-0.01254275940707,-0.18776732249785996,-0.24945957630783,0.018994436179102,0.017365946196848,-0.28066528066528,-0.030369442705072,0.026280787047654,0.0
2006-12-31,0.0037627091505885,0.0071682824008004,0.055206657282001005,0.18723404255318998,0.5889484071046,0.7774343122102,-0.11587779009023,-0.12498222664580999,-0.040332255174402996,-0.015858431172367,-0.26003159557662,-1.0323014804844999,0.0088105726872247,-0.21532846715328,-0.0072809107757479,0.032365561946499,-0.0092378752886836,0.0084254870984729,-0.040322580645161,0.01915038300766,0.016662864624143,0.92341040462428,-0.029060381013883998,0.035663210582766995,-0.0047191011235955
2007-12-31,0.022531504227149,0.0064332247557004,0.050852778795205,0.74193548387097,-0.49769339957416997,-0.8142028985507199,0.028648164726947003,-0.1358466038349,0.00072788265265755,-0.0015387807323904,0.08625106746370599,-4.375,-0.0093318179099121,0.1953488372093,-0.0050673423123084,0.023170462082689,-0.0011655011655012,-0.16031331592689002,0.66866746698679,0.016082344745028,0.02780406427129,0.60255447032307,-0.02993016295311,0.04043324415293,-0.09595845563332599
2008-12-31,0.012714012714013002,0.0055020632737276,0.021607837814972,0.73868312757202,-0.87248322147651,-1.4820592823713001,-0.7765013054830301,-0.82117337344866,0.059706212545262,0.044433669847097,0.25117924528302,5.777777777777799,0.002495823521124,0.021530479896239,0.014609301702185,-0.032023855827822995,0.0046674445740957,0.9657960199005,-0.57661870503597,0.031607308405438996,0.011769954343968,-0.5447726207219901,-0.02639698320192,-0.0009539214466426,-0.06555944055944099
2009-12-31,-0.0093580313474794,0.0053271103242939,-0.022042791612482,-0.23254437869822,-32.210526315789,18.833333333333,-8.3169781931464,-12.276550998948,0.16359539831988001,0.16158501202023,1.2500785422557,8.0,-0.004176119822515,0.36515997968512,0.071164370635969,-0.10670595588892,-0.0069686411149826,-0.9674153748813701,-0.15548003398471,0.0010297215071378,0.0099443678290319,-4.1688980432544,-0.026408450704224998,-0.11553470607772,0.21502071361752997
2010-12-31,-0.0001554968123154,0.0047866039125284,0.032114724743532004,-0.017733230531996998,-1.8002130114494,-1.7938320959452,-1.9435870143693,-1.8030585602387,0.036456663631817,0.05259702259459599,-0.05124266964535,-0.084395871281117,0.0010080848404203,0.032924107142857,-0.005584820563415,0.031437425029988,-0.0011695906432749,15.825242718447,0.98088531187123,0.017328283536728002,0.019692902195015,-0.32304192395190007,-0.031826401446654995,0.028444027223656,0.020127584689836997
2011-12-31,0.0037325038880249,0.0048593961602804,0.041864320953099,0.34222919937206,-0.23702307009759999,-0.40853031860225997,-0.2906937394247,-0.26648862052949,0.044503006458318,0.035730751498386004,-0.24988962472406,-0.41998231653404,0.023625853491509998,-0.18116333513416,-0.0093012543405855,0.041866550370693,-0.010538641686183,0.32198499711483003,0.34179786693753006,0.022916130455565002,0.026418153826532998,-0.55880940950552,-0.018304071722076997,0.059330929670029,-0.0080862533692724
2012-12-31,3.873566780296e-05,0.0048993182178531,0.021358224602194,0.24269005847952999,-0.8441633958424201,-0.70877497827976,-1.2053117048346,-1.1340826341618,0.051016902976677,0.06898312407535902,-0.046301746125172,-0.07164634146341499,0.019774900633584,-0.16934242357598,0.013752034192314,-0.042649179107949,-0.0059171597633136,-0.031863814927978996,-0.42884178652536,0.022178089700846997,0.015087909259539,0.62241566920566,-0.026255707762557003,-0.021627676532678004,0.064347826086957
2013-12-31,-0.002169113374908,0.0044336452137143,0.01779416737143,-0.38211764705881995,1.2117537313433,-0.070405727923628,-2.4694035631294002,-2.0413223140496,0.034249971824637,0.037207593386404995,-0.12919152437769998,-0.13834154351396,0.021205163331853998,-0.25761186126554997,0.0083086367485181,0.0055382821609017,-0.0071428571428571,-0.55275022542831,-0.97680583167661,0.0099253619812043,0.00034973289150404,0.45137491616365,-0.028526768268854998,-0.030780747721167998,0.047589869281046
2014-12-31,0.0052792981638911,0.0045711592836947,0.020522712683206,0.084539223153085,0.4217629692113,0.79781771501926,0.61149182920401,2.1167800453514998,0.037420043805642,0.040548838088041,0.041341837939995,0.10481181515007,-0.0047802592298681,-0.053495007132668,-0.0013646144964047,-0.00067639385447866,-0.0071942446043166,-0.29435483870968,19.0,0.0069987290865092,0.0070009526889427,0.29990757855822997,-0.027755430410297998,0.0044525215810995,-0.027880678494832997
2015-12-31,0.0037069930880025,0.0045816328126222,0.028189183630231006,-0.26474719101124,0.4357757342035,0.72795430203499,0.032057572783775,0.14769006911604,0.025913048958541,0.027995279271918,-0.024500907441016004,-0.036222509702458,-0.0091128282042034,-0.10060286360211,-0.010301150995953,0.0028524463353315,-0.0072463768115942,0.32571428571429,0.32571428571429,0.009275427464946999,0.0092783863072196,0.055101315321720995,-0.027306578402979002,-0.014383933417767,0.0066185318892901
2016-12-31,,0.0045763028454019,0.034635539264716006,-0.31614135625596995,-0.057851239669422,-0.057851239669422,0.12202852614897,0.12202852614897,0.012941537831473,0.013953128967093002,-0.13790697674419,-0.24563758389261997,-0.0026057134098441,-0.1403435274403,-0.012904253624343002,0.015860772308731,-0.0097323600973236,0.077586206896552,0.077586206896552,0.010003854224659001,0.010001461950586,-0.11455525606469,-0.023394300297746,-9.1785222579114e-05,-0.017832237497509
2017-12-31,,0.0045709504477982,0.039125626420337005,-0.3854748603352,0.0087719298245614,0.0087719298245614,0.080508474576271,0.080508474576271,0.00083894313380636,0.00090361773703649,-0.20744537361748003,-0.44068801897983,-0.0028046180148683,-0.15107212475634,-0.016426368266265,0.017179195140471,-0.0085995085995085,0.13,0.13,0.011303986499665,0.011298809665719,-0.19444444444444,-0.021341463414634002,0.0039471268588213,-0.026574703316766
2018-12-31,,0.0045810004164545,0.040756462552676,-0.52727272727273,0.0,0.0,0.030065359477124,0.030065359477124,-0.010887019400708998,-0.011725548207449,-0.33015656909462,-1.0466595970308,-1.9263739862549e-05,-0.34730195177956,-0.017685239206534,0.017868806569002,-0.0086741016109046,0.08849557522123899,0.08849557522123899,0.012292882538405001,0.012300775428758999,-0.24043457723193,-0.020026702269693,0.0069031727164669985,-0.026570803376055
2019-12-31,,0.0046061722708431,0.040348364470749,-1.0625,0.0,0.0,0.0,0.0,-0.021064131755479998,-0.022694754452002003,-0.46951219512194997,21.227272727273,0.0,-0.5831134564643801,-0.017149857084524,0.019663565109777,-0.0075,0.073170731707317,0.073170731707317,0.013203889928928002,0.013199261440192,-0.26741293532338,-0.019981834695731004,0.0094438138479002,-0.0090986940697924
