Date,ODA/PRT_LE_Value,ODA/PRT_LP_Value,ODA/PRT_PPPGDP_Value,ODA/PRT_BCA_NGDPD_Value,ODA/PRT_TX_RPCH_Value,ODA/PRT_TXG_RPCH_Value,ODA/PRT_TM_RPCH_Value,ODA/PRT_TMG_RPCH_Value,ODA/PRT_GGXWDG_NGDP_Value,ODA/PRT_GGXWDN_NGDP_Value,ODA/PRT_GGXONLB_NGDP_Value,ODA/PRT_GGR_NGDP_Value,ODA/PRT_GGSB_NPGDP_Value,ODA/PRT_GGX_NGDP_Value,ODA/PRT_NGSD_NGDP_Value,ODA/PRT_PPPEX_Value,ODA/PRT_PCPIPCH_Value,ODA/PRT_PCPIEPCH_Value,ODA/PRT_PCPI_Value,ODA/PRT_PCPIE_Value,ODA/PRT_NGAP_NPGDP_Value,ODA/PRT_PPPSH_Value,ODA/PRT_LUR_Value
2009-12-31,-0.025840295317660997,0.00094144228958763,-0.021710904328749,-0.13601835733502002,-5.8929752066116,-12.260706235913,-3.8103743577196,-4.3180806331932,0.16743381593997,0.18050081493554998,6.4246031746032,-0.036806383341037,0.71280211480363,0.11079367913579,-0.10784685367703,0.0015576323987539,-1.3406261788005,-1.1648873072361001,-0.0090273034392364,-0.0013931457230427,-2.5171806167401,-0.024390243902439,0.2489406779661
2010-12-31,-0.015357000398883002,0.00047027840481572003,0.031818857907804,-0.030863632200750998,-1.0544717506966998,-1.2225113424073,-0.75256834407104,-0.87581065970928,0.12298979664986,0.12422180941862,-0.04409406734366599,0.05185129059958599,-0.017197662881711002,0.034761292396721,0.043552156362864004,-0.0062208398133748,-2.5382059800664,-18.597122302158,0.013897168405364998,0.024460565476191003,-0.68815331010453,-0.034375,0.14185750636132
2011-12-31,-0.015393963945716002,-0.0014101720409891,0.0078803604562625,-0.33698733698734,12.407751937984,2.167916041979,0.71885995777621,2.2713085234094,0.15167248276449,0.091549531645994,-0.91025999440872,0.081014238720676,-0.2739203589456,-0.042021049361140005,0.14708876221498002,-0.017214397496088,1.5608351331893,0.42886345053148,0.035562047550803,0.034952337721289,1.9944134078212,-0.048543689320388,0.17706592386258
2012-12-31,-0.042172392511829,-0.0040482018452268,-0.014929697298645,-0.71237172177879,-1.3754625346901,-1.149361097965,1.4378710337768998,1.0726605504587,0.14622902963565,0.16634106925508,2.9688473520248997,-0.09093534128517801,-0.39239919666305995,-0.039404872907123,0.27872925725441,-0.020700636942675,-0.21928591509698997,-0.40257510729614004,0.027776052802001,0.020877192982456,1.5199004975123998,-0.061224489795918,0.22473771397018
2013-12-31,-0.028994845360825,-0.009263635504301001,0.00063289489849467,-1.2636273538157,-4.3637203572528,-7.370088719898599,-1.4997061046268,-1.5066395184136,0.039145047027249004,0.038980286235443,-0.7496075353218199,0.067803650401935,-0.25273328248157,0.027136526693395,0.060444136016655,0.0016260162601626,-0.84155563557796,-0.9176245210728,0.0044020922885701,0.0017185083347654,0.20039486673248,-0.043478260869565,0.042316114904032004
2014-12-31,0.014156160141562,0.0010495181757467,0.026862417543168,0.19172932330826997,-0.60950375389123,-0.66802626343016,-0.28129726096454,-0.25546042285514997,0.018016969922596,0.044869468335625995,-1.5078369905956,-0.0022653425472518,-0.20755358965635,-0.021119237406525,0.069105425037628,-0.0097402597402597,-0.9204545454545501,2.0406976744186003,0.00035234264892919,0.0052324583976668,-0.27261513157895,-0.022727272727273,-0.12235061484274
2015-12-31,0.0082878953107961,0.00095310712924131,0.03421051678098,0.31230283911671997,0.31512309495897,0.70812106682649,-0.028057049333644998,-0.018540248767895,-0.019313255673983003,-0.0018256282665418,4.6543209876543,0.00020640781597596998,-0.36367539716617,-0.032278374748153,0.050131603109506,-0.0081967213114754,29.314285714285997,-0.69980879541109,0.010609509900777,0.0015700998378701,-0.37704918032787005,-0.023255813953488,-0.048581285643878
2016-12-31,,0.0006665397067225,0.036564730117468,0.13461538461538,-0.07149224460688201,-0.10228070175439,0.038729853259562005,0.032281205164993,-0.017557216326656997,-0.016897715409454,0.15993449781659,-0.0019948637989545,0.19365721997301,-0.0054001301236175,0.021508510142223998,-0.0016528925619835,0.37888784165881,18.458598726115,0.014637878272696,0.030551910985397,,-0.01984126984127,-0.039295493228743
2017-12-31,,0.00076125225996756,0.039327285754843,0.19915254237288002,-0.016321044546851002,-0.017002149697088,-0.024085224641037,-0.02640722724114,-0.019041293036643002,-0.018373546044995,0.15717647058824,-0.0097415278575531,0.05652911249293401,-0.013911602450883999,0.049472182596291,-0.0033112582781457,0.05878332194121701,-1.3620294599018001,0.015490692180091001,-0.011061507936508001,,-0.020242914979757002,-0.041133877676783
2018-12-31,,0.00076067319577835,0.039933400972970004,0.30565371024734994,0.049775522154987,0.048508946322068,-0.0056953013763645,-0.0052343564120867,-0.018467764038241002,-0.01776983907352,0.11752745018300001,-0.011832672095775,0.0026752273943286,-0.016385467571811002,0.057959982601131,-0.0016611295681063,-0.033570045190445,-5.2983725135624,0.014973888508468999,0.047541422146428,,-0.020661157024792997,-0.04595115681233901
2019-12-31,,0.00066508313539189,0.039425626657327004,0.33355886332882,-0.039419858683525,-0.04702313234736401,-0.05513126491646799,-0.060511839272901,-0.020104629485146998,-0.019474421146096998,0.10334788937409001,-0.011786527670165,-0.027214514407683996,-0.016298727575199,0.054733271662041,-0.0033277870216306,-0.0013360053440214,-1.1436684896929,0.014948059759726002,-0.006831113487459001,,-0.021097046413501998,-0.048501178848097
