Date,ODA/CIV_LE_Value,ODA/CIV_LP_Value,ODA/CIV_PPPGDP_Value,ODA/CIV_BCA_NGDPD_Value,ODA/CIV_TX_RPCH_Value,ODA/CIV_TXG_RPCH_Value,ODA/CIV_TM_RPCH_Value,ODA/CIV_TMG_RPCH_Value,ODA/CIV_GGXWDG_NGDP_Value,ODA/CIV_GGXCNL_NGDP_Value,ODA/CIV_GGXONLB_NGDP_Value,ODA/CIV_GGR_NGDP_Value,ODA/CIV_GGX_NGDP_Value,ODA/CIV_NGSD_NGDP_Value,ODA/CIV_PPPEX_Value,ODA/CIV_PCPIPCH_Value,ODA/CIV_PCPIEPCH_Value,ODA/CIV_PCPI_Value,ODA/CIV_PCPIE_Value,ODA/CIV_PPPSH_Value,ODA/CIV_NID_NGDP_Value
2005-12-31,,0.027027027027027,0.049937667817415,-0.81939304219097,-0.8083214302170201,-0.8083214302170201,-0.860548932631,-0.860548932631,0.025497448979592004,-0.012543554006969,-0.1359375,0.0081220630040031,0.0065338474721508,0.099294628323386,-0.018563034188034,1.6620973269363002,-0.43033986045465,0.038842616000071,0.02530087885426,-0.029411764705882002,0.20683982683983
2006-12-31,,0.03,0.04635232332458001,9.4713114754098,0.44519230769231,0.44519230769231,0.279324055666,0.279324055666,-0.011915571089193002,0.06280875088214499,-0.5750452079566,0.068078494561777,0.067681174843035,-0.07305034550839098,-0.012892910600081998,-0.36508753861998,-0.19517977084156,0.024659312134977,0.020369424582908,-0.03030303030303,-0.24018939665686
2007-12-31,,0.029994890137966,0.044735406437534,-1.2512720156556,-2.4690618762475,-2.4690618762475,0.33281533281533004,0.33281533281533004,-0.06852884530658,-0.6938911022576401,4.2893617021277,0.034051724137931,-0.020582079138842,-0.08496881180587301,0.0026536168452975,-0.23114355231144,-0.28522336769759005,0.018949368354388,0.014565415064276001,-0.03125,0.19629874421679
2008-12-31,,0.030014387061566998,0.045535248041775,-4.1214953271028,-0.7513586956521701,-0.7513586956521701,-0.44714341235911,-0.44714341235911,-0.042826060515967004,-0.13449023861171003,0.074014481094127,0.035691954981242,0.031649112094846,0.41491395793499003,0.06414675583576401,2.3306962025316,5.1497252747253,0.06315118009781,0.08954193012604901,-0.016129032258065,0.18508287292818
2009-12-31,,0.030006743088334998,0.04035560883028701,2.1636726546906,-5.814663023679401,-5.814663023679401,1.1265377855888,1.1265377855888,-0.092985824815045,2.468671679198,-0.93632958801498,-0.06927604769331401,-0.019235511713933,0.0548178613396,0.015743671616172,-0.84022169437846,-1.1863971409426002,0.010084615384615,-0.016693205744514997,0.032786885245901995,-0.22657342657343
2010-12-31,,0.029974281038111002,0.032645223235717995,-0.7050473186119901,-1.9775844131278,-1.9775844131278,0.12628099173554,0.12628099173554,-0.018585971794153,0.33526011560694,-4.1764705882353,-0.019081081081081,0.0055318078953985,-0.06578287751350799,0.041147664604287,0.78394449950446,-4.0581186339125,0.017995445926084,0.051037245677184005,-0.015873015873016,0.28313097390855
2011-12-31,,0.030009988195768996,-0.024137610413761005,4.9229946524064,-0.81298374613003,-0.81298374613003,-3.1323745230408,-3.1323745230408,0.47904770968151006,1.9139610389610002,9.9037037037037,0.058742491871935,0.23025756439109998,0.28428332935845,-0.0042060804914657,1.4711111111111,-0.6146159874608199,0.044488831036700996,0.019671843852001,-0.080645161290323,-0.29769814106436
2012-12-31,,0.030017190461497995,0.12660784724737,-1.0212170458649001,-2.1624418003104,-2.1624418003104,-3.8811424638678997,-3.8811424638678997,-0.51983356746845,-0.42228412256266995,-0.51528532608696,-0.013792744495913998,-0.10325622992805,-0.24716805942432998,0.025308025308025,-0.70773381294964,0.73309608540925,0.012992314909648,0.034094571078695,0.07017543859649099,0.57200191113235
2013-12-31,,0.029998288257446,0.10319514216607001,7.9191489361702,1.1450823319982,1.1450823319982,-0.89386809354322,-0.89386809354322,-0.10836162229766,-0.27675988428158,-0.40434477925718004,0.045598480050665004,0.00013599891200871,-0.078564380858411,0.0054785388283961,0.9876923076923101,-0.87826342035788,0.025835189309577,0.0041481419924933,0.049180327868853,0.035681721475897994
2014-12-31,,0.029997091694711004,0.10318604151973,0.43845419847328,-1.5711618257261002,-1.5711618257261002,1.4740040513167,1.4740040513167,-0.086414186955215,0.022666666666667005,0.28352941176471,0.050222087623661996,0.047411839361799005,0.056886628296078,-0.011738904992221999,-0.7550309597523199,2.8939759036145003,0.0063340432424237,0.016165405755822,0.046875,0.10388543256251
2015-12-31,,0.029970553830019,0.09894096064042698,0.038805970149254,-2.7624409734835,-2.7624409734835,0.11444687045124,0.11444687045124,-0.059412184021495,0.35636679704476,0.78918423464711,-0.071177968952756,-0.028604812186256,0.029635258358663,0.013572792485937001,3.0600315955766,-0.0099009900990099,0.025697222070023,0.015996470867691,0.044776119402985,0.031050616758826
2016-12-31,,0.029999216730633996,0.09781082824297199,0.013729246487866999,0.56038746908491,0.56038746908491,-0.29322448979592,-0.29322448979592,-0.035328067158306,-0.00032041012495991,0.016393442622950997,0.012573734864949,0.010780950683833,0.10522755227552,-0.0029404276985744,-0.027237354085603,0.5625,0.025,0.025003005971863997,0.028571428571427995,0.090449669966997
2017-12-31,,0.03,0.09710270145728901,0.032440944881890005,0.20670981376304,0.20670981376304,-0.21159621159621,-0.21159621159621,-0.030578637256382997,-0.0038461538461538,0.0065524193548388,0.026674842863712994,0.022477852703954,0.038395192254187006,-0.011494252873563,0.0,0.0,0.025002605795289,0.024999185375867997,0.041666666666667,0.037501182256692
2018-12-31,,0.030012182066522,0.09265598420732099,-0.29042098840757,0.14076182136602,0.14076182136602,-0.12774685027835,-0.12774685027835,-0.029860050494031003,-0.033783783783784,-0.041562343515273,0.016923000348415,0.010086641665589001,0.08070307057499601,-0.0099145019501821,0.0,0.0,0.024996504429841,0.024999841048823,0.026666666666667005,0.02525183463239
2019-12-31,,0.029997849616515,0.081896634569182,0.5378331900258,-0.23882172327767998,-0.23882172327767998,-0.32247228753779,-0.32247228753779,-0.019694779116466,-0.00066600066600074,0.0067920585161965,0.027066712348882003,0.023513847992148,-0.050974364060098,-0.0079005839562055,0.0,0.0,0.025000775073632003,0.024997984033546,0.012987012987013,0.0098697372515894
