Date,ODA/BFA_LE_Value,ODA/BFA_LP_Value,ODA/BFA_PPPGDP_Value,ODA/BFA_BCA_NGDPD_Value,ODA/BFA_TX_RPCH_Value,ODA/BFA_TXG_RPCH_Value,ODA/BFA_TM_RPCH_Value,ODA/BFA_TMG_RPCH_Value,ODA/BFA_GGXWDG_NGDP_Value,ODA/BFA_GGXCNL_NGDP_Value,ODA/BFA_GGXONLB_NGDP_Value,ODA/BFA_GGR_NGDP_Value,ODA/BFA_GGX_NGDP_Value,ODA/BFA_NGSD_NGDP_Value,ODA/BFA_PPPEX_Value,ODA/BFA_PCPIPCH_Value,ODA/BFA_PCPIEPCH_Value,ODA/BFA_PCPI_Value,ODA/BFA_PCPIE_Value,ODA/BFA_PPPSH_Value,ODA/BFA_NID_NGDP_Value
2006-12-31,,0.029801817910892005,0.09514601946926299,-0.19425267518122,1.2570001896214,1.3986365953109,-0.15009632297512002,-0.0140625,-0.48745804227524,-3.9354310658421006,-4.4324157764995995,1.3645700359753998,0.082702797818054,-0.10908674229403001,-0.036741978790496004,-0.6331305568554001,-0.65831842576029,0.023516700765499998,0.015288306914771002,0.0,-0.15770821027761
2007-12-31,,0.029879901606135,0.06867579908675799,-0.11309842561850998,-0.76212613419962,-0.81996865786608,1.5727801320587,1.9083088068825,0.12394353732466001,-1.3504554185513002,-1.3143216230774,-0.50673603101764,0.046522021777995005,0.36064308681671997,-0.0040190798251916,-1.1058673469388,0.4836387434555,-0.0024930374629414,0.022671991492346,0.0,0.10215053763441
2008-12-31,,0.029855988760098,0.07890389107275099,0.38582296824055,-0.3156345655757,-0.72395987016819,0.40963763119589003,0.39930717733147,-0.0074015748031496,-0.27722772277228,-0.28636709824829,-0.16113626187752,-0.18662887758667998,-0.18593439833633,0.07133365514473401,-43.863453815261,4.1089545655051,0.10672550829711999,0.11581392776149001,0.0,0.065111346765642
2009-12-31,,0.029672578444748,0.03743795543351999,-0.6043046357615899,10.010149664544999,34.809192944949004,-1.2496195652173998,-1.2989068454285,0.13319054418531,0.14774951076321,0.13767342582710998,0.16089431858617,0.15832935560859002,0.56432884347422,0.015633464118466004,-0.75620725194416,-1.0255568986358001,0.02602079222021,-0.0029643876903554,0.043478260869565,-0.10329549980088001
2010-12-31,,0.029479960251738997,0.09767394513157199,-0.5626513983704,1.7427424142996002,1.5436349796266002,-5.7970825168735,-4.3969849246231005,0.025411270563527998,-0.35251491901108006,-0.39985928705441,0.0096040868454663,-0.060411258087114006,0.19225059382423001,0.029459706001107002,-1.2336664104535,-0.11824324324324001,-0.0060874048223351,-0.0026052801670561,0.041666666666667,0.0019430411369565
2011-12-31,,0.029279279279279,0.07136232959287798,-0.23212487411883,-0.5188018753453599,-0.48743406035641,0.19777152453138,0.46312732851194,0.042804478427088996,-0.5362080315997401,-0.673700664322,0.073420027323787,-0.0078066751458268,-0.11704644502553,0.034553052202418,-5.564144736842099,-20.501915708812,0.027750623441396,0.050905755560650995,0.0,-0.12970966312057003
2012-12-31,,0.029071584870272005,0.10993291495347,1.9809836065574,-1.0069492127383002,-1.0019118051104001,-0.54188060097384,-0.51973413218498,-0.060065466448445,1.2342086586231,1.8814371257484999,0.069011030451589,0.14158157627194,0.18953603158934001,0.027291150852527,0.3754954954955,-0.6770137524558,0.038162900846339,0.016440721380527,0.04,0.36346851722162
2013-12-31,,0.028979343863912998,0.08161434977578501,0.55015398152222,-29.066439522998,-89.592814371257,-0.26199338296112,-0.28848777825426003,0.015148876893609999,0.25825921219822,0.40399002493765995,0.06892142164211999,0.09200030976535302,-0.19602845287492998,-0.023099002232448,-0.86429132826827,-0.93430656934307,0.005188661605774,0.0010733419200688,0.03846153846153799,-0.037635412775495
2014-12-31,,0.029048828009683,0.084468959550076,0.023414218816517996,-0.31514415781487,-0.45062521122001,-0.27172877556739,-0.38907457125637,0.07053173241852499,-0.27316334259025,-0.28093546477204995,0.017656037292191003,-0.023189844691866003,-0.2014303620143,-0.0057457326741908,1.8957528957529,17.518518518519002,0.015001999646574001,0.019998694723887,0.037037037037037,-0.12455118874333
2015-12-31,,0.028974697343508,0.087829526943918,-0.029118136439267996,0.28547372152796,0.6785187007874,0.10133887349954,0.15076233183856,0.011311927193488001,0.031955540118097,-0.00041169205434331003,-0.00312132636102,0.00054450413823147,0.05142646108392599,0.0009522111938758401,0.33333333333333,0.0,0.019994135542279,0.019999634375971003,0.035714285714286004,0.019231835060688
2016-12-31,,0.028995204639232997,0.090334015829845,0.0061411025421308,0.06349972421401001,0.09924503408341302,0.31495842939984997,0.38235523341905997,0.0073513102443043,-0.027936721642544998,-0.044892915980231,-0.0035783994795054,-0.0062039690889961,0.027046013347382998,0.0009466191170199199,0.0,0.0,0.020006468189087,0.020001792275292998,0.03448275862069,0.019086460032626
2017-12-31,,0.028991004660236002,0.090193110793464,0.0005677785663591799,-0.087585089141005,-0.11775688471028001,-0.11120556824823,-0.056886733945988,0.052624956748765,0.19113573407201997,0.17421302285468002,-0.013630427685276,0.0079585280373832,-0.04343365253078,-0.0005384071575378401,0.0,0.0,0.019992777939247,0.020004919962749,0.03333333333333299,-0.026839549650499003
2018-12-31,,0.029016799199536,0.089955523562229,0.0069513406156901,0.42738382833594,0.51643866676744,0.28628646580583,0.28628646580583,0.030749462108535,0.079651162790698,0.099155343371282,-0.0086884567645842,0.0023180007243752,-0.020200214515551998,-0.0011242376263597,0.0,0.0,0.020006735111518,0.020000172266771997,0.0,-0.0097598420879483
2019-12-31,,0.029017400204707996,0.088428153599396,0.018315018315018,-0.24296878888944,-0.28040271132376,-0.17479202491054002,-0.17479202491054002,0.035978314440611,0.05035002692514799,0.060140327430672005,-0.0050083472454091,0.0024210450242105,-0.043696405765371,-0.00062840581885023,0.0,0.0,0.019995259379656002,0.019996453331756998,0.032258064516129,-0.019324473975637
