Date,ODA/NZL_LE_Value,ODA/NZL_LP_Value,ODA/NZL_PPPGDP_Value,ODA/NZL_BCA_NGDPD_Value,ODA/NZL_TX_RPCH_Value,ODA/NZL_TXG_RPCH_Value,ODA/NZL_TM_RPCH_Value,ODA/NZL_TMG_RPCH_Value,ODA/NZL_GGXWDG_NGDP_Value,ODA/NZL_GGXWDN_NGDP_Value,ODA/NZL_GGXCNL_NGDP_Value,ODA/NZL_GGXONLB_NGDP_Value,ODA/NZL_GGR_NGDP_Value,ODA/NZL_GGSB_NPGDP_Value,ODA/NZL_GGX_NGDP_Value,ODA/NZL_NGSD_NGDP_Value,ODA/NZL_PPPEX_Value,ODA/NZL_PCPIPCH_Value,ODA/NZL_PCPIEPCH_Value,ODA/NZL_PCPI_Value,ODA/NZL_PCPIE_Value,ODA/NZL_NGAP_NPGDP_Value,ODA/NZL_PPPSH_Value,ODA/NZL_NID_NGDP_Value,ODA/NZL_LUR_Value
2001-12-31,0.025555555555556,0.0075071188195703,0.048675938273957,-0.7513611615244999,-0.50141482739106,-0.6108293800098199,-16.255033557047,-8.158013544018099,-0.062049931795832,-0.07232356734844299,3.5901060070671,0.028350515463918,0.0013940256045519,1.8355855855856,-0.027733960478388997,0.16660200631824,0.017946877243360002,-0.0034103827207275,-0.53360385493279,0.0263,0.01839,65.894736842105,0.0,-0.04620885669753401,-0.11382113821138
2002-12-31,0.032502708559046,0.017471736896197,0.06506040512308099,1.6873479318735,1.0139046538025,1.3715846994536,3.3365596128465005,2.553137811416,-0.06412554537152901,-0.063809712980435,0.8852963818321801,0.37259816207185,0.018949401971647,0.44638602065131,-0.014247787610619001,0.0077438358116775,-0.0049365303244005,0.0068441064638784,0.47308319738989,0.026483484361297997,0.02709178212669,-0.6585365853658499,0.017341040462428,0.075074497741036,-0.032110091743119
2003-12-31,0.026232948583420998,0.019444444444444,0.062791838127119,0.12177455862381,-0.7059320839791501,-0.46951435661113,-0.14690067972,-0.25978521345522,-0.064002023779408,-0.084761045987376,0.42098815843201004,0.26293365794279,0.026097139352033,0.1554091158704,-0.00284286441033,-0.021544408825193002,-0.002834868887314,-0.33987915407854996,-0.43226282761165996,0.017475414815659,0.015382703302166002,-0.47695852534562,0.0,0.0073766094420602,-0.09952606635071101
2004-12-31,0.034764826175869,0.01436710428536,0.072944669582314,0.86279257465698,1.7613799712506002,1.2776478449716,1.0097514567725,1.0956834532374,-0.08992277992278,-0.16430020283976002,0.21091954022989,0.13012048192771,0.0066300744524754,0.24857414448669002,-0.014704999699898,-0.063502770416767,0.0078180525941719,0.32551487414188,0.7594278283485,0.023174019722172996,0.027050947677648,-3.1233480176211,-0.0056818181818182,0.07211645142679599,-0.14736842105263
2005-12-31,0.030138339920948994,0.011477411477411999,0.065676302307318,0.5509098786828399,-1.1133090404303,-0.97022150506088,-0.6327810650887601,-0.67604989129191,-0.076958975011667,-0.21622746185853,0.13834836260084998,0.021748400852878002,0.038735625978513,0.20936429387134,0.025950292397661,-0.12085198333076,-0.013399153737658999,0.31117824773414,0.16814486326681,0.030372106170160004,0.031618995232857,0.18464730290456,-0.017142857142857,0.015274443248613002,-0.055555555555555004
2006-12-31,0.023980815347722,0.012071463061323,0.059575923992665994,0.010336639195418001,-4.6324655436447,15.502463054187,-1.3751208507896,-1.3749558459908,-0.11269936112516,-0.22314634577950998,-0.09464248488638699,-0.17654424040067002,0.0074322392869209,-0.22033364809569,0.021968887305546,-0.067825374531835,-0.01072194424589,0.10664911125741001,-0.15975956975641,0.033618278998973,0.026553155186663,0.55166374781086,-0.023255813953488,-0.061157092184124004,0.0
2007-12-31,0.018735362997658,0.010496183206106999,0.061682397747971,-0.044656435780451,0.9978920741989901,0.62805970149254,-4.905068728522299,-5.2025435704192,-0.11007511007510999,-0.26025056947608,-0.21229564816947002,-0.20324379118094002,-0.038279980395696994,0.051675413807025006,-0.016296769695561,0.036662690689937,0.017341040462428,-0.29298036882808,0.19879518072289,0.023766512846417003,0.031839469515309,1.8566591422121999,-0.017857142857143002,0.037086897989317004,-0.039215686274510005
2008-12-31,0.010114942528736,0.0094428706326723,0.01097247134056,0.12865412445731,-1.2405570795526002,-1.1413641364136002,-0.64008359916401,-0.63405066128671,0.17107101280559,0.13456505003849,-0.56562408652441,-0.6199109414758299,-0.010648284741034998,-0.49904030710173,0.045388772406461,-0.070732150426936,0.017755681818181997,0.66554480437526,0.059987437185930005,0.039588891026015996,0.033751415747305,-0.8028447254049801,-0.036363636363636,-0.047611071563167004,0.12244897959184001
2009-12-31,-0.014565316340463999,0.011459307764266001,-0.0064564900452802,-0.7088088216438,-2.6640350877193,-5.6809338521401,-5.419926650366699,-5.845635528330799,0.27894030518415003,0.5795901750576701,-2.0329744279946,-2.6836820083682,-0.036517920078078,-1.7295019157087999,0.04728813559322,0.087194525904203,0.020935101186322,-0.46552159636272,-0.41955555555556,0.021156274886778,0.019591293479849,-4.6913827655311,-0.012578616352201,-0.16540626099191,0.48484848484848
2010-12-31,0.0073903002309469,0.011791907514451,0.033183229813665005,-0.0066050198150595,0.9862941486557699,0.44389027431421,-1.7515558014106003,-1.7358574047153,0.24122653608488,0.45601374570446995,2.3322475570033,1.7082504970179,-0.017361208812854,3.2794117647059,0.079921238603873,0.016244080800815002,0.012987012987013,0.087901701323251,1.0551301684533,0.023026082572492994,0.040260443199184995,-0.45928338762215004,-0.031847133757962005,0.013697186808556002,0.06530612244898001
2011-12-31,0.016047684548372,0.0079981718464349,0.039797405954582005,0.28058510638297995,-0.41613588110403,-0.60218767990789,-0.35320636673107,-0.40628757945370003,0.15777443797357,0.30286759499646,-0.048484848484849005,-0.12461002018719,-0.0013458564801557,-0.093519882179676,-0.0073432075330319,-0.054323463489442,0.0026990553306343,0.74978279756733,-0.54123199205166,0.040272280658525,0.018463539674038004,-0.20582329317269002,-0.019736842105263,-0.015071198420123002,0.0
2012-12-31,0.0045126353790613,0.0065744729086377,0.043441497434415,0.42436829352717,0.14181818181817998,1.0289435600579,-0.6140825035561899,-0.47453703703704,0.014035751953916998,0.14741180200172,-0.67310458187795,-0.7090146750524101,-0.0017777777777777,-0.7587327376117,-0.084014795058249,0.00424125241689,-0.020188425302826,-0.7368421052631601,-0.4856524093124,0.010599869722271001,0.0095039180183766,-0.41087231352717996,-0.0067114093959732,0.068172224567328,0.057471264367815994
2013-12-31,0.016621743036837,0.0094594594594594,0.04374536815786,-0.17982989064399,-0.68312101910828,-0.69543509272468,1.2270549207519,0.7888215859030799,-0.036190526989546,0.026128828544363998,-0.57448145820239,-0.56556195965418,-0.0018383937035016,-0.7059483726150401,-0.026865179650588,0.10403080554003,0.0082417582417582,0.069811320754717,0.7105263157894699,0.011345658033517001,0.01625386996904,-1.3583690987124,0.0,0.046631100573009,-0.10507246376812
2014-12-31,0.044189129474149,0.012494422132976002,0.053325547290258,0.25866666666667004,1.2889447236181002,0.29274004683841,-0.59003641178418,-0.64922271817762,-0.033315808406431,0.023309485345026002,-0.0,-0.023217247097843997,-0.016978905867794998,0.61450381679389,-0.016654434596059,0.003544104410441,0.0047683923705723,0.38183421516755,-0.049846153846154005,0.015672414667179,0.015437342550823,3.8562874251497,0.0,0.044506324334529,-0.08275303643724702
2015-12-31,0.031739314430808,0.008153371529308001,0.047412951308171,0.40677966101695,-0.40230515916575,-0.2512077294686,0.10940654016956,0.20579201404125003,-0.012308573064261998,0.021011877913096003,-0.41506646971934996,-0.49066213921902,0.008928832811265,-0.60756501182033,0.00068894247330351,-0.05813106115813701,-0.010847457627119,0.30121250797703003,0.30440414507772,0.02039346553433,0.020142795326698,-0.6387176325524,-0.0067567567567568,0.030635759793954,-0.07556497175141201
2016-12-31,,0.0078688524590163,0.043841235662430006,-0.025602409638554,1.2525252525253001,0.49677419354839003,-0.018195050946143,-0.018195050946143,0.014345746993189,-0.039686338033354,-1.4368686868687002,-1.8033333333333001,0.0033077994428971,-3.3614457831325,-0.013052208835341002,0.016069515533865,0.006168608636052,-0.024521824423737005,0.0506454816286,0.019895039168139998,0.021158971531179998,,-0.013605442176871,0.0050857117804375,-0.012605042016806999
2017-12-31,,0.0080242897419215,0.046085232903865,0.046196118839085996,-0.33143090093763,-0.25269396551724,-0.27205337286879,-0.27205337286879,-0.0362,-0.054859114433583,3.5953757225434,2.3070539419087,0.0055815836659147,1.4642857142857,-0.012469117860776003,-0.0063261480787254,-0.00068119891008167,0.038210155857214996,-0.04820415879017,0.020644339079672,0.02014593688991,,-0.013793103448276,0.0070665212649945,-0.013539651837523998
2018-12-31,,0.007960413080895,0.046660350544766,-0.014773473407748,0.21890243902439002,0.69069935111752,0.24439918533604998,0.24439918533604998,-0.09166098479233999,-0.08096049322625098,0.42893081761005997,0.36260978670013005,0.0027321618590204,0.3064182194617,-0.007240404991759,0.010905446828578,0.0013633265167008,-0.024697336561742996,0.0,0.020146212767099998,0.020141697657374003,,-0.013986013986014,0.0041148698401697,0.0
2019-12-31,,0.008110992529349,0.045811690532952004,-0.013662112629123998,-0.053026513256628,-0.052025586353945,0.0057283142389526,0.0057283142389526,-0.081394210371724,-0.09449201165151401,0.0017605633802817,0.0027624309392264,0.0021797739918545,-0.0063391442155309,0.0021642454788023,0.014111610006414,0.00068073519400946,0.0,0.0,0.020143193693160002,0.020143157446582002,,-0.01418439716312,0.0068587697351394,0.0
