Date,ODA/SEN_LE_Value,ODA/SEN_LP_Value,ODA/SEN_PPPGDP_Value,ODA/SEN_BCA_NGDPD_Value,ODA/SEN_TX_RPCH_Value,ODA/SEN_TXG_RPCH_Value,ODA/SEN_TM_RPCH_Value,ODA/SEN_TMG_RPCH_Value,ODA/SEN_GGXWDG_NGDP_Value,ODA/SEN_GGXCNL_NGDP_Value,ODA/SEN_GGXONLB_NGDP_Value,ODA/SEN_GGR_NGDP_Value,ODA/SEN_GGX_NGDP_Value,ODA/SEN_NGSD_NGDP_Value,ODA/SEN_PPPEX_Value,ODA/SEN_PCPIPCH_Value,ODA/SEN_PCPIEPCH_Value,ODA/SEN_PCPI_Value,ODA/SEN_PCPIE_Value,ODA/SEN_PPPSH_Value,ODA/SEN_NID_NGDP_Value
2006-12-31,,0.027681660899653997,0.05618456582500401,0.040329868956168004,-6.001514004542,10.247400109469,-1.6116341154981002,-2.0775221238938,-0.5217676944639099,0.94221105527638,1.3992616033755,0.017300206641356997,0.12650985378258,-0.0090182283338663,0.0088247460587398,0.23842999414177002,1.7489451476793,0.021127408156697,0.039092158278408,-0.03125,0.0088622069754145
2007-12-31,,0.027799361132694,0.07732675487777499,0.26115756325334,-2.9894051763280998,-1.8046620273493001,-9.0372157133012,-6.504434954007901,0.075418994413408,-0.28959526889669,-0.29435040668279,0.11559355661581,0.033107599699022,0.13831160449206,0.025882728142512003,1.7734153263955,0.58045535942696,0.058637458630704006,0.061772254037274,0.0,0.18410719345828
2008-12-31,,0.028055438891222,0.057163079228943994,0.21181332874117,-1.1227936701156,-1.4861808285455,-0.34279426056137,-0.1811942347289,0.018437300404514,0.22086368366285,0.2613707165109,-0.086932588075881,-0.043845593590676996,-0.024834155468617003,0.048443183180783,0.080504860992666,-0.10197474910974,0.063343364205736,0.055486948903877,0.0,0.06912584185156098
2009-12-31,,0.028433695563363,0.031978575929427,-0.52636066505613,-2.1750309789343,-3.9717626570469,-1.4242160657591,-1.2844126972557,0.42357220503386994,0.050287662476028,0.03260064213386,0.0006028845707926401,0.0094835466179159,-0.08674922960637299,-0.022022289148971,-1.3548539857931998,-1.8184931506849,-0.02248,-0.04541,0.032258064516129,-0.28459054136156
2010-12-31,,0.028918725669341,0.054533658983360996,-0.34098409840984,-1.2024782494068,-1.0771033905399998,-0.45078941972524,-0.27793439261916997,0.043936679491321,0.05518360722256,0.019134178426214,0.013348164627363998,0.021090360309376,0.12293881708792,0.0024081774081775,-1.5467081850534,-1.9445056155032,0.012286193632867,0.042887522391812004,0.0,-0.015241585840075
2011-12-31,,0.029341363601266,0.037563782434046,0.80491691327111,-16.533854166667,-9.608577633007599,-3.45473212619,-3.511801242236,0.14615276410184,0.21015189386656002,0.11781272001877001,0.029957921697767995,0.06462459355601499,0.010602109082662,0.020960438306919,1.7689178193653,-0.36232221963162,0.034036360696492,0.027352264622863998,-0.03125,0.16898148148148
2012-12-31,,0.029330132773235002,0.052143280666876,0.36372808677008,-0.7635373009220501,-0.8696474743015699,-0.6699619771863101,-0.66235693090293,0.065414825724104,-0.11010486177312,-0.13940793617468,0.035081486744527005,0.0034012424947073,0.06316970546984599,0.0051420518268039,-0.58330884513664,-0.5842778793418599,0.014180862188603,0.011371191677422,0.0,0.15562026790914002
2013-12-31,,0.029368896662294,0.050288404163627995,-0.03726995283455101,-0.04608294930875599,0.4141267537494,0.89400921658986,0.94245658087466,0.078470222324617,-0.010176754151045,-0.025616003903391003,-0.026041443219357002,-0.023001625678807005,-0.10527148963114999,-0.028854493856893995,-0.49929478138223,-1.0694810905893002,0.0071021084685657,-0.00079273774881808,0.0,-0.080536236266505
2014-12-31,,0.029380530973451002,0.062967522014961,-0.05552353506244,1.8610182088443,2.1238453643517,0.060705596107056004,0.043412689863191,0.07442695093033701,-0.09650072150072099,-0.15648472709064,0.027794907937626002,0.0033987113219571,0.037037037037037,-0.0099024925319424,-1.7492957746478999,-19.240506329114,-0.0053201159708733,0.014406377894095,0.0,0.0018270847036469
2015-12-31,,0.029298486932599996,0.06576993883247201,-0.040785191212368,-0.43239381737888,-0.35855875588653996,-0.30106663608212,-0.31664257691514003,0.013579878715578001,-0.20143741265721998,-0.27871772039181003,0.0066429520421721,-0.030131959635875998,-0.047770700636943005,0.0038534801742824,-3.7612781954887002,0.015267175572519,0.014689330755245,0.014640520382274999,0.032258064516129,-0.04526553837175401
2016-12-31,,0.029399973272752004,0.07051514222828999,-0.010391262856537,0.21144164759725,0.16936998463376998,-0.08746307843780801,0.014503701465478002,0.00072580328769271,-0.1,-0.21358024691358,0.019286444141688997,0.0019281140861467,0.016304347826087,0.0036031320203276,-0.025867937372362003,-0.044429254955571,0.014306029579067,0.013978059991916002,0.0,0.0066857688634193
2017-12-31,,0.029339218486304,0.072662919008953,-0.030858244937319,0.066868152625614,0.048328223098262,0.049091889947851006,0.031124348473567005,-0.0020974223267666,-0.023611111111111,-0.055991627420199,0.0022555448811663,-0.0011255945680984,0.046365399306576,0.0027730570128352,-0.046121593291405,-0.04721030042918401,0.013655609455178,0.013321837801758002,0.0,0.019013282732448004
2018-12-31,,0.029322739311389002,0.073393827639752,-0.047429519071309996,0.15563031161473,-0.054038997214485,-0.031539252656839004,-0.08997689196996002,-0.0076805217254655,-0.08477951635846401,-0.15687361419069,0.0022504688476765,-0.0088695019992731,0.032629450746939,0.0019071644365846,0.0,0.024774774774775,0.013656062701706002,0.013649878779561999,0.03125,0.0056981118021676
2019-12-31,,0.029406359125161,0.074546235392509,-0.046193129062209994,-0.059292170982074996,-0.013839811542991997,-0.091504424778761,-0.17267100460244,-0.012134528970446002,-0.068697544295928,-0.16699539776463,0.0092311530624975,3.6675713342669e-05,-0.0099526839614945,0.002422679743369,0.0,0.0,0.013654019339404,0.013655604393621,0.0,-0.021552362612946
