Date,ODA/UGA_LE_Value,ODA/UGA_LP_Value,ODA/UGA_PPPGDP_Value,ODA/UGA_BCA_NGDPD_Value,ODA/UGA_TX_RPCH_Value,ODA/UGA_TXG_RPCH_Value,ODA/UGA_TM_RPCH_Value,ODA/UGA_TMG_RPCH_Value,ODA/UGA_GGXWDG_NGDP_Value,ODA/UGA_GGXCNL_NGDP_Value,ODA/UGA_GGXONLB_NGDP_Value,ODA/UGA_GGR_NGDP_Value,ODA/UGA_GGX_NGDP_Value,ODA/UGA_NGSD_NGDP_Value,ODA/UGA_PPPEX_Value,ODA/UGA_PCPIPCH_Value,ODA/UGA_PCPIEPCH_Value,ODA/UGA_PCPI_Value,ODA/UGA_PCPIE_Value,ODA/UGA_PPPSH_Value,ODA/UGA_NID_NGDP_Value
2005-12-31,,0.033028122956181,0.13545028630921,-0.29761570827489,-0.50338030463468,-0.50338030463468,0.10654867256636999,0.10654867256636999,-0.15348248341293,-1.4839449541283998,-0.4509898599710301,-0.12601565962476,-0.09617513839959697,0.049108125963444,0.031020155553627006,1.3464266230223998,-0.54110444777611,0.086024517603819,0.036730809896384005,0.06382978723404299,-0.0077776243729578
2006-12-31,,0.033027329323625995,0.10339874075432001,0.59305111821086,-0.0026242414302116,-0.0026242414302116,-0.34847515461719,-0.34847515461719,-0.32805134321577,2.8625592417062005,-0.65523306948109,-0.059274284426414,-0.024945709672031004,-0.12169395465994999,0.022299777825767003,-0.16240409207160997,1.9556221072692999,0.07203953817105,0.10856262875558,0.0,-0.038682745825603
2007-12-31,,0.033026898195437,0.10938755159137,0.25670594133867997,0.70226936359151,0.70226936359151,1.0446808510638,1.0446808510638,-0.38182176767250003,0.29325153374233,-0.7066326530612199,-0.038751796837566,-0.023299640226142997,0.07354962060106401,0.043750212583892,-0.15711311589173999,-0.52459469417833,0.060740512603344,0.051619610116008,0.02,0.10880054038406
2008-12-31,,0.032926829268293,0.12594257178527002,0.6973867943347299,-0.27966961309954996,-0.27966961309954996,1.4797086368366,1.4797086368366,-0.023380885100952004,1.5910815939279,-14.139130434783,-0.065923110474173,0.036134011576916,-0.33804541406946004,0.071674081798567,0.98271035731928,1.7612865723697,0.12041338511233,0.14250721721634,0.07843137254902001,-0.11213611244071
2009-12-31,,0.032834487379942004,0.049252672195857,-0.16053590316136,-0.59297257426406,-0.59297257426406,-0.63436521514574,-0.63436521514574,0.0001400037334329,-0.14134016843647,-0.19192587690270999,-0.013874991661664001,-0.033463122848597995,0.25163948209181,0.1363936808513,0.085790216759405,-0.23015928706757002,0.13073054590510003,0.10970903522205001,0.054545454545455,0.07969025681238999
2010-12-31,,0.03265570934256,0.07494452076508501,0.50734985300294,-3.0125205930807,-3.0125205930807,-1.9142756246138,-1.9142756246138,0.2524380570202,1.8456289978678,3.6396396396396,0.047554623554082,0.29372956562353997,-0.17391012292604,0.035956420215927,-0.69619091326296,-0.71871297055875,0.039727557904687995,0.030856701258556,0.0,0.046935996368587994
2011-12-31,,0.03243081525804,0.08371836967421001,0.14228661651342,-0.42403405370007,-0.42403405370007,-1.1777713402858,-1.1777713402858,0.09161357624529598,-0.53364303911284,-0.64201235657546,0.08368849283223599,-0.10221580396227001,0.033826638477801,0.13316611948313,3.7021651560926,7.7559948152949,0.18677026719845,0.27021419009370995,0.017241379310345,0.084503988900451
2012-12-31,,0.033005882523400004,0.046209111195776,-0.23099438978779,-3.9015065378056,-3.9015065378056,2.2091254752852003,2.2091254752852003,0.060307167235495,0.11632390745500999,-0.015285996055227,-0.06858538910737699,-0.039660199054991,0.2391851502281,0.10683350529069001,-0.24950473844836,-0.80518855704822,0.14016727901699,0.052642672709069,0.0,0.008035821372886
2013-12-31,,0.032989228007181,0.073266742968127,-0.09632057517445501,-0.63291697281411,-0.63291697281411,-0.9983073798239699,-0.9983073798239699,0.07058937135867599,0.012089810017271002,-0.04707060590886299,-0.087902245537714,-0.069772310913374,-0.016883529038401002,0.038660726866756,-0.6408646643361601,-0.08757598784194501,0.050337005436885005,0.048032639167,0.033898305084746,-0.046720076148172
2014-12-31,,0.033021942211601006,0.076893247806628,0.21200421200421,-0.31144915932746,-0.31144915932746,938.4,938.4,0.06464221286831,0.36006825938567,0.5990541250656899,0.05323700638283,0.11394328156651,-0.026534960294403002,0.055275301641103,0.091974572904251,0.28877784717884997,0.054966945192997,0.061899644145112,0.016393442622950997,0.05828756864702901
2015-12-31,,0.032991587802313,0.082460615153788,0.015542040737523001,1.4106589147286999,1.4106589147286999,-0.087502661273153,-0.087502661273153,0.09339169726066099,-0.36658301965705,-0.60565231679264,0.021044219499201003,-0.072536242865081,0.054848123093248,0.040902824887809,0.08095324722576,-0.080129240710824,0.05942158822043,0.056941982961037,0.032258064516129,0.038841058300900004
2016-12-31,,0.033006743860542004,0.085063620990769,-0.063498098859316,-0.312967280328,-0.312967280328,-0.51178254783014,-0.51178254783014,0.062866441098226,-0.13139650049521,-0.48416666666667,0.0084137751108792,-0.014650618158052001,0.036277900031437,0.027045719692794998,-0.1001346348031,-0.12188268352652,0.053469442625510004,0.05000148953284,0.015625,-0.0034437086092716
2017-12-31,,0.032986795427669996,0.088729353754966,-0.042935444579781,-0.11982213901239999,-0.11982213901239999,-0.13643966547192,-0.13643966547192,0.031615270588807004,-0.12086659064994,-0.6332794830371601,0.025742190026517998,0.0044218439089101,0.05618250212352901,0.023031184323476003,-0.064896203478586,0.0,0.050002264035994004,0.04999959468551599,0.030769230769231003,0.019062808536493
2018-12-31,,0.033006606090959,0.09151814523225699,-0.015165977304062,0.36758840733847,0.36758840733847,0.30354178195905,0.30354178195905,0.011518891924998002,-0.17725897103329,-1.9295154185021999,0.023582823633267996,-0.00198106977768,0.018669577205882,0.022618481419661,0.0,0.0,0.049996863679844,0.050000386013943,0.029850746268657004,0.0068191980921151
2019-12-31,,0.032990880757243,0.09205731546077,0.033383588197286,-0.0063186546126180005,-0.0063186546126180005,0.85395881978349,0.85395881978349,0.06425094897650299,0.0089332632685233,-0.22748815165876998,0.03326557013491,0.030712395235994998,0.01150397563864,0.024327810930272996,0.0,0.0,0.050002053549093,0.049997978022947,0.028985507246377003,0.018986639031793002
